Ciclo,Edad,Carrera,Genero,Cursos,tiempo,anxiety_before_ex,anxiety_after_ex,time_mayor_anxiety,ESF_angustia,ESF_intranquilidad,ESF_palpitaciones,ESF_fatiga,ESF_sueño_alterado,ESF_tension_muscular,ESC_dificil_concentracion,ESC_bloqueo_mental,ESC_acontencimientos_negativos,ESC_falta_memoria,ESC_pensamientos_desagradables,ESC_dificultad_decisiones,ESCCA_comer_beber,ESCCA_escapar,ESCCA_movimientos_repetitivos,ESCCA_moverse_mucho,ESCCA_movimientos_torpe,ESCCA_llanto,cause_ansiedad_U,help_ansiedad,stress_before_ex,stress_after_ex,time_mayor_stress,ESFCE_cansancio,ESFCE_relajarse,ESFCE_dificultad_tomar_decisiones,ESFCE_pensar_claridad,ESFCE_pensar_problemas,ESFCE_comer_demasiado,ESFCE__dificultad_sueño,ESFCE_dolor_cuerpo,ESFCE_caefeina_nicotina,ESFCE_tics_nervous,ESFCE_dolor_estomacal,ESFCE_irritacion,ESFCE_cambios_humor,ESFCE_dificultad_concentrarse,ESFCE_alcohol_droga,ESFCE_disminuye_desempeño_U,ESFCE_sudar_palpitar,ESFCE_levantarse_tarde,FS_no_afrontar_actividades,FS_todo_controlado,FS_enfadado_fueradecontrol,FS_controlar_tiempo,FS_dificultades_acumulan,FS_afectado_imprevistos,FS_manejar_problemas_vida,FS_afrontar_cambios_vida,cause_estres_U,help_estres
1,23,Ingeniería Industrial,Masculino,7,3,7,6,Exámenes finales,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,En alguna ocasión,Demasiadas personas,Sí,7,6,Entrega de notas parciales,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Nunca,Seguido,Aveces,Aveces,Nunca,Nunca,Seguido,Nunca,Casi nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Mal olor,No
1,18,Ingeniería Industrial,Masculino,7,3,6,4,Exámenes finales,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Mucho ruido,Sí,6,6,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Aveces,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No tener donde descansar,Sí
6,20,Ciencia de la computación,Masculino,6,2,7,4,Exámenes finales,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,7,7,Semana de Entrega de Notas Finales,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Aveces,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
6,20,Ciencia de la computación,Masculino,5,2.5,9,3,Exámenes parciales,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,7,8,Exámenes finales,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
6,19,Ciencia de la computación,Masculino,6,2.5,8,9,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,10,9,Exámenes finales,Seguido,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Seguido,Aveces,Aveces,Aveces,Seguido,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Demasiado frío,No
3,18,Ingeniería Civil,Masculino,6,2,10,10,Entrega de notas parciales,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Demasiadas personas,No,10,10,Exámenes finales,Seguido,Seguido,Aveces,Seguido,Seguido,Aveces,Aveces,Seguido,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Época de exámenes,No
3,20,Ingeniería Industrial,Masculino,6,2,7,8,Exámenes parciales,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Casi todos los días,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Mucho ruido,Sí,6,5,Entrega de notas parciales,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Demasiado frío,Sí
3,19,Ingeniería Civil,Masculino,8,2,8,8,Semana de Entrega de Notas Finales,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Mucho ruido,No,9,9,Semana de Entrega de Notas Finales,Seguido,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,No
3,23,Ingeniería Mecatrónica,Masculino,6,3.5,6,8,Exámenes parciales,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Mucho ruido,No,7,6,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Demasiado frío,No
3,19,Ingeniería Mecatrónica,Masculino,6,4,5,8,Semana de Entrega de Notas Finales,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Que no respeten tu espacio personal,Sí,5,8,7,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Demasiado frío,Sí
7,20,Ingeniería Civil,Masculino,7,1.5,10,5,Exámenes parciales,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,4,7,Exámenes parciales,Seguido,Seguido,Aveces,Aveces,Aveces,Siempre,Frecuentemente,Siempre,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Nunca,Aveces,Aveces,De vez en cuando,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Grabaciones,Sí
2,17,Administración y Negocios Digitales,Masculino,6,1,9,9,Entrega de notas parciales,A menudo,A menudo,Nunca,Casi todos los días,A menudo,En alguna ocasión,Casi todos los días,A menudo,Nunca,En alguna ocasión,Nunca,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,A menudo,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,8,4,Exámenes finales,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Siempre,Seguido,Frecuentemente,Nunca,Aveces,Aveces,Siempre,Siempre,Siempre,Nunca,Seguido,Aveces,Frecuentemente,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
7,22,Ingeniería Mecatrónica,Masculino,5,2,7,7,Exámenes parciales,En alguna ocasión,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,7,7,Entrega de notas parciales,NA,Aveces,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Nunca,Seguido,Aveces,Aveces,Frecuentemente,Aveces,Nunca,Seguido,Seguido,Siempre,De vez en cuando,De vez en cuando,A menudo,Casi nunca,Casi nunca,A menudo,A menudo,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
2,19,Ingeniería Ambiental,Femenino,5,1.5,9,9,Entrega de notas parciales,A menudo,En alguna ocasión,Nunca,Nunca,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,Nunca,Casi todos los días,Nunca,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,Mucha ventilación,No,9,9,Exámenes parciales,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Seguido,Aveces,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Aveces,Nunca,Frecuentemente,Muy a menudo,De vez en cuando,A menudo,Casi nunca,Muy a menudo,Casi nunca,A menudo,A menudo,Grabaciones,No
4,21,Ingeniería Electrónica,Masculino,8,2,8,9,7,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,Mucho ruido,No,8,9,1,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Seguido,Frecuentemente,Frecuentemente,Aveces,Aveces,Aveces,Frecuentemente,Seguido,Frecuentemente,Nunca,Frecuentemente,Aveces,Frecuentemente,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener donde descansar,No
2,17,Ciencia de la computación,Masculino,6,3.5,5,3,Entrega de notas parciales,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,5,3,Exámenes parciales,Aveces,Nunca,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,A menudo,De vez en cuando,De vez en cuando,No tener donde descansar,No
5,21,Ciencia de la computación,Masculino,5,1,10,10,Exámenes parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Demasiadas personas,No,10,10,Entrega de notas parciales,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Demasiado frío,No
4,18,Ingeniería Mecatrónica,Masculino,5,4,5,3,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,Nunca,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Nunca,Mucho ruido,No,5,3,Exámenes parciales,Frecuentemente,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Seguido,Aveces,Nunca,Aveces,Seguido,Frecuentemente,Casi nunca,Nunca,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,No entender a los profesores,No
2,17,Bioingeniería,Femenino,4,2,8,7,Exámenes parciales,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,Nunca,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,8,9,Exámenes finales,Aveces,Aveces,Seguido,Nunca,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Seguido,Aveces,Nunca,Aveces,Nunca,Nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,NA,No tener espacio para estudiar - No alcanzar cubículo,No
5,20,Ingeniería Química,Masculino,4,3.5,5,6,Entrega de notas parciales,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Mucho ruido,Sí,4,5,Exámenes parciales,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Época de exámenes,Sí
5,18,Bioingeniería,Femenino,5,3,9,7,Exámenes parciales,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,A menudo,Demasiadas personas,No,9,9,Semana de Entrega de Notas Finales,Seguido,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Aveces,Seguido,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Época de exámenes,No
2,17,Administración y Negocios Digitales,Masculino,6,2,8,3,Semana de Entrega de Notas Finales,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Demasiadas personas,No,7,2,Exámenes finales,Aveces,Seguido,Aveces,Aveces,Frecuentemente,Siempre,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Nunca,Aveces,Siempre,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
7,19,Ingeniería Ambiental,Masculino,7,5,3,3,Exámenes finales,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,A menudo,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,3,8,Exámenes parciales,Seguido,Aveces,Aveces,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Aveces,Nunca,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Época de exámenes,No
4,21,Ingeniería Industrial,Femenino,6,3,7,8,Exámenes finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,Que no respeten tu espacio personal,Sí,7,8,Exámenes parciales,Aveces,Aveces,Aveces,Seguido,Seguido,Seguido,Aveces,Aveces,Nunca,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Aveces,Seguido,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Época de exámenes,Sí
2,18,Administración y Negocios Digitales,Masculino,6,5.5,3,8,Entrega de notas parciales,En alguna ocasión,A menudo,Nunca,A menudo,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,A menudo,Nunca,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,Sí,1,2,Exámenes parciales,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Seguido,De vez en cuando,Muy a menudo,Nunca,A menudo,Nunca,Nunca,De vez en cuando,Muy a menudo,No tener donde descansar,Sí
8,20,Ingeniería Industrial,Femenino,6,3.5,8,7,Exámenes finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,Nunca,A menudo,A menudo,En alguna ocasión,Casi todos los días,Demasiadas personas,No,8,8,Semana de Entrega de Notas Finales,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Nunca,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Frecuentemente,Nunca,Aveces,Nunca,Aveces,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Época de exámenes,No
4,21,Administración y Negocios Digitales,Masculino,4,5,4,6,Exámenes finales,En alguna ocasión,A menudo,Nunca,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,6,8,Exámenes parciales,Aveces,Aveces,Aveces,NA,Seguido,Seguido,Seguido,NA,Nunca,Seguido,Seguido,Seguido,Seguido,Aveces,Aveces,Aveces,Nunca,Nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,No tener donde descansar,Sí
9,20,Ingeniería Ambiental,Masculino,4,1.5,9,8,Exámenes parciales,A menudo,A menudo,A menudo,A menudo,Casi todos los días,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,Sí,9,9,7,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,Sí
8,20,Ingeniería Ambiental,Femenino,5,2,8,8,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,No tener espacio para estudiar,Sí,9,7,Exámenes parciales,Siempre,Seguido,Seguido,Seguido,Seguido,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Aveces,Frecuentemente,A menudo,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,No entender a los profesores,No
5,21,Ingeniería Mecatrónica,Masculino,5,1.5,10,10,Exámenes parciales,Casi todos los días,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Casi todos los días,Casi todos los días,En alguna ocasión,A menudo,Casi todos los días,A menudo,En alguna ocasión,A menudo,Mucho ruido,No,9,10,Exámenes parciales,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Seguido,Frecuentemente,Frecuentemente,NA,Aveces,Seguido,Aveces,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Muy a menudo,Grabaciones,No
4,20,Ingeniería Industrial,Femenino,6,3,9,7,7,En alguna ocasión,Nunca,En alguna ocasión,A menudo,A menudo,Casi todos los días,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,9,8,Exámenes finales,Seguido,Aveces,Aveces,Aveces,Aveces,Frecuentemente,Aveces,Frecuentemente,Aveces,Nunca,Aveces,Nunca,Seguido,Aveces,Nunca,Aveces,Aveces,Seguido,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Nunca,Casi nunca,De vez en cuando,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
4,18,Ingeniería Industrial,Femenino,7,3.5,7,6,Exámenes parciales,A menudo,En alguna ocasión,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Mucha ventilación,No,7,6,Exámenes parciales,Seguido,Seguido,Frecuentemente,Frecuentemente,Seguido,Seguido,Frecuentemente,Frecuentemente,Aveces,Aveces,Nunca,Seguido,Seguido,Seguido,Nunca,Aveces,Aveces,Seguido,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,Demasiado frío,No
6,21,Ingeniería Mecatrónica,Masculino,5,3.5,7,9,Semana de Entrega de Notas Finales,En alguna ocasión,A menudo,En alguna ocasión,Nunca,A menudo,En alguna ocasión,A menudo,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Demasiadas personas,Sí,7,7,Entrega de notas parciales,Nunca,Aveces,Nunca,Nunca,Seguido,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Aveces,Nunca,Casi nunca,Casi nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Grabaciones,Sí
3,19,Ingeniería Civil,Masculino,6,2.5,9,8,7,A menudo,A menudo,Casi todos los días,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,Nunca,Demasiadas personas,No,7,1,Exámenes parciales,Seguido,Frecuentemente,Seguido,Aveces,Aveces,Seguido,Siempre,Seguido,Siempre,Aveces,Nunca,Nunca,Nunca,Frecuentemente,Seguido,Aveces,Aveces,Seguido,A menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Demasiado frío,No
4,20,Ingeniería Industrial,Masculino,5,3,8,8,Exámenes parciales,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,8,8,Semana de Entrega de Notas Finales,Seguido,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Nunca,Nunca,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Seguido,Frecuentemente,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
3,18,Ingeniería Mecatrónica,Femenino,6,2.5,10,9,Semana de Entrega de Notas Finales,Casi todos los días,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,Casi todos los días,Casi todos los días,Nunca,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,Mucho ruido,No,10,9,Exámenes parciales,Seguido,Aveces,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Frecuentemente,Frecuentemente,Seguido,Aveces,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Seguido,Seguido,Frecuentemente,Muy a menudo,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,Época de exámenes,No
8,20,Ingeniería Industrial,Masculino,3,4,5,2,Exámenes parciales,En alguna ocasión,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Nunca,Casi todos los días,Nunca,Nunca,A menudo,A menudo,En alguna ocasión,Nunca,No tener espacio para estudiar,No,6,2,Entrega de notas parciales,Aveces,Aveces,Aveces,Aveces,Seguido,Siempre,NA,Seguido,Nunca,Aveces,NA,Seguido,Aveces,Seguido,Nunca,Seguido,Nunca,Siempre,A menudo,De vez en cuando,Nunca,A menudo,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,No entender a los profesores,No
