Marca temporal,Ciclo cursante,Edad ,¿Qué carrera estudias?,Género,¿Cuántos cursos lleva?,¿Cuanto tiempo en horas estudia al día?,"Cuál considera que ha sido su nivel de ansiedad, en promedio, antes de rendir cualquier evaluación","Cuál considera que ha sido su nivel de ansiedad, en promedio, después de rendir cualquier evaluación",¿Cuáles han sido sus épocas de mayor ansiedad?,Escala de síntomas físicos [Sensación de angustia o aprensión],"Escala de síntomas físicos [Dificultad para estar quieto, intranquilidad]",Escala de síntomas físicos [Aumento de frecuencia cardiaca (palpitaciones) sin enfermedad conocida que lo justifique],"Escala de síntomas físicos [Fatiga, especialmente importante al final del día]","Escala de síntomas físicos [Alteraciones en el sueño; tardas en quedarte dormido, te despiertas varias veces o despiertas antes de lo previsto]","Escala de síntomas físicos [Sensación de tensión muscular que puede ir acompañada de dolor en determinadas partes de tu cuerpo (cuello, espalda, cabeza, etcétera)]",Escala de síntomas cognitivos [Dificultad para concentrarte],Escala de síntomas cognitivos [Sensación de bloqueo mental],Escala de síntomas cognitivos [Anticipación de acontecimientos negativos. Catastrofismo],Escala de síntomas cognitivos [Falta de memoria (dificultad para recordar cosas)],Escala de síntomas cognitivos [Pensamientos o imágenes desagradables],Escala de síntomas cognitivos [Dificultad para tomar decisiones (por ejemplo “das vueltas a la cabeza” sin llegar a decidirte)],"Escala de síntomas comportamentales para combatir la ansiedad [Fumas, comes o bebes para calmar tu ansiedad]",Escala de síntomas comportamentales para combatir la ansiedad [Evitas o escapas de determinadas situaciones],"Escala de síntomas comportamentales para combatir la ansiedad [Haces movimientos repetitivos (tocarte el pelo, temblor de piernas)]",Escala de síntomas comportamentales para combatir la ansiedad [Te mueves más de lo habitual],Escala de síntomas comportamentales para combatir la ansiedad [Movimientos torpes (por ejemplo se te caen las cosas)],Escala de síntomas comportamentales para combatir la ansiedad [Llanto para aliviar tu malestar],¿Algo dentro de la universidad te cause demasiada ansiedad?,Ha buscado algún tipo de ayuda sobre cómo tratar la ansiedad,"Cuál considera que ha sido su nivel de estrés, en promedio, antes de rendir cualquier evaluación","Cuál considera que ha sido su nivel de estrés, en promedio, después de rendir cualquier evaluación",Cuáles han sido sus épocas de mayor estrés,Escala de síntomas físicos y cognitivos  [Te sientes cansado/a],Escala de síntomas físicos y cognitivos  [Se te hace difícil relajarte o sentirte tranquilo/a],Escala de síntomas físicos y cognitivos  [Se te hace difícil tomar decisiones],Escala de síntomas físicos y cognitivos  [Tienes problemas para pensar con claridad],Escala de síntomas físicos y cognitivos  [Piensas en tus problemas una y otra vez durante el día],Escala de síntomas físicos y cognitivos  [Comes demasiado o muy poco],Escala de síntomas físicos y cognitivos  [Dificultad para conciliar el sueño],"Escala de síntomas físicos y cognitivos  [Dolor de espalda,cuello u otro dolor relacionado con la tensión]",Escala de síntomas físicos y cognitivos  [Uso más seguido de cafeína o nicotina de lo habitual],Escala de síntomas físicos y cognitivos  [Tics nerviosos],Escala de síntomas físicos y cognitivos  [Malestar estomacal],Escala de síntomas físicos y cognitivos  [Irritación con facilidad],Escala de síntomas físicos y cognitivos  [Cambios de humor y sensibilidad],Escala de síntomas físicos y cognitivos  [Dificultad al concentrarse],Escala de síntomas físicos y cognitivos  [Uso de alcohol o drogas para afrontar problemas],Escala de síntomas físicos y cognitivos  [Tu desempeño ha disminuido y presentas problemas para completar tus tareas],Escala de síntomas físicos y cognitivos  [Tendencias a sudar o palpitaciones],Escala de síntomas físicos y cognitivos  [Tentaciones fuertes de no levantarse por la mañana],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que no podía afrontar todas las cosas que tenía que hacer?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia se ha sentido al control de todo?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha estado enfadado porque las cosas que le han ocurrido estaban fuera de su control?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha podido controlar la forma de pasar el tiempo?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que las dificultades se acumulan tanto que no puede superarlas?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha estado afectado por algo que ha ocurrido inesperadamente?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha manejado con éxito los pequeños problemas irritantes de la vida?],Evalúe con que frecuencia siente cada uno de los siguientes síntomas [¿Con qué frecuencia ha sentido que ha afrontado efectivamente los cambios importantes que han estado ocurriendo en su vida?],¿Algo dentro de la universidad que te cause estrés?,Ha buscado algún tipo de ayuda sobre cómo tratar el estrés
21/09/2022 15:02:54,2,18,Bioingeniería,Masculino,6,3.5,5,3,Exámenes parciales,Nunca,Nunca,Nunca,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,Nunca,Nunca,No tener espacio para estudiar,No,8,1,Exámenes finales,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Casi nunca,Nunca,Nunca,A menudo,Casi nunca,Nunca,De vez en cuando,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:03:00,3,18,Bioingeniería,Masculino,4,6,3,9,Entrega de notas parciales,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,A menudo,A menudo,A menudo,Mucho ruido,Sí,6,8,Semana de Entrega de Notas Finales,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Seguido,Frecuentemente,Seguido,Seguido,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,Sí
21/09/2022 15:03:31,4,20,Ciencia de la computación,Femenino,4,2.5,8,5,Exámenes parciales,A menudo,A menudo,A menudo,Casi todos los días,A menudo,A menudo,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,10,4,Exámenes finales,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Siempre,Frecuentemente,Seguido,Seguido,Seguido,Siempre,Seguido,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Siempre,Muy a menudo,De vez en cuando,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,No entender a los profesores,No
21/09/2022 15:03:35,2,17,Ingeniería Mecánica,Masculino,6,1.5,8,3,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,7,1,Semana de Entrega de Notas Finales,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Nunca,Seguido,Nunca,Aveces,Nunca,Siempre,Aveces,Seguido,Nunca,Seguido,Aveces,Aveces,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Grabaciones,No
21/09/2022 15:04:09,2,17,Bioingeniería,Femenino,6,1,10,10,7,A menudo,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,No tener espacio para estudiar,Sí,8,4,7,Aveces,Seguido,Seguido,Seguido,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Siempre,Aveces,Siempre,Seguido,Seguido,A menudo,Casi nunca,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Mal olor,Sí
21/09/2022 15:04:38,2,18,Ingeniería Mecánica,Femenino,6,2,9,10,Entrega de notas parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,9,8,Entrega de notas parciales,Seguido,Seguido,Siempre,Seguido,Siempre,Frecuentemente,Seguido,Seguido,Nunca,Nunca,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Frecuentemente,Frecuentemente,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Grabaciones,No
21/09/2022 15:04:52,2,17,Ingeniería Mecatrónica,Masculino,6,0.5,10,2,Exámenes finales,A menudo,A menudo,Nunca,A menudo,Nunca,A menudo,Casi todos los días,A menudo,En alguna ocasión,Casi todos los días,Nunca,Casi todos los días,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,A menudo,Nunca,Mucho ruido,No,10,2,Exámenes finales,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Aveces,Nunca,Seguido,Frecuentemente,Seguido,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Grabaciones,No
21/09/2022 15:04:53,2,19,Ingeniería de la Energía,Masculino,6,2,8,4,1,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,No tener espacio para estudiar,Sí,10,4,Exámenes finales,Aveces,Seguido,Nunca,Nunca,Siempre,Seguido,Frecuentemente,Aveces,Nunca,Aveces,Seguido,Seguido,Aveces,Aveces,Siempre,Aveces,Siempre,Frecuentemente,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,Sí
21/09/2022 15:05:51,4,18,Ingeniería Ambiental,Femenino,6,2.5,10,3,Exámenes finales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,Casi todos los días,A menudo,A menudo,A menudo,A menudo,A menudo,Casi todos los días,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,10,9,Semana de Entrega de Notas Finales,Frecuentemente,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Aveces,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,,A menudo,A menudo,Mal olor,Sí
21/09/2022 15:11:21,3,18,Ingeniería Ambiental,Masculino,6,1,9,8,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Mucho ruido,Sí,8,9,Exámenes parciales,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,Sí
21/09/2022 15:12:34,3,19,Bioingeniería,Femenino,5,2.5,8,8,Exámenes finales,A menudo,Casi todos los días,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,Que no respeten tu espacio personal,No,9,8,Exámenes finales,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Casi nunca,Casi nunca,,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:12:49,3,21,Ingeniería Industrial,Femenino,6,2.5,10,8,Exámenes parciales,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Mucho ruido,No,8,8,Semana de Entrega de Notas Finales,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:12:50,3,17,Ingeniería Industrial,Masculino,7,6.5,3,3,Exámenes parciales,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,1,1,7,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:13:15,3,19,Ingeniería Civil,Femenino,6,1,10,10,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,Sí,10,10,Semana de Entrega de Notas Finales,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,Sí
21/09/2022 15:14:49,3,18,Ingeniería Industrial,Femenino,5,4.5,5,7,Entrega de notas parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Que no respeten tu espacio personal,Sí,7,8,Exámenes parciales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,Sí
21/09/2022 15:18:06,3,19,Ingeniería Civil,Femenino,4,1.5,9,8,Exámenes parciales,En alguna ocasión,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Mucha ventilación,No,9,8,Semana de Entrega de Notas Finales,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Siempre,Siempre,Nunca,Aveces,Frecuentemente,Frecuentemente,Siempre,Siempre,Nunca,Seguido,Frecuentemente,Frecuentemente,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Demasiado frío,No
21/09/2022 15:18:14,3,18,Ingeniería Industrial,Femenino,5,5.5,2,1,Entrega de notas parciales,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,No tener espacio para estudiar,No,7,5,Exámenes finales,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Seguido,Aveces,Aveces,,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,Casi nunca,Nunca,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:20:48,7,24,Bioingeniería,Masculino,6,1.5,10,10,Entrega de notas parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Mucho ruido,Sí,10,10,Semana de Entrega de Notas Finales,,,,,,,,,,,,,,,,,,,A menudo,De vez en cuando,Muy a menudo,Nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Época de exámenes,Sí
21/09/2022 15:21:42,3,16.5,Ingeniería Civil,Femenino,7,3,6,4,Exámenes parciales,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,A menudo,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,9,7,Semana de Entrega de Notas Finales,Aveces,Aveces,,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:22:48,5,22,Ingeniería Industrial,Masculino,6,3.5,7,4,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,No tener espacio para estudiar,No,5,7,Exámenes finales,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Frecuentemente,Seguido,Seguido,Nunca,Aveces,Aveces,Seguido,,Seguido,Aveces,Seguido,Seguido,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Demasiado frío,No
21/09/2022 15:24:03,3,18,Ingeniería Ambiental,Femenino,5,1,8,9,Exámenes parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,Demasiadas personas,No,9,9,Exámenes parciales,Seguido,Seguido,Aveces,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Aveces,Seguido,Nunca,Aveces,Nunca,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,No
21/09/2022 15:24:24,3,18,Ingeniería Mecatrónica,Femenino,6,3.5,7,5,Exámenes finales,Nunca,A menudo,Nunca,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Que no respeten tu espacio personal,No,7,6,7,Seguido,Nunca,Siempre,Nunca,Seguido,Nunca,Nunca,Aveces,Aveces,Aveces,Seguido,Nunca,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Nunca,De vez en cuando,De vez en cuando,A menudo,Mal olor,No
21/09/2022 15:24:27,4,18,Ingeniería Civil,Masculino,6,2,8,4,Exámenes finales,A menudo,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,5,7,1,Aveces,Aveces,Aveces,,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Nunca,Aveces,Nunca,Nunca,Casi nunca,De vez en cuando,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:25:03,1,18,Ingeniería Industrial,Femenino,7,2.5,9,6,Exámenes finales,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Nunca,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,Nunca,A menudo,Nunca,En alguna ocasión,En alguna ocasión,A menudo,Nunca,A menudo,No tener espacio para estudiar,Sí,9,7,Entrega de notas parciales,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Aveces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Siempre,Aveces,Seguido,Nunca,Seguido,Nunca,Seguido,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,Época de exámenes,Sí
21/09/2022 15:25:28,9,21,Bioingeniería,Masculino,5,3.5,7,7,Exámenes finales,Casi todos los días,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,Casi todos los días,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,A menudo,Casi todos los días,A menudo,Mucho ruido,No,7,7,Exámenes finales,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Siempre,Siempre,Siempre,Nunca,Seguido,Frecuentemente,Siempre,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,No tener espacio para estudiar - No alcanzar cubículo,No
21/09/2022 15:25:35,3,19,Ingeniería Civil,Femenino,6,2,8,3,Exámenes finales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Nunca,En alguna ocasión,A menudo,Casi todos los días,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,9,3,Semana de Entrega de Notas Finales,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,No
21/09/2022 15:26:27,1,19,Ingeniería Industrial,Masculino,7,3,6,6,Exámenes finales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Que no respeten tu espacio personal,No,7,7,Semana de Entrega de Notas Finales,Aveces,Aveces,Nunca,Aveces,Seguido,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Aveces,Aveces,Casi nunca,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Demasiado frío,No
21/09/2022 15:26:36,1,17,Ingeniería Industrial,Femenino,7,2.5,7,8,7,A menudo,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,8,7,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Nunca,Casi nunca,De vez en cuando,Época de exámenes,No
21/09/2022 15:27:24,3,20,Ingeniería Civil,Masculino,6,4.5,5,4,Exámenes parciales,A menudo,Casi todos los días,Nunca,Nunca,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,Nunca,Casi todos los días,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,6,3,Exámenes parciales,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Siempre,Siempre,Seguido,Seguido,Seguido,Seguido,Seguido,Siempre,Siempre,Seguido,Seguido,Aveces,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Nunca,Nunca,Nunca,Casi nunca,No tener donde descansar,No
21/09/2022 15:27:27,3,18,Ingeniería Ambiental,Femenino,7,2,9,9,Entrega de notas parciales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,Mucho ruido,No,9,8,7,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Siempre,Aveces,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Nunca,Seguido,Aveces,Frecuentemente,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Grabaciones,No
21/09/2022 15:29:00,5,20,Ingeniería Industrial,Masculino,6,3,8,4,Exámenes parciales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Casi todos los días,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,8,4,Entrega de notas parciales,Frecuentemente,Frecuentemente,Aveces,Aveces,Aveces,Frecuentemente,Aveces,Siempre,Nunca,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Aveces,Aveces,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
