NOMBRE EMPRESA,RUC,SECTOR,TIPO DE ENTIDAD OTORGANTE DEL BCP,NOMBRE ENTIDAD OTORGANTE DEL BCP,MONTO PRESTAMO,MONTO COBERTURA,DEPARTAMENTO,Tipo Empresa,Condición,Fecha Inicio Actividades,Años Actividad,categoria_antiguedad
SOPORTES VOLVO E.I.R.L.,20564098664,COMERCIO,BANCA MULTIPLE,BCP,46048,43745.6,CUSCO,Empresa Individual de Resp. Ltda,Activo,9/16/2013,6,tier2
CORPORACION EJECUTIVA DE ACTIVIDAD EMPRESARIAL S.A.-CEDAEM S.A,20563997126,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",CMAC,CMAC CUSCO,11880,11642.4,CUSCO,Sociedad Anonima,Activo,12/27/2013,6,tier2
BIG SPORTS  E.I.R.L.,20600249186,COMERCIO,CMAC,CMAC CUSCO,65000,61750,CUSCO,Empresa Individual de Resp. Ltda,Activo,3/25/2015,5,tier2
COVASA GRIFOS E.I.R.L.,20600344782,COMERCIO,CMAC,CMAC CUSCO,44800,42560,CUSCO,Empresa Individual de Resp. Ltda,Activo,5/4/2015,4,tier3
GRUPO INKA MACHUPICCHU S. R.L.,20600692420,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,41213,39152.35,CUSCO,Soc.Com.Respons. Ltda,Activo,10/1/2015,4,tier3
AGROVET LOS ANDES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,20600760611,COMERCIO,BANCA MULTIPLE,BCP,143497,136322.15,CUSCO,Soc.Com.Respons. Ltda,Activo,10/26/2015,4,tier3
CROSSOVER PERU S.A.C. - CROSSOVER PERU S.A.C.,20601018838,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,68000,64600,CUSCO,Sociedad Anonima Cerrada,Activo,4/1/2016,4,tier3
COMERCIAL DE PLASTICOS Y DERIVADOS E.I.R.L.,20601421799,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,31266,29702.7,CUSCO,Empresa Individual de Resp. Ltda,Activo,8/13/2016,3,tier3
THE COMPANY SERVICES  TOURISM X,20601549256,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",CMAC,CMAC CUSCO,18000,17640,CUSCO,Soc.Com.Respons. Ltda,Activo,10/12/2016,3,tier3
PIZZA HOGAR SOCIEDAD ANON IMA CERRADA - PIZZA HOGAR S.A.C.,20601642078,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,116346,110528.7,CUSCO,Sociedad Anonima Cerrada,Activo,11/10/2016,3,tier3
TRANSPORTES RUSELL S.C.R.L.,20601652243,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",CMAC,CMAC CUSCO,38950,37002.5,CUSCO,Soc.Com.Respons. Ltda,Activo,11/14/2016,3,tier3
IMPRESIONES FOLISUR E.I.R .L,20564263029,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,12107,11864.86,CUSCO,Empresa Individual de Resp. Ltda,Activo,12/30/2016,3,tier3
VIGILANCIA Y PREVENCION OCUPACIONAL SOCIEDAD ANONIMA CERRADA,20601976405,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,52202,49591.9,CUSCO,Sociedad Anonima Cerrada,Activo,3/20/2017,3,tier3
DISTRIBUCIONES GLADIS E.I.R.L. - DISTRIBUCIONES GLADIS E.I.R.L,20602080430,COMERCIO,CMAC,CMAC CUSCO,28900,28322,CUSCO,Empresa Individual de Resp. Ltda,Activo,4/27/2017,3,tier3
GRUPO VANA CONTRATISTAS Y CONSULTORES GENERALES ASUNTA S.A.C.,20600223837,OTROS SERVICIOS,CMAC,CMAC CUSCO,1018570,916713,CUSCO,Sociedad Anonima Cerrada,Activo,5/22/2017,2,tier4
SOUTH ANDES TRAVEL S.A.C. - SOUTH ANDES TRAVEL S.A.C.,20602231209,OTROS SERVICIOS,CMAC,CMAC CUSCO,36500,34675,CUSCO,Sociedad Anonima Cerrada,Activo,6/21/2017,2,tier4
GRUPO SMART STORES EIRL,20602498825,COMERCIO,BANCA MULTIPLE,BCP,16214,15889.72,CUSCO,Empresa Individual de Resp. Ltda,Activo,9/29/2017,2,tier4
WI FIBER S.A.C,20602530095,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,175810,167019.5,CUSCO,Sociedad Anonima Cerrada,Activo,10/11/2017,2,tier4
DISTRIBUIDOR DEL ACERO   FERIA DE LA CON,20602662498,COMERCIO,BANCA MULTIPLE,SCOTIABANK,378000,340200,CUSCO,Sociedad Anonima Cerrada,Activo,12/1/2017,2,tier4
DISTRIBUIDORA ROSALES S.R .L.,20212177785,COMERCIO,BANCA MULTIPLE,BCP,43070,40916.5,HUANCAVELICA,Sociedad Irregular,Activo,2/22/1994,26,tier1
CENTRAL AGROPECUARIA S.R.L.,20407565828,COMERCIO,BANCA MULTIPLE,BCP,169802,161311.9,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,3/1/1998,22,tier1
INGENIEROS CONSULTORES Y CONTRATISTAS FLORES ASOCI ADOS,20401836471,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,7918,7759.64,HUANCAVELICA,Sociedad Anonima,Activo,5/6/1998,21,tier1
CEMENTO Y MATERIALES DE CONSTRUCCION,20401900587,COMERCIO,BANCA MULTIPLE,INTERBANK,1500000,1350000,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,6/20/1998,21,tier1
SAN JUAN INVERSIONES COME RCIALES Y SERVICIOS MULTI PLES SRL,20444827204,COMERCIO,BANCA MULTIPLE,BCP,70302,66786.9,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,9/1/2000,19,tier1
AB&C CONTRATISTAS GENERALES S.A.C,20485878018,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,9716,9521.68,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,6/1/2001,18,tier1
PACIFIC INVERSIONES SOCIE DAD ANONIMA,20486120321,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,114872,109128.4,HUANCAVELICA,Sociedad Anonima,Activo,10/6/2003,16,tier1
EMPRESA DE TECNOLOGIAS DE INFORMACION Y COMUNICACI ONES SOCIEDAD COMERCIAL D,20507437649,COMERCIO,BANCA MULTIPLE,BCP,35295,33530.25,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,10/14/2003,16,tier1
INATEC S.A.C,20486136830,CONSTRUCCION,BANCA MULTIPLE,BCP,189687,180202.65,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,12/19/2003,16,tier1
INVERSIONES ARGOS SRL,20508110180,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,420000,378000,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,2/3/2004,16,tier1
COMERCIALIZADORA PLAZA SU R S.R.L.,20486291649,COMERCIO,BANCA MULTIPLE,BCP,92694,88059.3,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,4/1/2005,15,tier1
ESTACION DE SERVICIOS SEN OR DE OROPESA S.R.L.,20486279436,COMERCIO,BANCA MULTIPLE,BCP,268452,255029.4,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,5/18/2005,14,tier1
TRACTO AMERICA S.C.R.L.,20520050192,OTROS SERVICIOS,CMAC,CMAC CUSCO,35425,33653.75,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,7/1/2006,13,tier1
INDUSTRIAS DE ALIMENTOS S EBASTIAN E.I.R.LTDA,20486527197,COMERCIO,BANCA MULTIPLE,BCP,49599,47119.05,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,12/1/2006,13,tier1
INVERSIONES GENERALES COR TEZ S.R.LTDA,20486578697,COMERCIO,BANCA MULTIPLE,BCP,17858,17500.84,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,3/1/2007,13,tier1
KAIRUS S.A.C,20515802062,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,142119,135013.05,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,5/2/2007,12,tier1
INVERSIONES EN OBRA PERU S.A.C.,20486650398,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,7045,6904.1,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,7/1/2007,12,tier1
KAMETSA CONSULTORES Y CON STRUCTORES GENERALES S.A. C,20486673509,CONSTRUCCION,BANCA MULTIPLE,BCP,8808,8631.84,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,9/1/2007,12,tier1
INVERSIONES FORTALEZA E.I .R.L.,20486688956,COMERCIO,BANCA MULTIPLE,BCP,32715,31079.25,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,10/1/2007,12,tier1
ESPINOZA CONTRATISTAS GEN ERALES S.A.,20486290910,CONSTRUCCION,BANCA MULTIPLE,BCP,467033,420329.7,HUANCAVELICA,Sociedad Anonima,Activo,1/14/2008,12,tier1
ACUACULTIVOS SIERRA AZUL SAC,20486792770,PESCA,BANCA MULTIPLE,BCP,44982,42732.9,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,3/6/2008,12,tier1
TRANSMART E.I.R.L,20486998122,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,49765,47276.75,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,2/1/2009,11,tier1
PETROMAR E.I.R.L,20486995298,COMERCIO,BANCA MULTIPLE,BCP,214579,203850.05,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,2/1/2009,11,tier1
FORCE SECURITY S.R.L.,20487078663,OTROS SERVICIOS,CMAC,CMAC CUSCO,250000,237500,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,6/1/2009,10,tier1
TRANSPORTE DE CARGA JUNIOR EIRL,20486380587,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,11177,10953.46,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,1/21/2010,10,tier1
INVERSIONES ECO RURAL SAC - INVECOR S.A.C.,20487320201,COMERCIO,BANCA MULTIPLE,BCP,12722,12467.56,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,5/15/2010,9,tier2
CONSORCIO AARON S.A.C.,20486952483,COMERCIO,BANCA MULTIPLE,BANCO PICHINCHA,45200,42940,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,5/26/2010,9,tier2
INVERSIONES H Y B ANDINOS SRL,20541308483,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,MIBANCO,41471.25,393.976.875,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,8/19/2010,9,tier2
JHORFAG S.A.C.,20541395947,COMERCIO,BANCA MULTIPLE,BCP,64264,61050.8,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,11/1/2010,9,tier2
SERTOURS MOLINA E.I.R.L.,20541390554,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,95947,91149.65,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,11/1/2010,9,tier2
AYRO CONTRATISTAS GENERAL ES S.A.C.,20541510126,CONSTRUCCION,BANCA MULTIPLE,BCP,97958,93060.1,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,3/1/2011,9,tier2
G & T ELECTRIC CONTRATISTAS S.A.C.,20532814511,OTROS SERVICIOS,CMAC,CMAC CUSCO,67900,64505,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,12/9/2011,8,tier2
CONTRATISTAS GENERALES CORNALINA EIRL,20568355041,CONSTRUCCION,BANCA MULTIPLE,BANCO BBVA PERU,530000,477000,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,6/1/2012,7,tier2
ESTACION DE SERVICIOS NIK OL & ANYELI E.I.R.L.,20568510381,COMERCIO,BANCA MULTIPLE,BCP,76115,72309.25,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,11/12/2012,7,tier2
PERUVIAN ANDEAN TROUT SAC,20568513216,PESCA,BANCA MULTIPLE,BANCO BBVA PERU,1020000,918000,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,11/14/2012,7,tier2
EMPRESA DE MULTISERVICIOS Y PRESTACION DE SERVICIO S DE RESIDUOS SOLIDOS SAN,20487129756,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,115509,109733.55,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,12/14/2012,7,tier2
INVERSIONES GOYO E.I.R.L.,20568729146,COMERCIO,BANCA MULTIPLE,BCP,21719,21284.62,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,7/1/2013,6,tier2
ESTACION DE SERVICIOS MULTIPLES QUISPE E IRL,20568890605,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,148047,140644.65,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,4/1/2014,6,tier2
ECNI CORPORACION EMPRESA INDIVIDUAL DE RESPONSABIL IDAD LIMITADA,20569052191,COMERCIO,BANCA MULTIPLE,BCP,85714,81428.3,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,6/1/2014,5,tier2
INVERSIONES  REVIZU  S.A.C.,20573843879,OTROS SERVICIOS,CMAC,CMAC CUSCO,135000,128250,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,9/5/2014,5,tier2
CONSTRUCTORA Y SERVICIOS GENERALES MAVECA E.I.R.L.,20573878745,COMERCIO,BANCA MULTIPLE,BCP,181595,172515.25,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,10/21/2014,5,tier2
MEGA INVERSIONES  SAN JUA N E.I.R.L.,20573867387,COMERCIO,BANCA MULTIPLE,BCP,36881,35036.95,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,2/10/2015,5,tier2
MINA LA ESPERANZA 2014 II Y III SAC,20600641027,MINERIA,BANCA MULTIPLE,BCP,122176,116067.2,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,9/3/2015,4,tier3
INVERSIONES Y DISTRIBUCIO NES DIEL SOCIEDAD COMERCI AL DE RESPONSABILIDAD LIM,20600826540,COMERCIO,BANCA MULTIPLE,BCP,76102,72296.9,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,11/20/2015,4,tier3
GRUPO E INVERSIONES T & Q E.I.R.L.,20600945689,OTROS SERVICIOS,CMAC,CMAC CUSCO,25000,24500,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,1/26/2016,4,tier3
EMPRESA DE TRANSPORTES MAQUINARIAS Y EQU IPOS SAN JUAN SRL,20601270774,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,74900,71155,HUANCAVELICA,Soc.Com.Respons. Ltda,Activo,6/2/2016,3,tier3
INVERSIONES GENERALES KAY RU E.I.R.L.,20601350697,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,28350,27783,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,7/8/2016,3,tier3
WCT LOS LEONES EMPRESA IN DIVIDUAL DE RES,20601486998,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,4106,4023.88,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,9/25/2016,3,tier3
CONSTRUCTORA V&T EMPRESA INDIVIDUAL DE RESPONSABIL IDAD LIMITADA,20601833035,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,139168,132209.6,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,1/26/2017,3,tier3
ALMACENES & DISTRIBUCIONES DEL CENTRO SA C,20602053394,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,23954,23474.92,HUANCAVELICA,Sociedad Anonima Cerrada,Activo,4/19/2017,3,tier3
INVERSIONES EDDYN E.I.R.L.,20601958695,OTROS SERVICIOS,CMAC,CMAC CUSCO,33000,31350,HUANCAVELICA,Empresa Individual de Resp. Ltda,Activo,4/20/2017,3,tier3
EMPRESA DE TRANS LA PERLA DEL ORIENTE SA,20132962511,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,120000,114000,HUANUCO,Sociedad Anonima,Activo,4/18/1979,41,tier1
AUTOMOTORES MOPAL S.A.,20133932730,COMERCIO,BANCA MULTIPLE,BCP,6000000,4800000,HUANUCO,Sociedad Anonima,Activo,9/26/1991,28,tier1
ININSA EIRL,20404652355,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,84000,79800,HUANUCO,Empresa Individual de Resp. Ltda,Activo,6/3/1998,21,tier1
ECORSA CONTADORES PUBLICO S S.C.R.L.,20404789733,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,18073,17711.54,HUANUCO,Soc.Com.Respons. Ltda,Activo,2/20/1999,21,tier1
MALU SERVICE S.R.L.,20446901959,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BANCO BBVA PERU,725470,652923,HUANUCO,Soc.Com.Respons. Ltda,Activo,10/26/1999,20,tier1
DISERVICE S.R.L.,20486039800,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,433790,390411,HUANUCO,Soc.Com.Respons. Ltda,Activo,3/1/2003,17,tier1
ESTUDIO CONTABLE Y SERVIC IOS MULTIPLES SCRL,20489424151,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,14147,13864.06,HUANUCO,Soc.Com.Respons. Ltda,Activo,1/5/2006,14,tier1
SERVICENTRO SAN LUIS SRL,20489432090,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,519000,467100,HUANUCO,Soc.Com.Respons. Ltda,Activo,3/1/2006,14,tier1
IMAGEN CORPORATIVA R & R SOCIEDAD COMERCIAL DE RES PONSABILIDAD LIMITADA,20489607744,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,8946,8767.08,HUANUCO,Soc.Com.Respons. Ltda,Activo,1/14/2008,12,tier1
TACACHERIA TURISTICO EL E NCANTO DE LA SELVA E.I.R. L,20489648262,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,64415,61194.25,HUANUCO,Empresa Individual de Resp. Ltda,Activo,5/1/2008,11,tier1
MULTIMARCAS SRL,20489683173,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,168365,159946.75,HUANUCO,Soc.Com.Respons. Ltda,Activo,8/1/2008,11,tier1
INVERSIONES HUANUCO TIRE EIRL,20528911324,COMERCIO,BANCA MULTIPLE,BCP,275423,261651.85,HUANUCO,Empresa Individual de Resp. Ltda,Activo,3/16/2009,11,tier1
H & M REPRESENTACIONES GENERALES S.R.L.,20528955615,OTROS SERVICIOS,CMAC,CMAC CUSCO,25000,24500,HUANUCO,Soc.Com.Respons. Ltda,Activo,7/15/2009,10,tier1
COOP AGROINDUSTRIAL CACAO ALTO HUALLAGA,20528976612,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BANCO BBVA PERU,1500000,1350000,HUANUCO,"Cooperativas, Sais, Caps",Activo,10/1/2009,10,tier1
ABADS EIRL,20528995676,CONSTRUCCION,BANCA MULTIPLE,BANCO BBVA PERU,20000,19600,HUANUCO,Empresa Individual de Resp. Ltda,Activo,2/1/2010,10,tier1
TRANS FORESTAL MUNOZ SRL,20529049863,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,32383,30763.85,HUANUCO,Soc.Com.Respons. Ltda,Activo,4/8/2010,10,tier1
DISTRIBUIDORA YOLITA E.I. R.L,20529282738,COMERCIO,BANCA MULTIPLE,BCP,12747,12492.06,HUANUCO,Empresa Individual de Resp. Ltda,Activo,9/1/2011,8,tier2
GRUPO LEON FERRETERIA Y CONSTRUCCIONES E  I R L,20529295040,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,154000,146300,HUANUCO,Empresa Individual de Resp. Ltda,Activo,9/10/2011,8,tier2
FULL ARTEFACTOS EIRL,20542498961,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,149000,141550,HUANUCO,Empresa Individual de Resp. Ltda,Activo,4/4/2012,8,tier2
ROMANI MOTORS E.I.R.L,20542501775,COMERCIO,BANCA MULTIPLE,BCP,38040,36138,HUANUCO,Empresa Individual de Resp. Ltda,Activo,4/12/2012,8,tier2
CEACATRU E.I.R.L.,20542531097,OTROS SERVICIOS,CMAC,CMAC CUSCO,393000,353700,HUANUCO,Empresa Individual de Resp. Ltda,Activo,6/11/2012,7,tier2
GRAN CRUZ EIRL,20542574063,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,8380,8212.4,HUANUCO,Empresa Individual de Resp. Ltda,Activo,9/14/2012,7,tier2
INDUSTRIA COMERCIALIZADOR A DEL ACERO S.R.L,20542582325,COMERCIO,BANCA MULTIPLE,BCP,57973,55074.35,HUANUCO,Soc.Com.Respons. Ltda,Activo,10/1/2012,7,tier2
EMPRESA EDUCATIVA NINO DI VINO JESUS RANS E.I.R.L,20542592801,ENSENANZA,BANCA MULTIPLE,BCP,20766,20350.68,HUANUCO,Empresa Individual de Resp. Ltda,Activo,10/25/2012,7,tier2
GRUPO SANTA CATALINA SAC,20542593521,CONSTRUCCION,BANCA MULTIPLE,BCP,214431,203709.45,HUANUCO,Sociedad Anonima Cerrada,Activo,11/1/2012,7,tier2
GRAVA CONSTRUCTORES GENERALES SAC,20573007019,CONSTRUCCION,BANCA MULTIPLE,MIBANCO,94605.25,898.749.875,HUANUCO,Sociedad Anonima Cerrada,Activo,12/1/2012,7,tier2
HOUSE STUDENT E.I.R.L.,20573102780,ENSENANZA,BANCA MULTIPLE,BCP,59608,56627.6,HUANUCO,Empresa Individual de Resp. Ltda,Activo,6/1/2013,6,tier2
EMPRESA MARESVILLAK EMPRESA INDIVIDUAL DE RESPONSA,20573103328,COMERCIO,BANCA MULTIPLE,MIBANCO,114308,108592.6,HUANUCO,Empresa Individual de Resp. Ltda,Activo,6/1/2013,6,tier2
INVERSIONES Y SERVICIOS O NE LINE E.I.R.L,20573136927,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,142019,134918.05,HUANUCO,Empresa Individual de Resp. Ltda,Activo,8/6/2013,6,tier2
CONCRETERA WUANUKO MIX E. I.R.L.,20573152531,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,294884,280139.8,HUANUCO,Empresa Individual de Resp. Ltda,Activo,9/12/2013,6,tier2
INVERSIONES TOTO'S PIZZA S.A.C,20573187599,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,7816,7659.68,HUANUCO,Sociedad Anonima Cerrada,Activo,12/1/2013,6,tier2
CINOX PERU S.A,20573180586,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,21671,21237.58,HUANUCO,Sociedad Anonima,Activo,1/1/2014,6,tier2
MOLINO VIMONTHE S.A.C,20573227990,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,74908,71162.6,HUANUCO,Sociedad Anonima Cerrada,Activo,4/15/2014,6,tier2
AUTOSERVICIOS KAREN E.I.R.L.,20573281340,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,27000,26460,HUANUCO,Empresa Individual de Resp. Ltda,Activo,7/3/2014,5,tier2
REPUESTOS SHANO E.I.R.L.,20573282583,COMERCIO,BANCA MULTIPLE,BCP,54161,51452.95,HUANUCO,Empresa Individual de Resp. Ltda,Activo,7/7/2014,5,tier2
DISTRIBUIDORA  NIEL  Y G  S R L,20573291655,COMERCIO,BANCA MULTIPLE,SCOTIABANK,56000,53200,HUANUCO,Soc.Com.Respons. Ltda,Activo,8/7/2014,5,tier2
FABY S A & A S A C,20600163435,COMERCIO,BANCA MULTIPLE,MIBANCO,47091,44736.45,HUANUCO,Sociedad Anonima Cerrada,Activo,3/1/2015,5,tier2
SERVICIOS MULTIPLES ROYER EMPRESA INDIVIDUAL DE RE SPONSABILIDAD LIMITADA,20600235142,COMERCIO,BANCA MULTIPLE,BCP,124234,118022.3,HUANUCO,Empresa Individual de Resp. Ltda,Activo,3/23/2015,5,tier2
ECOLOGISTAS CONSTRUCTORA Y CONSULTORES AMBIENTALES S.A.C.,20542504529,CONSTRUCCION,BANCA MULTIPLE,BCP,16941,16602.18,HUANUCO,Sociedad Anonima Cerrada,Activo,4/1/2015,5,tier2
IMPORTACIONES SAN BENITO S.R.L.,20600648790,COMERCIO,BANCA MULTIPLE,BCP,87377,83008.15,HUANUCO,Soc.Com.Respons. Ltda,Activo,9/1/2015,4,tier3
FIERROS JAREN SOC.COM.RES PONS.LTDA,20600617975,COMERCIO,BANCA MULTIPLE,BCP,184541,175313.95,HUANUCO,Soc.Com.Respons. Ltda,Activo,9/1/2015,4,tier3
TIENDAS MEZA EIRL,20600623690,COMERCIO,BANCA MULTIPLE,BCP,26007,25486.86,HUANUCO,Empresa Individual de Resp. Ltda,Activo,9/1/2015,4,tier3
GRUPO M & L SANTA ANA EIRL,20600658299,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,39400,37430,HUANUCO,Empresa Individual de Resp. Ltda,Activo,11/17/2015,4,tier3
MULTIMARCAS AUTOMOTRIZ PE PE SAC,20600838386,COMERCIO,BANCA MULTIPLE,BCP,92421,87799.95,HUANUCO,Sociedad Anonima Cerrada,Activo,1/1/2016,4,tier3
RESTAURANT Y POLLERIA EL SUPER DORADO E.I.R.L.,20600938305,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BANCO BBVA PERU,100000,95000,HUANUCO,Empresa Individual de Resp. Ltda,Activo,1/15/2016,4,tier3
MEGA LAPTOPS SOCIEDAD ANO NIMA CERRADA,20601344921,COMERCIO,BANCA MULTIPLE,BCP,70731,67194.45,HUANUCO,Sociedad Anonima Cerrada,Activo,7/6/2016,3,tier3
COMERCIALIZADORA RECEPER ORIENTE S.A.C,20601612632,COMERCIO,BANCA MULTIPLE,BCP,943911,849519.9,HUANUCO,Sociedad Anonima Cerrada,Activo,11/1/2016,3,tier3
ANDEAN SUPERFOOD SCRL,20601477018,COMERCIO,BANCA MULTIPLE,MIBANCO,45846,43553.7,HUANUCO,Soc.Com.Respons. Ltda,Activo,11/1/2016,3,tier3
DISTRIBUIDORA D&F E.I.R.L,20601672619,COMERCIO,BANCA MULTIPLE,BCP,28043,27482.14,HUANUCO,Empresa Individual de Resp. Ltda,Activo,12/1/2016,3,tier3
INVERSIONES COMAFE EIRL,20601728657,ENSENANZA,BANCA MULTIPLE,BCP,104659,99426.05,HUANUCO,Empresa Individual de Resp. Ltda,Activo,12/14/2016,3,tier3
COPYCENTER MA EIRL,20602122639,COMERCIO,BANCA MULTIPLE,BCP,9499,9309.02,HUANUCO,Empresa Individual de Resp. Ltda,Activo,5/15/2017,2,tier4
NOVEDADES EL SOTANO  SAC,20602152309,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,198000,188100,HUANUCO,Sociedad Anonima Cerrada,Activo,6/1/2017,2,tier4
AGROFERRETERIA DIEGO E.I. R.L.,20602303668,OTROS SERVICIOS,BANCA MULTIPLE,BCP,61973,58874.35,HUANUCO,Empresa Individual de Resp. Ltda,Activo,8/1/2017,2,tier4
