"GENERO","EDAD","MERITO","UNIVERSIDAD","UBICACION_U","PRACTICAS","NUMERO_DE_PERSONAS","ETNIA","BECADO","VIVIENDA","P_SUELDO","INGRESO_SECU_IND","INGRESO_SECU_DEP","INGRESO_OCUPACIÓN_IND","INGRESO_OCUPACIÓN_DEP","FINANCIAMIENTO_F","PRESTAMO_BANCO","CARRERA","NOMBRE_U","T_TRABAJO","CAR_TRA","EMPLEO"
"Femenino","Sí","Quinto Superior","Privada","AREQUIPA",3,1,"Mestizo","No","Independiente","751 a 1000",1028.57142857143,0,0,1800,"Sí","No","DERECHO","UNIVERSIDAD CIENTÍFICA DEL SUR","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","CUSCO",NA,NA,"Quechua","No","Independiente",NA,0,0,0,500,"Sí","No","PSICOLOGÍA","UNIVERSIDAD CATÓLICA DE TRUJILLO",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",7,5,"Mestizo","No","Departamento","751 a 1000",0,0,0,6000,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","PUNO",3,1,"Aymara","No","Independiente","1001 a 1500",0,0,0,5500,"Sí","No","INGENIERÍA AGRÍCOLA","UNIVERSIDAD NACIONAL DEL SANTA","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","NO","Pública","AYACUCHO",1,3,"Quechua","No","Independiente",NA,0,0,0,0,"Sí","No","BIOLOGÍA","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ",NA,NA,"No"
"Femenino","Sí","NO","Privada","AREQUIPA",1,4,"Quechua","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD DE PIURA","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","Tercio Superior","Pública","HUANUCO",1,4,"Mestizo","No","Independiente","751 a 1000",0,0,0,3600,"Sí","No","PSICOLOGÍA","FACULTAD DE TEOLOGÍA PONTIFICIA Y CIVIL DE LIMA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","LA LIBERTAD",1,3,"Mestizo","No","Independiente","2501 a 3500",100,0,0,1300,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DEL CALLAO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","LAMBAYEQUE",3,1,"Blanco","No","Independiente",NA,0,0,0,2200,"Sí","No","ARQUITECTURA","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,1000,"Sí","No","DERECHO","UNIVERSIDAD PRIVADA DE TRUJILLO","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",4,1,"Mestizo","No","Independiente",NA,0,0,0,1000,"Sí","No","TECNOLOGÍA DEL VESTIDO","UNIVERSIDAD ANTONIO RUÍZ DE MONTOYA",NA,"No","Sí"
"Masculino","Sí","Tercio Superior","Pública","LIMA",4,1,"Mestizo","No","Independiente",NA,0,0,0,2850,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","SAN MARTIN",1,4,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","CONTABILIDAD","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","SAN MARTIN",3,5,"Mestizo","No","Independiente",NA,0,0,0,0,"No","No","OBSTETRICIA","UNIVERSIDAD NACIONAL DE CHOTA",NA,NA,"No"
"Femenino","Sí","NO","Privada","LA LIBERTAD",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1150,"Sí","No","INGENIERÍA AGRÓNOMA","UNIVERSIDAD NACIONAL DEL CALLAO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",1,5,"Quechua","No","Independiente",NA,0,0,0,4500,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",1,1,"Mestizo","No","Independiente",NA,0,0,0,1100,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD PRIVADA CÉSAR VALLEJO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",4,4,"Mestizo","No","Independiente","Hasta 750",4000,0,0,649.5,"No","No","OBSTETRICIA","UNIVERSIDAD NACIONAL DE BARRANCA","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,3,"Mestizo","No","Departamento",NA,0,0,0,3500,"Sí","No","ODONTOLOGÍA","UNIVERSIDAD NACIONAL DE TRUJILLO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,1,"Mestizo","No","Independiente","751 a 1000",750,0,0,950,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD DE LIMA","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Pública","AYACUCHO",2,5,"Quechua","No","Independiente","1001 a 1500",1250,0,0,900,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","HUANCAVELICA",1,5,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DE MOQUEGUA","Menos de un mes",NA,"No"
"Masculino","Sí","Tercio Superior","Pública","SAN MARTIN",NA,NA,"Mestizo","No","Independiente","Hasta 750",0,0,0,1400,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","APURIMAC",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"No","No","INGENIERÍA CIVIL","UNIVERSIDAD PRIVADA JUAN MEJÍA BACA","Entre 3 a 6 meses",NA,"No"
"Femenino","Sí","NO","Privada","APURIMAC",4,5,"Quechua","No","Independiente","1001 a 1500",0,0,0,2100,"Sí","No","ENFERMERÍA","UNIVERSIDAD PRIVADA JUAN MEJÍA BACA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",2,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1000,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","PIURA",1,1,"Mestizo","No","Independiente",NA,0,0,0,3500,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD CIENTÍFICA DEL SUR",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","CUSCO",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,1550,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD CATÓLICA DE TRUJILLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",2,2,"Quechua","No","Independiente",NA,0,0,0,5300,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL DE CAÑETE",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","CALLAO",1,5,"Quechua","No","Independiente",NA,340,0,0,3500,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DE TUMBES",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,3,"Mestizo","No","Independiente","751 a 1000",0,0,0,1800,"Sí","No","INGENIERÍA PETROQUÍMICA","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","PIURA",2,4,"Mestizo","No","Independiente",NA,0,0,140,0,"Sí","Si","OBSTETRICIA","UNIVERSIDAD DE LIMA",NA,"No","No"
"Masculino","Sí","NO","Privada","ICA",1,2,"Mestizo","No","Independiente","1001 a 1500",0,0,350,0,"Sí","No","INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","UNIVERSIDAD CIENCIAS DE LA SALUD","Entre 1 a 3 meses","No","No"
"Femenino","Sí","NO","Privada","MOQUEGUA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,2000,"Sí","No","CIENCIAS CONTABLES Y FINANCIERAS","UNIVERSIDAD NACIONAL DE INGENIERÍA","Entre uno a dos años","No","Sí"
"Femenino","Sí","NO","Pública","AMAZONAS",5,1,"Mestizo","No","Independiente",NA,0,0,0,900,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD PRIVADA DEL NORTE",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","APURIMAC",2,2,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","MEDICINA VETERINARIA Y ZOOTECNIA","UNIVERSIDAD LE CORDON BLEU",NA,NA,"No"
"Masculino","Sí","NO","Pública","APURIMAC",1,2,"No sabe","No","Quinta","1501 a 2500",0,0,0,0,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD LE CORDON BLEU","Menos de un mes",NA,"No"
"Masculino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1700,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD PRIVADA DE HUÁNUCO","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","NO","Privada","MOQUEGUA",2,4,"Mestizo","No","Independiente",NA,0,0,0,1800,"Sí","No","CONTABILIDAD","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","JUNIN",2,1,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Masculino","Sí","Decimo superior","Privada","LAMBAYEQUE",4,4,"Mestizo","No","Independiente","1001 a 1500",5400,0,5000,0,"Sí","No","ARQUITECTURA","UNIVERSIDAD PRIVADA PERUANO ALEMANA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","LAMBAYEQUE",2,2,"Blanco","No","Departamento","751 a 1000",0,0,0,1290,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD PRIVADA PERUANO ALEMANA","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1300,"Sí","No","INGENIERÍA AMBIENTAL","UNIVERSIDAD NACIONAL DE TUMBES",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","PUNO",1,5,"Quechua","No","Independiente","1501 a 2500",2500,0,0,2700,"Sí","No","ARQUITECTURA Y URBANISMO","UNIVERSIDAD NACIONAL DEL SANTA","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","PUNO",1,1,"Aymara","No","Independiente","751 a 1000",0,0,0,1742,"Sí","No","INGENIERÍA ESTADÍSTICA E INFORMÁTICA","UNIVERSIDAD NACIONAL DEL SANTA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","APURIMAC",2,1,"Quechua","No","Independiente","751 a 1000",600,0,0,1900,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD MARIA AUXILIADORA","Entre 1 a 3 meses","No","Sí"
"Masculino","Sí","NO","Pública","SAN MARTIN",1,5,"Mestizo","No","Independiente",NA,0,0,0,4500,"Sí","No","ZOOTECNIA","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA",NA,"No","Sí"
"Femenino","Sí","NO","Pública","CAJAMARCA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","SOCIOLOGÍA","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA",NA,NA,"No"
"Femenino","Sí","NO","Pública","LA LIBERTAD",3,1,"Mestizo","No","Independiente","Hasta 750",60,0,0,600,"Sí","No","EDUCACIÓN SECUNDARIA - HISTORIA Y GEOGRAFÍA","UNIVERSIDAD ALAS PERUANAS","Menos de un mes","No","Sí"
"Femenino","Sí","NO","Privada","LAMBAYEQUE",2,1,"Mestizo","No","Independiente",NA,0,0,800,0,"Sí","No","DERECHO","UNIVERSIDAD PRIVADA MARCELINO CHAMPAGNAT",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LAMBAYEQUE",2,5,"Mestizo","No","Independiente","751 a 1000",200,0,0,3000,"Sí","No","INGENIERÍA ELECTRÓNICA","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",4,1,"Mestizo","No","Departamento","751 a 1000",0,0,5000,0,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","UNIVERSIDAD NACIONAL DE UCAYALI","Entre 1 a 3 meses","No","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,3,"Blanco","No","Departamento","1001 a 1500",0,0,0,2000,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",2,2,"Mestizo","No","Independiente",NA,0,0,0,1000,"Sí","No","EDUCACIÓN BÁSICA, INICIAL Y PRIMARIA","UNIVERSIDAD NACIONAL TECNOLÓGICA DEL CONO SUR DE LIMA",NA,"No","Sí"
"Masculino","Sí","NO","Pública","PUNO",1,2,"Mestizo","No","Independiente","751 a 1000",0,500,0,1400,"Sí","No","INGENIERÍA ESTADÍSTICA E INFORMÁTICA","UNIVERSIDAD NACIONAL DEL SANTA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","SAN MARTIN",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1400,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD NACIONAL DE CHOTA","Entre 3 a 6 meses","No","Sí"
"Femenino","Sí","NO","Pública","CALLAO",3,5,"Mestizo","No","Departamento",NA,0,0,0,3000,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Pública","LIMA",5,2,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1200,"Sí","No","MATEMÁTICA E INFORMÁTICA","UNIVERSIDAD ANTONIO RUÍZ DE MONTOYA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","CALLAO",3,3,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TUMBES",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",1,1,"Mestizo","No","Departamento","1001 a 1500",1500,0,0,2400,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE CAÑETE","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","PUNO",1,2,"Quechua","No","Independiente",NA,0,0,0,1500,"Sí","No","INGENIERÍA DE MINAS","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","AMAZONAS",3,4,"Mestizo","No","Independiente","751 a 1000",0,0,2200,0,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE JAÉN","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Pública","AYACUCHO",2,2,"Quechua","No","Independiente",NA,0,0,0,0,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ",NA,NA,"No"
"Masculino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD CIENTÍFICA DEL SUR",NA,NA,"No"
"Masculino","Sí","Quinto Superior","Pública","TACNA",1,2,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",NA,NA,"Mestizo","No","Departamento",NA,0,0,0,2075,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD CIENTÍFICA DEL SUR",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",2,4,"Mestizo","No","Departamento","Hasta 750",0,0,0,3500,"Sí","No","BIOLOGÍA","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","No busco trabajo","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",1,5,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE TUMBES","No busco trabajo","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",3,2,"Quechua","No","Independiente","Hasta 750",0,0,1500,0,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","CALLAO",2,3,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL DE TUMBES","Entre 3 a 6 meses",NA,"No"
"Femenino","Sí","Tercio Superior","Pública","MADRE DE DIOS",2,5,"Mestizo","No","Independiente",NA,0,0,0,1000,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD LATINOAMERICA DE CIMA",NA,"No","No"
"Femenino","Sí","Quinto Superior","Privada","JUNIN",1,2,"No sabe","No","Independiente","Hasta 750",0,0,0,200,"Sí","No","ARQUITECTURA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","No busco trabajo","No","No"
"Femenino","Sí","Tercio Superior","Pública","JUNIN",1,3,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1850,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL FEDERICO VILLARREAL","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,3,"Mestizo","No","Independiente",NA,0,0,0,2200,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",3,3,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","ENFERMERÍA","UNIVERSIDAD DE SAN MARTÍN DE PORRES",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","ANCASH",3,1,"Mestizo","No","Independiente","Hasta 750",200,0,0,770,"Sí","No","EDUCACIÓN SECUNDARIA - IDIOMA EXTRANJERO/ORIGINARIO","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","PASCO",1,1,"Mestizo","No","Independiente",NA,0,0,200,0,"Sí","No","EDUCACIÓN SECUNDARIA - COMPUTACIÓN E INFORMÁTICA","UNIVERSIDAD NACIONAL DE BARRANCA",NA,"No","Sí"
"Femenino","Sí","NO","Privada","UCAYALI",2,1,"Mestizo","No","Independiente","751 a 1000",0,0,800,0,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD DEL PACÍFICO","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","AYACUCHO",2,4,"Mestizo","No","Independiente",NA,0,0,0,1300,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,2600,"Sí","No","CONTABILIDAD","UNIVERSIDAD AUTONOMA SAN FRANCISCO",NA,"Sí","No"
"Masculino","Sí","Decimo superior","Pública","LIMA",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","INGENIERÍA QUÍMICA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",NA,NA,"Mestizo","No","Independiente","751 a 1000",0,0,0,1800,"No","No","CIENCIAS ECONÓMICAS","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,5,"Mestizo","No","Independiente","2501 a 3500",0,0,0,2500,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DE CAJAMARCA","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","CALLAO",1,2,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA MECATRÓNICA","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS",NA,NA,"No"
"Masculino","Sí","Quinto Superior","Pública","LORETO",1,5,"Mestizo","Si","Independiente","Hasta 750",0,0,0,2562,"Sí","Si","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD CATÓLICA SAN PABLO","No busco trabajo","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LAMBAYEQUE",2,5,"Negro/mulato/zambo","No","Independiente","Hasta 750",0,0,0,692.8,"Sí","No","PSICOLOGÍA","UNIVERSIDAD ESAN","Entre 1 a 3 meses","No","Sí"
"Femenino","Sí","Tercio Superior","Privada","AREQUIPA",2,4,"Mestizo","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","DERECHO","UNIVERSIDAD DE PIURA","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Pública","AREQUIPA",2,1,"Mestizo","No","Independiente","Hasta 750",600,0,0,1000,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE FRONTERA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","ICA",1,5,"Mestizo","No","Independiente",NA,0,0,0,3200,"Sí","Si","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PERUANA UNIÓN",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","JUNIN",1,1,"Mestizo","No","Independiente",NA,0,0,55,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD CONTINENTAL DE CIENCIA E INGENIERÍA",NA,"No","No"
"Masculino","Sí","NO","Privada","LAMBAYEQUE",2,5,"Mestizo","No","Independiente",NA,250,0,0,900,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD PRIVADA MARCELINO CHAMPAGNAT",NA,"No","Sí"
"Masculino","Sí","NO","Privada","LAMBAYEQUE",4,4,"Mestizo","No","Independiente","751 a 1000",0,0,500,0,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD PRIVADA MARCELINO CHAMPAGNAT","Entre 3 a 6 meses","No","Sí"
"Femenino","Sí","NO","Pública","LIMA",2,1,"Mestizo","No","Departamento","1001 a 1500",0,0,0,600,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Entre 1 a 3 meses","No","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,2,"Mestizo","No","Independiente",NA,0,0,0,1600,"Sí","No","INGENIERÍA MECÁNICA ELÉCTRICA (INGENIERÍA MECÁNICA- ELÉCTRICA E INGENIERÍA MECÁNICA Y ELÉCTRICA)","UNIVERSIDAD PRIVADA DE PUCALLPA",NA,"No","Sí"
"Masculino","Sí","Tercio Superior","Pública","PIURA",2,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,2300,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD ANDINA DEL CUSCO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","PIURA",2,1,"Quechua","No","Independiente",NA,0,0,0,0,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD DE LIMA",NA,NA,"No"
"Femenino","Sí","NO","Pública","ICA",NA,NA,"Mestizo","No","Independiente","Hasta 750",0,0,0,800,"Sí","No","INGENIERÍA METALÚRGICA (INGENIERÍA DE METALÚRGIA)","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","JUNIN",2,5,"Blanco","No","Independiente",NA,0,0,0,510,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",1,1,"Mestizo","No","Independiente",NA,0,0,0,480,"Sí","No","ARQUITECTURA","UNIVERSIDAD CONTINENTAL DE CIENCIA E INGENIERÍA",NA,"No","Sí"
"Femenino","Sí","NO","Pública","LIMA",2,3,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","UNIVERSIDAD NACIONAL TECNOLÓGICA DEL CONO SUR DE LIMA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",2,3,"Mestizo","No","Independiente",NA,1500,0,0,3200,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",5,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1300,"Sí","No","EDUCACIÓN INICIAL","UNIVERSIDAD ANTONIO RUÍZ DE MONTOYA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","TRADUCCIÓN E INTERPRETACIÓN","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","Meses a menos de un año",NA,"No"
"Masculino","Sí","Tercio Superior","Pública","PUNO",2,1,"Aymara","No","Independiente",NA,3125,0,0,1820,"Sí","No","INGENIERÍA AGRONÓMICA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","TACNA",1,1,"Blanco","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN","Menos de un mes",NA,"No"
