"GENERO","MINEDAD","CAP300P324A","SELECT_UNI_GESTION","NOMBRECCDD","CAP300P351","CAP300P353","CAP400P473","CAP300P319_4","CAP100P101","CAP400P472","CAP400P441_MONE","CAP400P440_MONE","CAP400P437_MONE","CAP400P436_MONE","CAP300P319_2","CAP300P319_5","CAP300P312","SELECT_UNI","CAP400P469","CAP400P406","CAP400P401"
1,1,1,2,"JUNIN",4,5,6,2,2,3,0,0,0,1300,1,2,"PSICOLOGÍA","U0011",3,1,1
1,1,1,1,"LIMA",1,4,6,2,1,NA,0,0,1500,0,1,1,"ODONTOLOGÍA","U0040",NA,1,1
2,1,1,1,"LIMA",1,2,6,2,1,2,480,0,0,3300,1,2,"PSICOLOGÍA","U0027",6,1,1
2,1,1,2,"LIMA",4,1,6,2,1,2,0,0,0,2000,1,2,"DERECHO","U0036",2,1,1
1,1,1,1,"LIMA",2,2,6,2,1,NA,0,0,0,2100,1,2,"ADMINISTRACIÓN","U0015",NA,1,1
1,1,NA,2,"UCAYALI",1,1,6,2,1,1,1500,0,2500,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0062",1,2,1
1,1,1,2,"LIMA",3,3,6,2,1,NA,0,0,0,1000,1,2,"ECONOMÍA Y FINANZAS","U0055",NA,1,1
1,1,2,1,"CAJAMARCA",1,5,6,2,1,NA,0,0,0,2000,1,2,"SOCIOLOGÍA","U0028",NA,1,1
1,1,1,1,"LIMA",4,2,1,2,1,NA,0,0,0,500,1,2,"COMUNICACIÓN LINGÜÍSTICA Y LITERATURA","U0037",NA,1,1
2,1,NA,1,"LIMA",1,3,6,2,1,NA,0,0,0,2000,1,2,"ARQUITECTURA","U0040",NA,1,1
1,1,1,1,"LIMA",1,5,6,2,1,NA,0,0,0,6000,1,2,"ECONOMÍA","U0027",NA,1,1
1,1,NA,1,"APURIMAC",1,5,6,2,1,1,0,0,0,1400,1,2,"INGENIERÍA AGROINDUSTRIAL","U0105",1,1,1
2,1,3,1,"ANCASH",3,1,6,2,1,3,0,0,0,0,1,2,"BIOLOGÍA EN ACUICULTURA","U0029",2,NA,2
2,1,NA,2,"CALLAO",2,2,6,2,1,2,0,0,0,2500,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0056",3,1,1
2,1,NA,1,"ANCASH",1,5,8,2,1,NA,0,0,0,0,1,2,"DERECHO","U0037",NA,NA,2
1,1,NA,1,"LIMA",13,5,6,2,1,NA,0,0,0,1700,1,2,"INGENIERÍA GEOLÓGICA","U0039",NA,1,1
2,1,NA,2,"LIMA",1,4,5,2,2,4,0,0,0,4800,1,2,"INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","U0124",1,1,1
1,1,NA,2,"JUNIN",2,1,6,2,1,NA,2500,0,3500,0,1,2,"CONTABILIDAD","U0058",NA,1,2
2,1,2,2,"LIMA",2,5,6,2,1,2,0,0,0,0,1,2,"DERECHO","U0016",6,NA,2
1,1,2,1,"CALLAO",1,1,1,2,1,3,0,0,0,4500,2,2,"INGENIERÍA MECÁNICA","U0015",2,1,1
1,1,NA,1,"LIMA",2,3,6,2,1,NA,0,0,0,1800,1,2,"DERECHO","U0027",NA,1,1
1,1,1,2,"TACNA",1,1,6,2,1,3,0,0,0,2500,1,2,"INGENIERÍA COMERCIAL","U0008",2,1,1
1,1,NA,2,"LIMA",NA,NA,6,2,1,3,0,0,0,1600,1,2,"INGENIERÍA ELECTRÓNICA","U0076",2,1,1
1,1,NA,1,"CALLAO",NA,NA,6,2,1,NA,0,0,0,1000,1,2,"ADMINISTRACIÓN EN TURISMO","U0027",NA,1,1
1,1,NA,1,"ANCASH",1,1,1,2,1,1,0,0,0,1200,1,2,"ECONOMÍA","U0037",1,1,2
2,1,2,2,"LA LIBERTAD",1,4,6,2,1,2,0,1300,0,1000,1,2,"ENFERMERÍA","U0018",1,1,1
2,1,2,2,"AREQUIPA",1,1,6,2,1,1,0,0,0,600,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0059",1,2,1
2,1,2,2,"LIMA",1,3,6,2,1,NA,0,0,0,1600,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0014",NA,1,1
1,1,NA,1,"SAN MARTIN",1,4,6,2,1,1,0,0,0,1000,1,2,"AGRONOMÍA","U0034",5,2,1
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,2000,1,2,"PSICOLOGÍA","U0027",NA,1,1
2,1,NA,2,"LIMA",2,3,5,2,2,NA,0,0,0,1500,1,2,"PSICOLOGÍA","U0016",NA,1,1
1,1,NA,1,"LIMA",1,3,6,2,1,NA,0,0,0,1900,1,2,"ZOOTECNIA","U0042",NA,1,1
2,1,1,1,"LA LIBERTAD",1,1,6,2,1,NA,0,0,0,2500,1,2,"ECONOMÍA","U0045",NA,1,1
1,1,1,1,"LIMA",3,3,6,2,1,NA,0,0,0,2100,1,2,"AGRONOMÍA","U0026",NA,1,1
2,1,NA,1,"HUANUCO",2,1,1,2,1,NA,0,0,0,1450,1,2,"EDUCACIÓN INICIAL","U0043",NA,1,1
2,1,1,1,"AYACUCHO",6,5,1,2,1,NA,0,0,0,450,1,2,"ENFERMERÍA","U0019",NA,1,1
2,1,1,2,"CALLAO",3,3,6,2,1,2,0,0,0,2500,1,2,"ENFERMERÍA","U0023",3,1,1
1,1,NA,2,"LIMA",NA,NA,5,2,1,NA,0,0,0,2500,1,2,"ADMINISTRACIÓN Y MARKETING","U0012",NA,1,1
2,1,1,2,"LIMA",5,5,1,2,1,3,0,0,0,1900,2,2,"ENFERMERÍA","U0060",4,1,1
2,1,1,2,"LIMA",1,2,6,2,1,1,0,0,0,3500,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0025",1,2,1
1,1,NA,1,"AYACUCHO",1,1,1,2,1,NA,0,0,0,0,1,2,"ANTROPOLOGÍA SOCIAL","U0019",NA,NA,2
2,1,NA,1,"LA LIBERTAD",2,1,6,2,1,NA,550,0,0,865,1,2,"CONTABILIDAD Y FINANZAS","U0045",NA,1,1
2,1,1,1,"PUNO",4,1,1,2,1,3,0,0,0,0,1,2,"TRABAJO SOCIAL","U0020",2,NA,2
1,1,NA,2,"LIMA",1,5,5,2,1,NA,2000,0,0,5000,1,2,"DERECHO","U0014",NA,1,1
2,1,NA,2,"APURIMAC",2,2,6,2,1,3,0,0,0,1800,1,2,"ENFERMERÍA","U0125",4,1,1
1,1,NA,2,"AREQUIPA",1,2,5,2,1,3,960,0,0,2500,1,2,"INGENIERÍA INDUSTRIAL","U0017",6,1,1
2,1,NA,2,"AREQUIPA",4,1,6,2,1,NA,0,0,0,2500,1,2,"PSICOLOGÍA","U0017",NA,1,1
1,1,NA,2,"LA LIBERTAD",3,1,6,2,1,NA,0,0,0,0,1,2,"ARQUITECTURA","U0036",NA,NA,2
2,1,1,2,"LA LIBERTAD",3,3,6,2,1,1,0,0,0,1300,1,2,"EDUCACIÓN PRIMARIA","U0066",1,1,1
1,1,1,2,"LA LIBERTAD",1,4,6,2,1,1,1500,0,1800,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0018",2,1,1
1,1,NA,1,"LIMA",1,3,5,2,1,NA,0,0,0,4000,1,2,"INGENIERÍA INDUSTRIAL","U0027",NA,1,1
1,1,2,2,"CALLAO",1,3,6,2,1,1,0,0,1500,0,1,2,"INGENIERÍA INDUSTRIAL","U0076",4,1,2
1,1,3,1,"LIMA",1,5,6,2,1,3,0,0,0,3000,1,2,"FARMACIA Y BIOQUÍMICA","U0027",1,1,1
1,1,1,2,"LIMA",5,3,6,2,2,2,0,0,0,3500,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0003",3,1,1
2,1,1,2,"PUNO",2,5,1,2,1,3,0,0,0,200,1,2,"DERECHO","U0052",1,1,1
2,1,2,2,"PIURA",2,5,6,2,1,2,10000,0,0,1500,1,2,"DERECHO","U0058",2,1,1
2,1,1,2,"UCAYALI",1,3,6,2,1,3,800,0,0,2500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0062",1,1,1
1,1,1,1,"AYACUCHO",2,1,1,2,1,2,0,0,0,0,1,2,"INGENIERÍA AGRÍCOLA","U0019",1,NA,2
2,1,NA,2,"LIMA",NA,NA,8,2,1,2,0,0,750,0,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0124",1,1,1
1,1,NA,1,"CUSCO",1,2,1,2,1,2,0,0,0,1050,1,2,"TURISMO","U0044",3,1,1
1,1,2,1,"LIMA",1,2,6,2,3,2,2165,0,0,2000,1,2,"TERAPIA FÍSICA Y REHABILITACIÓN","U0040",1,1,1
2,1,NA,1,"LIMA",2,3,6,2,1,NA,0,0,0,2000,1,2,"TURISMO Y HOTELERÍA","U0048",NA,1,1
2,1,1,2,"LIMA",2,5,6,2,1,2,500,0,0,4300,1,2,"DERECHO","U0016",1,1,1
1,1,NA,1,"CALLAO",1,1,6,2,1,3,0,0,0,5000,2,2,"INGENIERÍA ELECTRÓNICA","U0015",3,1,1
2,1,NA,1,"ANCASH",1,2,1,2,2,5,0,0,0,1500,1,2,"INGENIERÍA CIVIL","U0029",6,1,1
2,1,1,1,"AYACUCHO",2,1,6,2,1,1,120,0,0,1500,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0019",1,2,1
1,1,1,2,"LAMBAYEQUE",1,5,6,2,1,4,0,0,0,1200,1,2,"CONTABILIDAD","U0063",6,1,1
2,1,2,1,"LIMA",NA,NA,6,2,2,1,0,0,0,800,1,2,"PERIODISMO","U0027",3,1,1
1,1,1,1,"LIMA",1,5,6,2,1,NA,0,0,60,0,1,2,"INGENIERÍA QUÍMICA","U0015",NA,1,2
2,1,NA,2,"LA LIBERTAD",5,1,6,2,1,NA,0,0,0,800,1,2,"EDUCACIÓN INICIAL","U0018",NA,1,1
2,1,1,2,"LA LIBERTAD",2,1,6,2,1,2,0,0,1500,0,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0082",1,2,2
1,1,NA,1,"PIURA",1,1,6,2,1,NA,0,0,0,1500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0046",NA,1,1
2,1,3,1,"CUSCO",1,4,6,2,1,1,0,0,0,2500,1,2,"ECONOMÍA","U0044",1,1,1
1,1,1,1,"MADRE DE DIOS",2,1,1,2,1,NA,0,0,0,1700,1,2,"INGENIERÍA AGROINDUSTRIAL","U0102",NA,2,1
1,1,1,2,"JUNIN",2,4,6,2,1,NA,0,2000,0,1600,1,2,"PSICOLOGÍA","U0011",NA,1,2
2,1,NA,1,"PASCO",1,2,6,2,1,NA,0,0,0,2200,1,2,"ZOOTECNIA","U0032",NA,2,2
1,1,1,1,"TUMBES",1,4,5,2,1,1,0,0,0,1200,1,2,"INGENIERÍA PESQUERA","U0050",1,2,1
2,1,NA,2,"HUANUCO",1,3,6,2,2,NA,0,2000,5000,0,1,2,"DERECHO","U0009",NA,2,1
1,1,1,2,"AREQUIPA",1,5,6,2,1,NA,0,0,0,4560,1,2,"MEDICINA HUMANA","U0017",NA,1,1
1,1,NA,1,"CUSCO",1,5,1,2,1,NA,0,0,0,660,1,2,"BIOLOGÍA","U0044",NA,1,1
2,1,NA,2,"JUNIN",2,4,1,2,2,1,5000,0,0,2800,1,2,"CONTABILIDAD Y FINANZAS","U0011",6,1,1
2,1,2,1,"TACNA",1,1,6,2,2,2,0,0,0,2000,1,2,"ADMINISTRACIÓN","U0024",3,1,2
2,1,1,2,"LIMA",3,5,6,2,2,2,5000,0,0,2800,1,2,"ADMINISTRACIÓN","U0003",6,1,1
2,1,2,2,"LIMA",3,5,6,2,2,5,0,0,2000,0,2,2,"ADMINISTRACIÓN Y GESTIÓN EMPRESARIAL","U0093",1,1,1
1,1,1,1,"LIMA",3,2,5,2,1,NA,0,0,0,0,1,2,"IDIOMAS","U0048",NA,NA,2
1,1,NA,2,"LORETO",1,5,6,2,1,NA,0,0,0,0,1,2,"CONTABILIDAD","U0001",NA,NA,2
2,1,1,2,"LIMA",2,1,8,2,1,1,0,0,0,1800,1,2,"OBSTETRICIA","U0129",3,2,1
2,1,1,2,"LIMA",1,4,6,2,1,NA,0,0,0,4000,1,2,"ARQUITECTURA","U0025",NA,1,1
2,1,1,1,"HUANCAVELICA",4,2,1,2,1,1,0,0,0,1300,1,2,"EDUCACIÓN PRIMARIA","U0038",1,1,1
1,1,1,1,"LIMA",2,2,6,2,1,3,0,0,0,3500,1,2,"INGENIERÍA INDUSTRIAL","U0015",2,1,1
1,1,NA,1,"LIMA",2,4,6,2,1,2,0,0,2500,0,2,2,"PSICOLOGÍA","U0027",2,1,1
2,1,2,1,"TUMBES",1,5,6,2,1,NA,0,0,1500,0,1,2,"DERECHO","U0050",NA,1,1
1,1,NA,1,"LIMA",1,4,5,2,1,2,0,0,0,3000,1,2,"ADMINISTRACIÓN EN TURISMO","U0027",3,1,1
1,1,2,2,"PIURA",2,5,6,2,1,NA,0,0,0,2973,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0036",NA,1,1
2,1,2,1,"AREQUIPA",1,1,1,2,1,NA,0,0,0,1200,1,2,"EDUCACIÓN SECUNDARIA - LINGÜÍSTICA Y LITERATURA","U0035",NA,1,1
2,1,NA,1,"JUNIN",1,2,6,2,1,NA,0,0,0,2500,1,2,"TRABAJO SOCIAL","U0021",NA,1,1
2,1,2,1,"ANCASH",3,1,6,2,1,1,0,0,0,800,1,2,"BIOLOGÍA EN ACUICULTURA","U0029",1,1,2
2,1,NA,1,"HUANUCO",1,4,6,2,1,2,0,0,0,1250,1,2,"CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","U0043",2,1,1
2,1,1,1,"LAMBAYEQUE",1,6,6,2,1,1,0,0,0,600,1,2,"MATEMÁTICA (MATEMÁTICAS)","U0002",1,1,1
1,1,1,1,"LIMA",1,2,1,2,1,NA,0,0,0,1200,1,2,"INGENIERÍA DE SISTEMAS","U0015",NA,1,1
2,1,2,2,"LIMA",2,3,6,2,1,NA,0,0,0,1745.83333333333,1,2,"INGENIERÍA INDUSTRIAL","U0033",NA,2,1
2,1,2,2,"PIURA",2,3,6,2,2,4,0,0,0,3700,1,2,"INGENIERÍA INDUSTRIAL Y SISTEMAS","U0047",1,1,1
1,1,NA,1,"CAJAMARCA",NA,NA,6,2,1,2,0,0,0,2750,1,2,"INGENIERÍA GEOLÓGICA","U0028",2,2,1
1,1,NA,2,"LAMBAYEQUE",3,2,6,2,1,1,0,0,0,6750,1,2,"PSICOLOGÍA","U0079",2,1,1
2,1,NA,2,"LIMA",3,3,6,2,1,2,0,0,0,0,1,2,"ARQUITECTURA, URBANISMO Y TERRITORIO","U0055",3,NA,2
2,1,1,1,"SAN MARTIN",8,5,6,2,1,1,0,0,0,2500,2,2,"OBSTETRICIA","U0034",1,2,1
2,1,NA,1,"LIMA",1,1,6,2,1,1,0,0,0,1500,1,2,"CONTABILIDAD","U0027",3,1,1
1,1,1,1,"CAJAMARCA",1,3,6,2,1,1,0,0,0,4000,1,2,"INGENIERÍA CIVIL","U0002",1,1,1
1,1,NA,2,"LIMA",2,4,6,2,2,1,0,0,0,1200,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0092",2,1,1
2,1,1,1,"LIMA",3,5,5,2,1,NA,0,0,0,5100,1,2,"INGENIERÍA INDUSTRIAL","U0040",NA,1,1
1,1,NA,1,"HUANUCO",1,1,5,2,1,NA,0,0,0,1515.5,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0042",NA,1,1
1,1,1,2,"MOQUEGUA",1,5,2,2,1,NA,0,0,0,2103.75,1,2,"INGENIERÍA CIVIL","U0053",NA,1,1
1,1,NA,2,"APURIMAC",1,1,6,2,1,NA,0,0,0,0,1,2,"CONTABILIDAD","U0125",NA,NA,2
1,1,NA,1,"JUNIN",4,4,6,2,1,5,0,0,0,2200,1,2,"MEDICINA HUMANA","U0021",2,1,1
1,1,NA,1,"LORETO",3,3,3,2,1,3,0,0,0,1200,1,2,"INGENIERÍA EN ECOLOGÍA DE BOSQUES TROPICALES","U0051",4,1,2
1,1,NA,2,"LAMBAYEQUE",3,5,6,2,2,NA,0,0,0,880,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0054",NA,2,1
2,1,NA,2,"TACNA",1,2,2,2,1,1,0,0,0,750,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0008",1,1,2
2,1,1,1,"TACNA",4,2,6,2,1,1,0,0,0,400,1,2,"EDUCACIÓN SECUNDARIA - CIENCIAS NATURALES TECNOLOGÍA Y AMBIENTE","U0024",6,1,1
1,1,2,2,"LIMA",2,5,6,2,1,NA,0,0,0,2000,1,2,"MARKETING","U0055",NA,1,1
2,1,NA,2,"LIMA",1,1,1,2,2,1,0,0,0,3500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0124",3,1,1
2,1,1,2,"ICA",2,1,6,2,1,3,0,0,0,1300,1,2,"ENFERMERÍA","U0060",3,1,2
2,1,2,1,"LORETO",1,2,6,2,1,3,0,0,0,2800,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0051",1,1,1
1,1,NA,1,"TACNA",2,5,6,2,1,NA,0,0,0,500,1,2,"INGENIERÍA CIVIL","U0024",NA,1,1
2,1,NA,1,"LA LIBERTAD",1,1,6,2,1,1,0,0,0,0,1,2,"ANTROPOLOGÍA SOCIAL","U0045",2,NA,2
2,1,1,1,"LIMA",1,2,6,2,1,3,0,0,0,750,1,2,"ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","U0043",1,1,2
1,1,NA,2,"LIMA",1,4,1,2,1,1,0,0,0,2400,1,2,"ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","U0014",3,1,1
1,1,1,1,"LAMBAYEQUE",1,6,6,2,1,NA,0,0,0,1500,1,2,"ECONOMÍA","U0002",NA,1,1
1,1,1,1,"LIMA",1,4,6,2,3,5,0,0,0,5075,1,2,"INGENIERÍA MECÁNICA","U0039",1,1,1
1,1,3,1,"LIMA",15,5,6,2,1,NA,0,0,0,3000,1,2,"COMPUTACIÓN CIENTÍFICA","U0027",NA,1,1
2,1,1,2,"LIMA",1,3,6,2,2,4,0,0,0,1300,1,2,"ADMINISTRACIÓN Y MARKETING","U0076",1,1,1
2,1,NA,2,"ANCASH",1,1,6,2,1,NA,0,0,0,750,1,2,"CONTABILIDAD","U0058",NA,1,1
1,1,NA,1,"LIMA",3,3,6,2,1,NA,0,0,0,1050,1,2,"ADMINISTRACIÓN","U0015",NA,1,1
2,1,NA,2,"LIMA",2,1,6,2,1,NA,1500,0,0,1200,1,2,"PSICOLOGÍA","U0124",NA,1,1
2,1,NA,2,"PIURA",3,1,6,2,1,NA,0,0,0,1200,1,2,"DERECHO","U0047",NA,1,1
1,1,1,2,"LIMA",NA,NA,2,2,2,NA,0,0,0,3500,1,2,"SOCIOLOGÍA","U0033",NA,1,1
2,1,NA,2,"LIMA",2,4,6,2,1,2,0,0,0,0,1,2,"ADMINISTRACIÓN EN TURISMO","U0055",1,NA,2
2,1,NA,1,"PUNO",4,5,6,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA","U0020",NA,NA,2
2,1,NA,1,"LA LIBERTAD",1,1,6,2,1,1,0,0,0,500,1,2,"EDUCACIÓN INICIAL","U0045",1,1,1
1,1,NA,1,"ANCASH",1,2,6,2,1,3,0,1000,0,2000,1,2,"INGENIERÍA CIVIL","U0029",1,1,1
2,1,1,2,"LIMA",2,4,1,2,1,2,0,0,0,3000,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0098",2,1,1
2,1,1,1,"LIMA",2,1,6,2,1,1,0,346.4,0,1000,1,2,"ZOOTECNIA","U0026",2,1,2
2,1,NA,2,"LIMA",5,1,6,2,1,NA,0,0,0,650,1,2,"EDUCACIÓN PRIMARIA","U0036",NA,1,1
2,1,3,1,"LIMA",1,5,6,2,1,NA,0,0,0,1400,1,2,"CIENCIAS DE LA COMUNICACIÓN SOCIAL   (COMUNICACIÓN SOCIAL)","U0027",NA,1,1
1,1,1,1,"AREQUIPA",3,4,6,2,1,2,0,0,0,2200,1,2,"PSICOLOGÍA","U0035",1,1,1
1,1,1,2,"CUSCO",4,1,1,2,1,5,0,0,0,3000,1,2,"TURISMO","U0049",2,1,2
1,1,NA,1,"APURIMAC",NA,NA,1,2,1,NA,0,1300,2000,0,1,2,"INGENIERÍA DE SISTEMAS","U0105",NA,1,1
1,1,NA,2,"MOQUEGUA",NA,NA,6,2,1,NA,0,0,0,1500,1,2,"INGENIERÍA COMERCIAL","U0053",NA,1,1
1,1,1,2,"PIURA",3,5,6,2,1,4,0,0,0,2300,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0036",1,1,1
2,1,2,1,"AYACUCHO",2,2,6,2,1,2,0,0,0,1000,1,2,"INGENIERÍA AGROINDUSTRIAL","U0105",4,2,1
1,1,NA,2,"ICA",1,1,6,2,2,1,700,0,0,1200,1,2,"CONTABILIDAD Y FINANZAS","U0060",3,1,1
1,1,NA,1,"LIMA",2,3,6,2,1,NA,0,0,0,3600,1,2,"INGENIERÍA EN GESTIÓN EMPRESARIAL   (INGENIERIA DE GESTION EMPRESARIAL)","U0026",NA,1,1
1,1,1,1,"LIMA",2,2,6,2,1,3,0,1500,0,4000,1,2,"INGENIERÍA ESTADÍSTICA","U0039",2,1,1
1,1,2,1,"SAN MARTIN",2,6,6,2,1,1,0,0,0,4500,1,2,"AGRONOMÍA","U0034",2,1,1
1,1,2,1,"LIMA",3,4,6,2,4,4,0,0,2500,0,1,2,"INGENIERÍA PESQUERA","U0026",2,1,1
1,1,1,1,"LIMA",2,5,6,2,2,NA,0,0,0,4000,1,2,"DERECHO","U0027",NA,1,1
2,1,1,2,"HUANUCO",1,4,6,2,1,1,300,0,0,1200,1,2,"ODONTOLOGÍA","U0009",1,1,1
1,1,NA,1,"CUSCO",3,5,6,2,2,2,0,0,0,1300,1,2,"TURISMO","U0044",1,1,1
2,1,NA,1,"LA LIBERTAD",2,2,6,2,1,1,0,433,0,800,1,2,"EDUCACIÓN PRIMARIA","U0045",2,1,1
1,1,NA,2,"LIMA",1,4,6,2,1,NA,0,0,1575,0,1,2,"ODONTOLOGÍA","U0005",NA,1,1
2,1,NA,1,"LIMA",5,1,6,2,1,NA,1500,0,0,700,1,2,"EDUCACIÓN SECUNDARIA","U0041",NA,1,1
2,1,NA,2,"CAJAMARCA",1,2,6,2,1,NA,0,0,1500,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0023",NA,1,1
2,1,1,1,"CAJAMARCA",2,5,6,2,1,1,0,0,0,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0028",3,NA,2
2,1,1,2,"HUANUCO",5,2,6,2,1,NA,0,0,2000,0,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0009",NA,2,2
1,1,1,2,"ICA",2,3,6,2,1,NA,100,0,0,1800,1,1,"PSICOLOGÍA","U0073",NA,1,1
2,1,2,1,"LA LIBERTAD",3,1,6,2,1,2,0,0,0,1800,1,2,"BIOLOGÍA Y MICROBIOLOGÍA","U0045",3,1,1
1,1,NA,2,"SAN MARTIN",1,1,6,2,1,NA,0,0,3000,0,1,2,"MARKETING Y NEGOCIOS INTERNACIONALES","U0013",NA,1,1
1,1,NA,1,"SAN MARTIN",1,4,6,2,1,1,0,0,0,1000,1,2,"IDIOMAS","U0034",1,1,1
2,1,1,2,"LIMA",2,1,5,2,1,2,1250,0,0,1900,1,2,"CONTABILIDAD","U0092",1,1,1
2,1,NA,2,"ANCASH",5,1,1,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN INICIAL","U0058",NA,NA,2
2,1,1,2,"LIMA",1,3,6,2,2,NA,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA - FILOSOFÍA Y CIENCIAS SOCIALES","U0005",NA,NA,2
1,1,1,2,"LIMA",1,4,6,2,1,5,0,0,0,3000,1,2,"INGENIERÍA DE SISTEMAS","U0124",2,1,1
2,1,2,1,"LIMA",3,1,6,2,1,3,0,0,0,2400,1,2,"INGENIERÍA QUÍMICA","U0015",2,1,1
2,1,1,1,"LORETO",1,5,3,2,1,NA,0,2000,0,1600,1,2,"FARMACIA Y BIOQUÍMICA","U0051",NA,1,1
2,1,1,2,"JUNIN",4,5,6,2,1,4,0,0,0,3500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0011",6,1,1
2,1,NA,2,"LAMBAYEQUE",4,1,6,2,1,1,0,0,0,0,1,2,"PSICOLOGÍA","U0054",4,NA,2
2,1,1,2,"LIMA",4,5,6,2,1,3,0,0,0,1700,1,2,"ENFERMERÍA","U0013",2,1,1
1,1,1,2,"LIMA",2,2,6,2,1,NA,0,0,402.5,0,1,2,"INGENIERÍA ELECTRÓNICA","U0098",NA,1,1
2,1,NA,2,"PUNO",4,1,6,2,1,NA,0,0,1000,0,1,2,"EDUCACIÓN PRIMARIA","U0052",NA,2,1
2,1,1,1,"JUNIN",1,1,1,2,1,3,0,0,0,1800,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0021",1,2,2
1,1,NA,1,"LA LIBERTAD",1,1,6,2,1,NA,0,0,0,996,1,2,"AGRONOMÍA","U0045",NA,1,1
2,1,1,2,"LA LIBERTAD",10,1,6,2,1,NA,0,750,0,750,1,2,"ENFERMERÍA","U0018",NA,1,1
2,1,NA,2,"LIMA",3,1,6,2,1,1,800,0,0,1200,1,2,"PSICOLOGÍA","U0036",2,1,1
1,1,NA,2,"LIMA",2,1,6,2,1,NA,0,0,1800,0,2,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0014",NA,2,1
2,1,1,1,"AMAZONAS",2,4,6,2,1,NA,0,0,0,1740,1,2,"ENFERMERÍA","U0078",NA,1,1
2,1,NA,1,"LA LIBERTAD",3,2,6,2,1,NA,0,0,0,800,1,2,"ADMINISTRACIÓN","U0045",NA,2,1
2,1,NA,2,"MOQUEGUA",1,4,6,2,1,2,0,0,0,0,1,2,"ENFERMERÍA","U0053",1,NA,2
2,1,NA,2,"MOQUEGUA",1,5,6,2,1,2,0,0,0,0,1,2,"ENFERMERÍA","U0053",2,NA,2
1,1,NA,2,"MOQUEGUA",1,5,6,2,1,NA,0,0,0,0,1,2,"DERECHO","U0053",NA,NA,2
2,1,1,2,"LIMA",1,3,5,2,1,NA,0,0,0,0,1,2,"MEDICINA HUMANA","U0065",NA,NA,2
1,1,NA,1,"CUSCO",NA,NA,1,2,1,NA,0,0,0,1400,2,2,"ANTROPOLOGÍA","U0044",NA,2,1
