MERCADO,CODE,MARCA,Best tittle ,DATA,PUBLIC,MAYOR,,BASE,MIN,MOVES,NOW,REV,CLIENTE,,LARG,ANCHO,ALTO,PESO,,LARGO,ANCHO,ALTO,PESO,,UNIVERSAL,ML,ENVIO,sugerido,ACTUAL,costo de ENVIO,,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
