"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"865",20.25,"ICA","PE-1S",239,"DESPISTE",0,1,-13.93,-74.27,"2020","FEBRERO","22"
"866",16.17,"AMAZONAS","PE-5N",272,"DESPISTE",1,4,-50.85,-77.89,"2020","FEBRERO","22"
"867",9.83,"SAN MARTIN","PE-5N",509,"CHOQUE",0,6,-71.56,-75.18,"2020","FEBRERO","22"
"868",7.33,"ANCASH","PE-16",563,"DESPISTE",0,0,-92.75,-76.44,"2020","FEBRERO","22"
"869",4.67,"SAN MARTIN","PE-5N",592,"DESPISTE",0,1,-71.56,-75.18,"2020","FEBRERO","22"
"870",23,"PUNO","PE-3S",1302,"DESPISTE",0,2,-14.16,-69.98,"2020","FEBRERO","22"
"871",7.75,"ICA","PE-1S",2,"DESPISTE",0,8,-13.93,-74.27,"2020","FEBRERO","23"
"872",23,"CUSCO",NA,2,"DESPISTE",0,1,-12.47,-70.04,"2020","FEBRERO","23"
"873",23,"SAN MARTIN","PE-5N",26,"ATROPELLO",1,0,-71.56,-75.18,"2020","FEBRERO","23"
"874",20.83,"CAJAMARCA","PE-08B",29,"CHOQUE",0,0,-70.39,-77.49,"2020","FEBRERO","23"
"875",20,"LIMA","PE-20A",44,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","23"
"876",13.75,"JUNIN","PE-3S",52,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","23"
"877",17.7,"CUSCO","PE-28F",57,"DESPISTE",0,1,-12.47,-70.04,"2020","FEBRERO","23"
"878",19.5,"AREQUIPA","PE-34A",74,"DESPISTE",0,0,-15.6,-70.47,"2020","FEBRERO","23"
"879",4,"MOQUEGUA","PE-36A",77,"CHOQUE",0,2,-16.81,-69.07,"2020","FEBRERO","23"
"880",9.58,"JUNIN","PE-3N",87,"CHOQUE",0,3,-10.85,-74.01,"2020","FEBRERO","23"
"881",7.42,"LIMA","PE-1N",97,"DESPISTE",0,3,-11.96,-76.96,"2020","FEBRERO","23"
"882",6,"AREQUIPA","PE-34A",110,"DESPISTE",0,0,-15.6,-70.47,"2020","FEBRERO","23"
"883",18.08,"LIMA","PE-1S",148,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","23"
"884",19.83,"JUNIN","PE-22",154,"DESPISTE",0,3,-10.85,-74.01,"2020","FEBRERO","23"
"885",14.67,"AREQUIPA","PE-34A",161,"CHOQUE",0,1,-15.6,-70.47,"2020","FEBRERO","23"
"886",11.75,"ICA","PE-1S",247,"DESPISTE",2,0,-13.93,-74.27,"2020","FEBRERO","23"
"887",21.8,"SAN MARTIN","PE-5N",457,"CHOQUE",0,1,-71.56,-75.18,"2020","FEBRERO","23"
"888",22.5,"ICA","PE-1S",478,"CHOQUE",0,2,-13.93,-74.27,"2020","FEBRERO","23"
"889",0.5,"LIMA","PE-1S",515,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","23"
"890",7.37,"LA LIBERTAD","PE-1N",526,"CHOQUE",0,0,-80.57,-77.53,"2020","FEBRERO","23"
"891",11.15,"SAN MARTIN","PE-5N",593,"DESPISTE",0,1,-71.56,-75.18,"2020","FEBRERO","23"
"892",14.5,"ANCASH","PE-3N",610,"CHOQUE",0,1,-92.75,-76.44,"2020","FEBRERO","23"
"893",13.5,"AREQUIPA","PE-1S",833,"CHOQUE",0,1,-15.6,-70.47,"2020","FEBRERO","23"
"894",12.67,"PUNO","PE-3S",1210,"DESPISTE",0,1,-14.16,-69.98,"2020","FEBRERO","23"
"895",19,"PUNO","PE-1S",1353,"CHOQUE",0,2,-14.16,-69.98,"2020","FEBRERO","23"
"896",18.83,"PUNO","PE-1S",1417,"CHOQUE",2,20,-14.16,-69.98,"2020","FEBRERO","23"
"897",15.5,"APURIMAC","PE-30A",2,"ATROPELLO",1,0,-13.95,NA,"2020","FEBRERO","24"
"898",16.67,"AMAZONAS","PE-5N",2,"CHOQUE",0,2,-50.85,-77.89,"2020","FEBRERO","24"
"899",14,"AREQUIPA","PE-34E",8,"CHOQUE",9,71,-15.6,-70.47,"2020","FEBRERO","24"
"900",18.67,"CAJAMARCA","PE-06B",22,"ATROPELLO",0,0,-70.39,-77.49,"2020","FEBRERO","24"
"901",21.17,"TACNA","PE-1SD",48,"DESPISTE",0,0,-18,-69.76,"2020","FEBRERO","24"
"902",19.5,"LIMA","PE-22",60,"DESPISTE",0,0,-11.96,-76.96,"2020","FEBRERO","24"
"903",0,"HUANUCO",NA,72,"DESPISTE",0,0,-98.8,-75.76,"2020","FEBRERO","24"
"904",9.75,"JUNIN","PE-5S",81,"CHOQUE",0,3,-10.85,-74.01,"2020","FEBRERO","24"
"905",6,"JUNIN","PE-3S",82,"CHOQUE",1,0,-10.85,-74.01,"2020","FEBRERO","24"
"906",12.83,"PUNO","PE-34H",85,"DESPISTE",0,11,-14.16,-69.98,"2020","FEBRERO","24"
"907",18.83,"JUNIN","PE-3N",100,"CHOQUE",0,0,-10.85,-74.01,"2020","FEBRERO","24"
"908",9.5,"CAJAMARCA","PE-06A",176,"DESPISTE",0,4,-70.39,-77.49,"2020","FEBRERO","24"
"909",8.9,"PIURA","PE-1N",181,"DESPISTE",0,0,-50.22,-79.35,"2020","FEBRERO","24"
"910",1.25,"PUNO","PE-34A",216,"DESPISTE",0,0,-14.16,-69.98,"2020","FEBRERO","24"
"911",6.83,"HUANUCO","PE-3N",229,NA,0,3,-98.8,-75.76,"2020","FEBRERO","24"
"912",6.75,"JUNIN","PE-3N",38,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","25"
"913",11.43,"LIMA","PE-22",42,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","25"
"914",6.75,"LIMA","PE-22",62,"DESPISTE",0,0,-11.96,-76.96,"2020","FEBRERO","25"
"915",11,"PIURA","PE-1N",72,"DESPISTE",1,1,-50.22,-79.35,"2020","FEBRERO","25"
"916",NA,"LIMA","PE-1N",82,"CHOQUE",0,2,-11.96,-76.96,"2020","FEBRERO","25"
"917",14.5,"HUANCAVELICA","PE-28A",102,"DESPISTE",0,5,-11.22,-73.03,"2020","FEBRERO","25"
"918",7.5,"JUNIN","PE-22",138,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","25"
"919",18,"JUNIN","PE-22",143,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","25"
"920",6,"HUANCAVELICA","PE-26B",209,"CHOQUE",0,2,-11.22,-73.03,"2020","FEBRERO","25"
"921",19.92,"ICA","PE-1S",212,"DESPISTE",0,1,-13.93,-74.27,"2020","FEBRERO","25"
"922",4,"UCAYALI","PE-18C",364,"DESPISTE",0,0,-97.75,NA,"2020","FEBRERO","25"
"923",7,"AREQUIPA","PE-1S",585,"CHOQUE",2,2,-15.6,-70.47,"2020","FEBRERO","25"
"924",22.83,"MOQUEGUA","PE-1S",1136,"DESPISTE",0,2,-16.81,-69.07,"2020","FEBRERO","25"
"925",19,"MOQUEGUA","PE-1S",1297,"CHOQUE",0,0,-16.81,-69.07,"2020","FEBRERO","25"
"926",5.5,"PUNO","PE-3S",1305,"DESPISTE",0,0,-14.16,-69.98,"2020","FEBRERO","25"
"927",4.92,"PUNO","PE-1S",1399,"ATROPELLO",1,0,-14.16,-69.98,"2020","FEBRERO","25"
"928",20.5,"LA LIBERTAD","PE-10A",19,"CHOQUE",0,12,-80.57,-77.53,"2020","FEBRERO","26"
"929",16.67,"AREQUIPA","PE-34E",24,"DESPISTE",0,2,-15.6,-70.47,"2020","FEBRERO","26"
"930",21.75,"AREQUIPA","PE-34",27,"CHOQUE",0,0,-15.6,-70.47,"2020","FEBRERO","26"
"931",23.5,"PIURA","PE-1N",27,"CHOQUE",0,6,-50.22,-79.35,"2020","FEBRERO","26"
"932",9.33,"MOQUEGUA","PE-36A",33,"DESPISTE",0,2,-16.81,-69.07,"2020","FEBRERO","26"
"933",17.5,"HUANUCO","PE-3N",34,"CHOQUE",0,5,-98.8,-75.76,"2020","FEBRERO","26"
"934",2.25,"MADRE DE DIOS","PE-34B",47,"CHOQUE",0,0,-10.24,-69.19,"2020","FEBRERO","26"
"935",7.12,"LIMA","PE-1N",48,"DESPISTE",0,0,-11.96,-76.96,"2020","FEBRERO","26"
"936",3.33,"JUNIN","PE-22B",65,"DESPISTE",0,5,-10.85,-74.01,"2020","FEBRERO","26"
"937",NA,"LIMA","PE-22",107,"DESPISTE",0,0,-11.96,-76.96,"2020","FEBRERO","26"
"938",15.5,"LIMA","PE-1N",113,"DESPISTE",0,3,-11.96,-76.96,"2020","FEBRERO","26"
"939",22.5,"ANCASH","PE-16",117,"DESPISTE",0,0,-92.75,-76.44,"2020","FEBRERO","26"
"940",17.17,"CUSCO","PE-28B",165,"CHOQUE",0,3,-12.47,-70.04,"2020","FEBRERO","26"
"941",18,"LIMA","PE-22",166,"CHOQUE",0,0,-11.96,-76.96,"2020","FEBRERO","26"
"942",23.25,"AMAZONAS","PE-5N",196,"DESPISTE",0,0,-50.85,-77.89,"2020","FEBRERO","26"
"943",18.33,"AYACUCHO","PE-28A",288,"CHOQUE",0,1,-12.84,-73.78,"2020","FEBRERO","26"
"944",14.7,"SAN MARTIN","PE-5N",635,"CHOQUE",0,0,-71.56,-75.18,"2020","FEBRERO","26"
"945",17,"LAMBAYEQUE","PE-1N",768,"CHOQUE",0,3,-66.81,-78.1,"2020","FEBRERO","26"
"946",4.83,"LA LIBERTAD","PE-1N",853,"CHOQUE",0,0,-80.57,-77.53,"2020","FEBRERO","26"
"947",2.5,"LA LIBERTAD","PE-1N",897,"ATROPELLO",1,0,-80.57,-77.53,"2020","FEBRERO","26"
"948",9.75,"AREQUIPA","PE-1S",951,"CHOQUE",0,11,-15.6,-70.47,"2020","FEBRERO","26"
"949",15,"LORETO","LO-103",2,"CHOQUE",0,3,-41.68,-73.79,"2020","FEBRERO","27"
"950",21.67,"ANCASH","PE-16",11,"CHOQUE",0,1,-92.75,-76.44,"2020","FEBRERO","27"
"951",22.5,"LA LIBERTAD","PE-1NF",29,"DESPISTE",0,0,-80.57,-77.53,"2020","FEBRERO","27"
"952",18.83,"CAJAMARCA","PE-08A",41,"CHOQUE",0,2,-70.39,-77.49,"2020","FEBRERO","27"
"953",16.17,"LIMA","PE-1N",48,"CHOQUE",0,3,-11.96,-76.96,"2020","FEBRERO","27"
"954",13.58,"JUNIN","PE-3N",56,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","27"
"955",10.58,"AREQUIPA","PE-1SE",60,"DESPISTE",0,2,-15.6,-70.47,"2020","FEBRERO","27"
"956",7.5,"JUNIN","PE-3S",109,"CHOQUE",0,1,-10.85,-74.01,"2020","FEBRERO","27"
"957",18.58,"CAJAMARCA","PE-08",166,"DESPISTE",0,1,-70.39,-77.49,"2020","FEBRERO","27"
"958",8.25,"AYACUCHO","PE-28A",243,"CHOQUE",0,1,-12.84,-73.78,"2020","FEBRERO","27"
"959",1.25,"ICA","PE-1S",306,"CHOQUE",0,3,-13.93,-74.27,"2020","FEBRERO","27"
"960",20.5,"APURIMAC","PE-3S",578,"CHOQUE",1,1,-13.95,NA,"2020","FEBRERO","27"
"961",18.75,"LAMBAYEQUE","PE-1N",812,"CHOQUE",0,2,-66.81,-78.1,"2020","FEBRERO","27"
"962",17,"CUSCO","PE-3SF",12,"DESPISTE",0,2,-12.47,-70.04,"2020","FEBRERO","28"
"963",17.25,"LIMA","PE-1S",22,"CHOQUE",0,1,-11.96,-76.96,"2020","FEBRERO","28"
"964",20.67,"LAMBAYEQUE","PE-5N",33,"DESPISTE",3,15,-66.81,-78.1,"2020","FEBRERO","28"
"965",19.83,"CAJAMARCA","PE-3N",35,"CHOQUE",0,6,-70.39,-77.49,"2020","FEBRERO","28"
"966",21.83,"PUNO","PE-34B",62,"CHOQUE",0,0,-14.16,-69.98,"2020","FEBRERO","28"
"967",17,"LIMA","PE-22",112,"CHOQUE",0,0,-11.96,-76.96,"2020","FEBRERO","28"
"968",14,"AREQUIPA","PE-34A",134,"DESPISTE",0,2,-15.6,-70.47,"2020","FEBRERO","28"
"969",19,"JUNIN","PE-3S",137,"DESPISTE",0,0,-10.85,-74.01,"2020","FEBRERO","28"
"970",10.5,"JUNIN","PE-3S",137,"CHOQUE",0,0,-10.85,-74.01,"2020","FEBRERO","28"
"971",19.83,"ICA","PE-1S",178,"CHOQUE",0,0,-13.93,-74.27,"2020","FEBRERO","28"
"972",17,"HUANCAVELICA","PE-28A",179,"DESPISTE",0,0,-11.22,-73.03,"2020","FEBRERO","28"
"973",10.58,"PUNO","PE-38",187,"DESPISTE",0,6,-14.16,-69.98,"2020","FEBRERO","28"
"974",0.17,"LIMA","PE-1N",212,"CHOQUE",0,0,-11.96,-76.96,"2020","FEBRERO","28"
"975",8.58,"ANCASH","PE-1N",240,"DESPISTE",0,1,-92.75,-76.44,"2020","FEBRERO","28"
"976",6.33,"APURIMAC","PE-30A",262,"DESPISTE",0,1,-13.95,NA,"2020","FEBRERO","28"
"977",23.03,"ANCASH","PE-1N",331,"CHOQUE",0,2,-92.75,-76.44,"2020","FEBRERO","28"
"978",9.5,"ANCASH","PE-1N",399,"DESPISTE",1,3,-92.75,-76.44,"2020","FEBRERO","28"
"979",1.83,"LA LIBERTAD","PE-1N",681,"CHOQUE",0,2,-80.57,-77.53,"2020","FEBRERO","28"
"980",20.83,"PUNO","PE-3S",1330,"CHOQUE",1,0,-14.16,-69.98,"2020","FEBRERO","28"
"981",15.08,"PUNO","PE-34H",6,"CHOQUE",0,5,-14.16,-69.98,"2020","FEBRERO","29"
"982",20.67,"LIMA","PE-1NE",20,"ATROPELLO",0,1,-11.96,-76.96,"2020","FEBRERO","29"
"983",21.5,"LIMA","PE-1S",25,"CHOQUE",0,0,-11.96,-76.96,"2020","FEBRERO","29"
"984",12.58,"LIMA","PE-1S",31,"CHOQUE",0,0,-11.96,-76.96,"2020","FEBRERO","29"
"985",20.25,"AREQUIPA","PE-1SE",31,"DESPISTE",0,0,-15.6,-70.47,"2020","FEBRERO","29"
"986",12.42,"LIMA","PE-1S",32,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","29"
"987",16,"PIURA","PE-3N",36,"CHOQUE",0,2,-50.22,-79.35,"2020","FEBRERO","29"
"988",20.67,"ANCASH","PE-16",47,"DESPISTE",0,2,-92.75,-76.44,"2020","FEBRERO","29"
"989",7.33,"LIMA","PE-1S",80,"DESPISTE",0,2,-11.96,-76.96,"2020","FEBRERO","29"
"990",23,"LIMA","PE-1S",81,"CHOQUE",0,1,-11.96,-76.96,"2020","FEBRERO","29"
"991",5,"JUNIN","PE-3S",105,"ATROPELLO",1,0,-10.85,-74.01,"2020","FEBRERO","29"
"992",19,"AYACUCHO","PE-30A",110,"CHOQUE",1,2,-12.84,-73.78,"2020","FEBRERO","29"
"993",23.33,"LIMA","PE-1N",115,"ESPECIAL",0,0,-11.96,-76.96,"2020","FEBRERO","29"
"994",15.5,"JUNIN","PE-3S",115,"CHOQUE",0,2,-10.85,-74.01,"2020","FEBRERO","29"
"995",15.67,"LIMA","PE-1N",119,"DESPISTE",0,1,-11.96,-76.96,"2020","FEBRERO","29"
"996",10.5,"CAJAMARCA","PE-08",138,"CHOQUE",0,0,-70.39,-77.49,"2020","FEBRERO","29"
"997",22.67,"JUNIN","PE-22",150,"ATROPELLO",1,0,-10.85,-74.01,"2020","FEBRERO","29"
"998",21.83,"HUANUCO","PE-3N",209,"CHOQUE",0,2,-98.8,-75.76,"2020","FEBRERO","29"
"999",23.5,"LIMA","PE-1N",214,"DESPISTE",4,1,-11.96,-76.96,"2020","FEBRERO","29"
"1000",9.17,"ANCASH","PE-3N",571,"DESPISTE",0,0,-92.75,-76.44,"2020","FEBRERO","29"
"1001",8,"AREQUIPA","PE-1S",1040,"DESPISTE",0,8,-15.6,-70.47,"2020","FEBRERO","29"
"1002",0.92,"PUNO","PE-34H",4,"DESPISTE",0,0,-14.16,-69.98,"2020","MARZO","01"
"1003",19.5,"LIMA","PE-1S",23,"ATROPELLO",0,1,-11.96,-76.96,"2020","MARZO","01"
"1004",7.33,"LIMA","PE-1S",24,"DESPISTE",0,0,-11.96,-76.96,"2020","MARZO","01"
"1005",17,"CUSCO","PE-3S",37,"VOLCADURA",0,0,-12.47,-70.04,"2020","MARZO","01"
"1006",22.67,"LIMA","PE-1N",40,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","01"
"1007",11.25,"JUNIN","PE-3N",47,"CHOQUE",0,0,-10.85,-74.01,"2020","MARZO","01"
"1008",16,"HUANCAVELICA","PE-3SD",57,"DESPISTE",5,4,-11.22,-73.03,"2020","MARZO","01"
"1009",16.58,"CUSCO","PE-34J",58,"CHOQUE",0,0,-12.47,-70.04,"2020","MARZO","01"
"1010",18,"LIMA","PE-1S",61,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","01"
"1011",22.17,"ANCASH","PE-3N",82,"DESPISTE",0,0,-92.75,-76.44,"2020","MARZO","01"
"1012",16,"ANCASH","PE-3N",85,"CHOQUE",0,7,-92.75,-76.44,"2020","MARZO","01"
"1013",13.33,"CAJAMARCA","PE-08",97,"DESPISTE",0,0,-70.39,-77.49,"2020","MARZO","01"
"1014",7,"HUANUCO","PE-18A",106,"DESPISTE",0,0,-98.8,-75.76,"2020","MARZO","01"
"1015",6.83,"HUANUCO","PE-18A",109,"DESPISTE",0,2,-98.8,-75.76,"2020","MARZO","01"
"1016",17.5,"JUNIN","PE-22",133,"CHOQUE",0,1,-10.85,-74.01,"2020","MARZO","01"
"1017",6.17,"ANCASH","PE-3N",217,"DESPISTE",0,4,-92.75,-76.44,"2020","MARZO","01"
"1018",1,"TUMBES","PE-1N",226,"ESPECIAL",0,0,-34.44,-79.58,"2020","MARZO","01"
"1019",6.5,"TUMBES","PE-1N",259,"DESPISTE",1,0,-34.44,-79.58,"2020","MARZO","01"
"1020",21.58,"HUANUCO","PE-3N",274,"CHOQUE",0,1,-98.8,-75.76,"2020","MARZO","01"
"1021",16.42,"MADRE DE DIOS","PE-30C",419,"CHOQUE",0,0,-10.24,-69.19,"2020","MARZO","01"
"1022",19.5,"MADRE DE DIOS","PE-30C",444,"CHOQUE",1,NA,-10.24,-69.19,"2020","MARZO","01"
"1023",5,"LAMBAYEQUE","PE-1N",752,"DESPISTE",4,30,-66.81,-78.1,"2020","MARZO","01"
"1024",3.5,"AREQUIPA","PE-1S",813,"DESPISTE",0,4,-15.6,-70.47,"2020","MARZO","01"
"1025",20.17,"PUNO","PE-1S",1380,"CHOQUE",0,2,-14.16,-69.98,"2020","MARZO","01"
"1026",3.5,"JUNIN","PE-3SA",1,"DESPISTE",0,2,-10.85,-74.01,"2020","MARZO","02"
"1027",19.5,"LORETO","LO-103",4,"CHOQUE",0,2,-41.68,-73.79,"2020","MARZO","02"
"1028",5.08,"PUNO","PE-36B",8,"DESPISTE",1,NA,-14.16,-69.98,"2020","MARZO","02"
"1029",21.83,"PIURA","PE-1N",18,"CHOQUE",0,1,-50.22,-79.35,"2020","MARZO","02"
"1030",4.92,"SAN MARTIN","PE-5NB",19,"DESPISTE",0,0,-71.56,-75.18,"2020","MARZO","02"
"1031",7.5,"LIMA","PE-1S",20,"DESPISTE",0,0,-11.96,-76.96,"2020","MARZO","02"
"1032",2.92,"LIMA","PE-1S",49,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","02"
"1033",9.08,"AREQUIPA","PE-1SD",50,"DESPISTE",NA,NA,-15.6,-70.47,"2020","MARZO","02"
"1034",18,"AREQUIPA","PE-34A",57,"CHOQUE",0,0,-15.6,-70.47,"2020","MARZO","02"
"1035",23.5,"JUNIN","PE-3S",60,"DESPISTE",0,0,-10.85,-74.01,"2020","MARZO","02"
"1036",1.42,"LIMA","PE-1S",104,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","02"
"1037",2.37,"LIMA","PE-1S",113,"DESPISTE",0,1,-11.96,-76.96,"2020","MARZO","02"
"1038",15,"HUANCAVELICA","PE-28A",131,"DESPISTE",0,4,-11.22,-73.03,"2020","MARZO","02"
"1039",2,"CAJAMARCA","PE-06A",137,"DESPISTE",0,3,-70.39,-77.49,"2020","MARZO","02"
"1040",17.08,"PASCO","PE-3N",165,"DESPISTE",0,0,-9.33,-75.74,"2020","MARZO","02"
"1041",9.75,"LIMA","PE-1N",224,"DESPISTE",1,4,-11.96,-76.96,"2020","MARZO","02"
"1042",21.83,"HUANUCO","PE-3N",228,"CHOQUE",0,0,-98.8,-75.76,"2020","MARZO","02"
"1043",5,"PUNO","PE-34A",283,"CHOQUE",1,0,-14.16,-69.98,"2020","MARZO","02"
"1044",10.83,"ICA","PE-1S",451,"CHOQUE",0,4,-13.93,-74.27,"2020","MARZO","02"
"1045",18,"PUNO","PE-3S",1220,"CHOQUE",0,1,-14.16,-69.98,"2020","MARZO","02"
"1046",8.17,"PUNO","PE-1S",1348,"DESPISTE",0,0,-14.16,-69.98,"2020","MARZO","02"
"1047",6.92,"LIMA","PE-1S",0,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","03"
"1048",6.25,"CAJAMARCA","PE-06B",12,"CHOQUE",0,4,-70.39,-77.49,"2020","MARZO","03"
"1049",5.83,"JUNIN","PE-3N",13,"DESPISTE",0,1,-10.85,-74.01,"2020","MARZO","03"
"1050",15.5,"JUNIN","PE-3S",59,"DESPISTE",0,0,-10.85,-74.01,"2020","MARZO","03"
"1051",9.5,"CAJAMARCA","PE-08",86,"DESPISTE",1,2,-70.39,-77.49,"2020","MARZO","03"
"1052",10.23,"LIMA","PE-22",98,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","03"
"1053",12.58,"CAJAMARCA","PE-08",111,"ESPECIAL",0,0,-70.39,-77.49,"2020","MARZO","03"
"1054",23.67,"TACNA","PE-1SD",117,"CHOQUE",1,1,-18,-69.76,"2020","MARZO","03"
"1055",15.5,"ICA","PE-1S",362,"DESPISTE",0,0,-13.93,-74.27,"2020","MARZO","03"
"1056",9.17,"LA LIBERTAD","PE-1N",665,"CHOQUE",0,1,-80.57,-77.53,"2020","MARZO","03"
"1057",9.83,"CUSCO","PE-3S",1071,"CHOQUE",0,11,-12.47,-70.04,"2020","MARZO","03"
"1058",7,"AREQUIPA","AR-115",15,"DESPISTE",0,8,-15.6,-70.47,"2020","MARZO","04"
"1059",10.17,"LIMA","PE-1S",29,"DESPISTE",0,0,-11.96,-76.96,"2020","MARZO","04"
"1060",9.5,"UCAYALI","PE-18C",31,"CHOQUE",0,1,-97.75,NA,"2020","MARZO","04"
"1061",5.58,"LAMBAYEQUE","PE-08",41,"DESPISTE",0,2,-66.81,-78.1,"2020","MARZO","04"
"1062",10,"AREQUIPA","PE-34A",66,"CHOQUE",0,0,-15.6,-70.47,"2020","MARZO","04"
"1063",0.5,"LIMA","PE-22",85,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","04"
"1064",15.25,"JUNIN","PE-3S",104,"CHOQUE",0,0,-10.85,-74.01,"2020","MARZO","04"
"1065",11.47,"CUSCO","CU-117",125,"ESPECIAL",0,0,-12.47,-70.04,"2020","MARZO","04"
"1066",17,"AREQUIPA","PE-34A",169,"DESPISTE",0,3,-15.6,-70.47,"2020","MARZO","04"
"1067",16.67,"AMAZONAS","PE-5N",308,"DESPISTE",0,1,-50.85,-77.89,"2020","MARZO","04"
"1068",10.5,"AREQUIPA","PE-1S",632,"CHOQUE",0,0,-15.6,-70.47,"2020","MARZO","04"
"1069",7.27,"LAMBAYEQUE","PE-1N",776,"DESPISTE",0,2,-66.81,-78.1,"2020","MARZO","04"
"1070",22,"CUSCO","PE-3S",1001,"CHOQUE",0,3,-12.47,-70.04,"2020","MARZO","04"
"1071",21,"AREQUIPA","PE-1S",1018,"DESPISTE",NA,NA,-15.6,-70.47,"2020","MARZO","04"
"1072",11,"HUANUCO","PE-3N",12,"VOLCADURA",1,0,-98.8,-75.76,"2020","MARZO","05"
"1073",14.83,"LIMA","PE-1S",52,"ESPECIAL",0,0,-11.96,-76.96,"2020","MARZO","05"
"1074",15,"PUNO","PE-34H",61,"DESPISTE",0,0,-14.16,-69.98,"2020","MARZO","05"
"1075",19.83,"LIMA","PE-1N",85,"DESPISTE",0,0,-11.96,-76.96,"2020","MARZO","05"
"1076",5.17,"JUNIN","PE-22",149,"CHOQUE",1,4,-10.85,-74.01,"2020","MARZO","05"
"1077",18.5,"APURIMAC","PE-3S",772,"CHOQUE",0,2,-13.95,NA,"2020","MARZO","05"
"1078",6,"PIURA","PE-1N",958,"CHOQUE",1,0,-50.22,-79.35,"2020","MARZO","05"
"1079",7.75,"LIMA","PE-1S",53,"CHOQUE",0,9,-11.96,-76.96,"2020","MARZO","06"
"1080",23.58,"LIMA","PE-22",97,"CHOQUE",0,1,-11.96,-76.96,"2020","MARZO","06"
"1081",21.83,"JUNIN","PE-3N",109,"ATROPELLO",0,2,-10.85,-74.01,"2020","MARZO","06"
"1082",8.83,"LIMA","PE-1N",113,"DESPISTE",0,2,-11.96,-76.96,"2020","MARZO","06"
"1083",22.08,"LIMA","PE-1S",114,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","06"
"1084",3,"HUANCAVELICA","PE-28A",131,"CHOQUE",0,0,-11.22,-73.03,"2020","MARZO","06"
"1085",7.33,"TACNA","PE-1SD",189,"DESPISTE",0,0,-18,-69.76,"2020","MARZO","06"
"1086",16.17,"APURIMAC","PE-30A",190,"DESPISTE",0,1,-13.95,NA,"2020","MARZO","06"
"1087",18.5,"JUNIN","PE-24",256,"DESPISTE",0,7,-10.85,-74.01,"2020","MARZO","06"
"1088",6.92,"ANCASH","PE-1N",331,"DESPISTE",0,1,-92.75,-76.44,"2020","MARZO","06"
"1089",10.33,"MADRE DE DIOS","PE-30C",333,"ATROPELLO",0,2,-10.24,-69.19,"2020","MARZO","06"
"1090",15.67,"ANCASH","PE-1N",392,"DESPISTE",0,0,-92.75,-76.44,"2020","MARZO","06"
"1091",18.75,"AREQUIPA","PE-1S",746,"DESPISTE",0,0,-15.6,-70.47,"2020","MARZO","06"
"1092",7,"PIURA","PE-1N",956,"CHOQUE",0,4,-50.22,-79.35,"2020","MARZO","06"
"1093",18.25,"ICA","PE-28",1,"CHOQUE",0,2,-13.93,-74.27,"2020","MARZO","07"
"1094",19.83,"CAJAMARCA","PE-06B",15,"ATROPELLO",0,0,-70.39,-77.49,"2020","MARZO","07"
"1095",23,"AMAZONAS","AM-108",32,"VOLCADURA",0,2,-50.85,-77.89,"2020","MARZO","07"
"1096",5,"LIMA","PE-22",41,"CHOQUE",0,0,-11.96,-76.96,"2020","MARZO","07"
"1097",10.8,"TACNA","PE-30A",46,"DESPISTE",0,0,-18,-69.76,"2020","MARZO","07"
"1098",12.58,"JUNIN","PE-3S",74,"DESPISTE",0,0,-10.85,-74.01,"2020","MARZO","07"
"1099",18.58,"LIMA","PE-1S",96,"ATROPELLO",0,1,-11.96,-76.96,"2020","MARZO","07"
"1100",23.33,"LAMBAYEQUE","PE-1N",111,"CHOQUE",0,0,-66.81,-78.1,"2020","MARZO","07"
"1101",22.83,"CUSCO","PE-28B",153,"CHOQUE",0,0,-12.47,-70.04,"2020","MARZO","07"
"1102",1.88,"PUNO","PE-34A",198,"ESPECIAL",0,0,-14.16,-69.98,"2020","MARZO","07"
"1103",22.17,"PIURA","PE-1NJ",214,"DESPISTE",0,1,-50.22,-79.35,"2020","MARZO","07"
"1104",6.9,"SAN MARTIN","PE-5N",438,"DESPISTE",0,2,-71.56,-75.18,"2020","MARZO","07"
