Year,Make,Model,Kilometres,Body_Type,Engine,Transmission,Drivetrain,Exterior_Colour,Interior_Colour,Passengers,Doors,Fuel_Type,City,Highway,Price
2019,Mercedes-Benz,GLC,67000,SUV,8,Automatic,AWD,designo Selenite Grey MAGNO,Black,5,4,Gas,15,"10,9",69888
2016,Mercedes-Benz,CLS,63000,Sedan,8,Automatic,AWD,Allanite Grey MAGNO,Cream,4,4,Gas,"15,1","10,8",69888
2020,Mercedes-Benz,CLS,60000,Sedan,6,Automatic,AWD,Cavansite Blue Metallic,Black,5,4,Gas,"13,65","9,8",69888
2019,Mercedes-Benz,GLE63,45184,SUV,8,Automatic,AWD,Blue,Black,5,4,Gas,"17,2","12,8",82995
2019,Mercedes-Benz,GLS-Class,55632,SUV,6,Automatic,AWD,Polar White,Black,7,4,Gas,"14,9","11,2",70800
2019,Mercedes-Benz,GLS,46166,SUV,6,Automatic,AWD,Lunar Blue Metallic,Tan,7,4,Gas,"14,9","11,2",72800
2019,Mercedes-Benz,GLS-Class,46278,SUV,6,Automatic,AWD,Polar White,Black,7,4,Gas,"14,9","11,2",72800
2018,Mercedes-Benz,S-Class,81059,Sedan,8,Automatic,AWD,designo Diamond White Metallic,Tan,5,4,Gas,"13,5","8,6",72800
2020,Mercedes-Benz,GLE-Class,28522,SUV,6,Automatic,AWD,Polar White,Black,5,4,Gas,"13,31","10,23333333",72800
2021,Mercedes-Benz,GLE,36000,SUV,4,Automatic,AWD,Mojave Silver Metallic,Black,5,4,Gas,"12,4",9,72888
2019,Mercedes-Benz,CLS,49000,Sedan,6,9 Speed Automatic,AWD,Grey,Beige,5,4,Gasoline Hybrid,"13,65","9,8",73800
2018,Mercedes-Benz,S-Class,75343,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"13,5","8,6",73800
2021,Mercedes-Benz,CLA,42000,Sedan,4,Automatic,AWD,Night Black,Black,5,4,Gas,"10,3","7,9",74888
2018,Mercedes-Benz,S-Class,59600,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"13,5","8,6",76800
2017,Mercedes-Benz,GLS-Class,62613,SUV,8,Automatic,AWD,designo Diamond White Metallic,Black,7,4,Gas,"18,2",14,76800
2022,Mercedes-Benz,GLE,7000,SUV,4,Automatic,AWD,High-tech Silver Metallic,Black,5,4,Gas,"12,1","8,9",78800
2021,Mercedes-Benz,GLE-Class,37857,SUV,6,Automatic,AWD,designo Diamond White Metallic,Black,5,4,Gas,"13,31","10,23333333",78800
2019,Mercedes-Benz,S-Class,71088,Sedan,8,Automatic,AWD,Selenite Grey Metallic,Black,4,4,Gas,"13,5","8,6",79910
2022,Mercedes-Benz,CLA,16000,Sedan,4,Automatic,AWD,Polar White,Black,5,4,Gas,"11,8","8,4",79988
2018,Mercedes-Benz,GLE63,57118,SUV,8,Automatic,AWD,Obsidian Black Metallic,Black,5,4,Gas,"17,3","13,5",79988
2020,Mercedes-Benz,E-Class,54906,Sedan,6,Automatic,AWD,Polar White,Black,5,4,Gas,"12,33584906","8,8",81800
2021,Mercedes-Benz,GLE,11599,SUV,6,Automatic,AWD,White,Black,5,4,Gas,"12,81724138","9,710344828",81994
2019,Mercedes-Benz,S-Class,83000,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"13,5","8,6",82699
2022,Mercedes-Benz,GLE,10000,SUV,4,9 Speed Automatic,AWD,High-tech Silver Metallic,Black,7,4,Gas,"12,1","8,9",82780
2020,Mercedes-Benz,E-Class,37000,Sedan,6,9 Speed Automatic,AWD,White,Black,5,4,Gasoline Hybrid,"12,33584906","8,8",82888
2019,Mercedes-Benz,GLE63,45184,SUV,8,Automatic,AWD,Blue,Black,5,4,Gas,"17,2","12,8",82995
2017,Mercedes-Benz,GLS-Class,39641,SUV,8,Automatic,AWD,designo Diamond White Metallic,Black,7,4,Gas,"15,48888889","11,95555556",84800
2016,Mercedes-Benz,G-Class,128177,SUV,8,Automatic,AWD,Grey,Cream,5,4,Gas,19,"16,5",85910
2015,Mercedes-Benz,G550,50000,SUV,8,Automatic,AWD,Diamond White Metallic,Black,5,4,Gas,"19,9","16,1",88888
2020,Mercedes-Benz,S-Class,67376,Sedan,8,Automatic,AWD,Black,Beige,5,4,Gas,"13,5","8,6",88910
2018,Mercedes-Benz,E-Class,75000,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"15,5","10,6",89800
2019,Mercedes-Benz,S-Class,34722,Sedan,8,Automatic,AWD,Selenite Grey Metallic,Black,4,4,Gas,"13,5","8,6",89800
2020,Mercedes-Benz,S560,16000,Sedan,8,Automatic,AWD,Obsidian Black Metallic,Black,5,4,Gas,"13,5","8,6",89888
2020,Mercedes-Benz,GLE-Class,45246,SUV,3,Automatic,AWD,Black,Black,5,4,Gas,"13,31","10,23333333",89998
2018,Mercedes-Benz,E-Class,49500,Sedan,8,Automatic,AWD,designo Diamond White Metallic,Black,5,4,Gas,"15,5","10,6",94800
2021,Mercedes-Benz,GLE-Class,44231,SUV,6,Automatic,AWD,designo Diamond White Metallic,Brown,5,4,Gas,"13,31","10,23333333",99800
2021,Mercedes-Benz,GLE,22458,SUV,6,Automatic,AWD,Polar White,Black,5,4,Gas,"12,81724138","9,710344828",99888
2020,Mercedes-Benz,S560,30166,Sedan,8,Automatic,AWD,designo Diamond White,Black,5,4,Gas,"13,5","8,6",99955
2019,Mercedes-Benz,G-Class,26908,SUV,8,Automatic,AWD,Black,Black,5,4,Gas,"18,1","15,6",228800
2021,Mercedes-Benz,GLE,19055,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"12,81724138","9,710344828",100999
2019,Mercedes-Benz,E-Class,55867,Sedan,8,Automatic,AWD,Polar White,Black,5,4,Gas,16,"10,5",102800
2020,Mercedes-Benz,GLS,53000,SUV,8,Automatic,AWD,Obsidian Black Metallic,Black,6,4,Gas,15,"11,65555556",103899
2020,Mercedes-Benz,S-Class,13506,Sedan,8,Automatic,AWD,White,Brown,5,4,Gas,"13,5","8,6",103910
2021,Mercedes-Benz,GLE,23000,SUV,6,Automatic,AWD,Polar White,Black,5,4,Gas,"12,81724138","9,710344828",104888
2020,Mercedes-Benz,S560,34700,Sedan,8,Automatic,AWD,Iridium Silver Metallic,Black,5,4,Gas,"13,5","8,6",106955
2021,Mercedes-Benz,GLE-Class,16842,SUV,6,Automatic,AWD,designo Diamond White Metallic,Black,7,4,Gas,"13,31","10,23333333",108800
2019,Mercedes-Benz,E-Class,28724,Sedan,8,Automatic,AWD,Polar White,Black,5,4,Gas,16,"10,5",109800
2016,Mercedes-Benz,G-Class,107118,SUV,8,Automatic,AWD,Polar White,Black,5,4,Gas,20,"16,6",109800
2019,Mercedes-Benz,AMG,31952,SUV,8,Automatic,AWD,Selenite Metallic,Black,7,4,Gas,"17,8","13,2",109955
2018,Mercedes-Benz,E-Class,23654,Wagon,8,Automatic,AWD,Black,Black,5,4,Gas,"15,2",11,122800
2014,Mercedes-Benz,C-Class,202000,Sedan,6,Automatic,AWD,Not Specified,Black,5,4,Gas,"11,61529412","8,414117647",11999
2016,Mercedes-Benz,GLA,67698,SUV,4,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"10,01666667","7,333333333",24999
2014,Mercedes-Benz,CLA-Class,177000,Sedan,4,Automatic,AWD,Polar Silver Metallic,Black,5,4,Gas,"9,563636364","6,972727273",15950
2013,Mercedes-Benz,C-Class,129000,Sedan,6,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"10,5","7,2",16480
2013,Mercedes-Benz,GLK-Class,148000,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"11,1","8,1",17480
2014,Mercedes-Benz,E-Class,187000,Sedan,6,Automatic,AWD,Black,Brown,5,4,Gas,"10,2","6,8",18990
2019,Mercedes-Benz,GLC-Class,61779,SUV,4,Automatic,AWD,Black,Black,5,4,Gas,"10,8",9,49800
2018,Mercedes-Benz,GLE-Class,59362,SUV,6,Automatic,AWD,Gray,Black,5,4,Gas,"13,5","10,3",42800
2021,Mercedes-Benz,GLE,19055,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"12,81724138","9,710344828",100999
2015,Mercedes-Benz,S-Class,72360,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"15,7","10,1",68998
2014,Mercedes-Benz,CLA-Class,177000,Sedan,4,Automatic,AWD,Polar Silver Metallic,Black,5,4,Gas,"9,563636364","6,972727273",15950
2013,Mercedes-Benz,C-Class,129000,Sedan,6,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"10,5","7,2",16480
2013,Mercedes-Benz,GLK-Class,148000,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"11,1","8,1",17480
2022,Mercedes-Benz,GLB,2947,SUV,4,8 Speed Automatic,AWD,MANUFAKTUR Patagonia Red Metallic,Dark Grey,5,4,Gas,"12,7","9,4",77265
2014,Mercedes-Benz,E-Class,187000,Sedan,6,Automatic,AWD,Black,Brown,5,4,Gas,"10,2","6,8",18990
2017,Mercedes-Benz,B-Class,137500,Hatchback,4,7 Speed Automatic,AWD,Calcite White,Dark Grey,5,4,Gas,"9,7","6,6",18999
2016,Mercedes-Benz,GLA,179000,SUV,4,Automatic,AWD,Jupiter Red,Black,5,4,Gas,"10,01666667","7,333333333",19950
2014,Mercedes-Benz,GLK-Class,140259,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"11,1","8,1",19995
2009,Mercedes-Benz,S-Class,132122,Sedan,8,Automatic,AWD,Silver,Brown,5,4,Gas,"14,9","9,3",19995
2017,Mercedes-Benz,B-Class,98000,Hatchback,4,Automatic,AWD,Black,White,5,4,Gas,"9,7","6,6",20450
2012,Mercedes-Benz,GL350,139000,SUV,6,Automatic,AWD,Diamond White Bright Metallic,Black,7,4,Diesel,"12,7","9,2",21888
2015,Mercedes-Benz,GLK-Class,157000,SUV,4,Automatic,AWD,Gray,Black,5,4,Diesel,"11,8625","8,8",21995
2016,Mercedes-Benz,C-Class,158579,Sedan,4,7 Speed Automatic,AWD,White,Black,5,4,Gas,"11,61529412","8,414117647",23488
2015,Mercedes-Benz,GLK-Class,118000,SUV,4,Automatic,AWD,Black,Black,5,4,Diesel,"11,8625","8,8",23995
2015,Mercedes-Benz,C-Class,94000,Sedan,4,Automatic,AWD,Dark Grey,Black,5,4,Flexible,"11,61529412","8,414117647",24777
2013,Mercedes-Benz,GLK-Class,75125,SUV,6,7 Speed Automatic,AWD,White,Black,5,4,Gas,"11,1","8,1",24988
2016,Mercedes-Benz,C-Class,104000,Sedan,4,Automatic,AWD,White,Black,5,4,Gas,"11,61529412","8,414117647",24999
2017,Mercedes-Benz,CLA,121000,Sedan,4,Automatic,AWD,Gray,Black,5,4,Gas,"9,6","6,4",25450
2022,Mercedes-Benz,GLC,1438,SUV,4,Automatic,AWD,Grey,Beige,5,4,Gas,"11,5","9,1",64047
2015,Mercedes-Benz,C300,124115,Sedan,4,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"10,8962963","7,533333333",25888
2017,Mercedes-Benz,CLA,96000,Sedan,4,Automatic,AWD,Black,Tan,5,4,Gas,"9,955555556","7,177777778",26450
2017,Mercedes-Benz,GLA,103000,SUV,4,Automatic,AWD,Black,Black,5,4,Gas,"10,01666667","7,333333333",26885
2015,Mercedes-Benz,C400,149285,Sedan,6,7 Speed Automatic,AWD,Tenorite Grey Metallic,Black,5,4,Gas,"11,1","8,4",26888
2016,Mercedes-Benz,GLA250,96608,SUV,4,7 Speed Automatic,AWD,South Seas Blue Metallic,Black,5,4,Gas,"10,28","7,36",26888
2016,Mercedes-Benz,GLA,60000,SUV,4,Automatic,AWD,Polar Silver Metallic,Black,5,4,Flexible,"9,4","6,7",26950
2017,Mercedes-Benz,CLA-Class,186000,Sedan,4,Automatic,AWD,Calcite White,Black,5,4,Gas,"9,563636364","6,972727273",26995
2015,Mercedes-Benz,C-Class,126000,Sedan,6,7 Speed Automatic,AWD,Tenorite Grey Metallic,Beige,5,4,Gas,"11,1","8,4",26996
2015,Mercedes-Benz,CLA45,166735,Sedan,4,7 Speed Automatic,AWD,Calcite White,Black,5,4,Gas,"11,8","8,4",28888
2017,Mercedes-Benz,C300,100738,Sedan,4,7 Speed Automatic,AWD,designo Hyacinth Red Metallic,White,5,4,Gas,"10,1","7,8",30888
2017,Mercedes-Benz,GLC,109000,SUV,4,Automatic,AWD,Silver,Black,5,4,Gas,"11,1","8,5",31750
2017,Mercedes-Benz,GLC,89000,SUV,4,Automatic,AWD,Dark Blue,Black,5,4,Gas,"11,1","8,5",32777
2013,Mercedes-Benz,GL-Class,128854,SUV,6,7 Speed Automatic,AWD,Diamond White Bright Metallic,Brown,7,4,Diesel,"12,7","9,2",32900
2018,Mercedes-Benz,GLA,37000,SUV,4,Automatic,AWD,Night Black,Beige,5,4,Gas,"10,01666667","7,333333333",34888
2016,Mercedes-Benz,C450,117656,Sedan,6,7 Speed Automatic,AWD,White,Black,5,4,Gas,"11,1","9,6",34888
2017,Mercedes-Benz,GLC300,78000,SUV,4,Automatic,AWD,White,Black,5,4,Gas,"11,1","8,5",34950
2018,Mercedes-Benz,C-Class,83000,Sedan,4,Automatic,AWD,Blue,Black,5,4,Gas,"10,5","7,5",35250
2020,Mercedes-Benz,C-Class,77167,Sedan,4,Automatic,AWD,Blue,Black,5,4,Gas,11,"7,3",38995
2017,Mercedes-Benz,GLC300,65023,SUV,4,Automatic,AWD,Blue,Black,5,4,Gas,"11,1","8,5",36000
2019,Mercedes-Benz,GLC,47000,SUV,4,Automatic,AWD,White,Black,5,4,Gas,11,"8,7",36777
2017,Mercedes-Benz,E-Class,140735,Wagon,6,Automatic,AWD,Iridium Silver Metallic,Black,5,4,Gas,"12,4","9,3",36800
2019,Mercedes-Benz,C-Class,117000,Sedan,4,Automatic,AWD,White,Black,5,4,Gas,11,"7,3",36950
2020,Mercedes-Benz,GLE350,103378,SUV,4,Automatic,AWD,Polar White,Tan,5,4,Gas,"12,1","8,8",58795
2017,Mercedes-Benz,E-Class,98819,Sedan,4,9 Speed Automatic,AWD,White,Black,5,4,Gas,"10,8","8,1",36995
2018,Mercedes-Benz,GLE,106845,SUV,3,Automatic,AWD,Black,Black,5,4,Gas,"13,5","10,3",37500
2019,Mercedes-Benz,CLA,38000,Sedan,4,7 Speed Automatic,AWD,Mountain Grey Metallic,Black,5,4,Gas,"9,9","7,3",38250
2017,Mercedes-Benz,C43,120155,Sedan,6,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"12,36111111","8,938888889",38399
2017,Mercedes-Benz,GLE,107000,SUV,6,Automatic,AWD,Black,Black,5,4,Gas,"13,1","10,1",39560
2017,Mercedes-Benz,C-Class,115351,Sedan,6,Automatic,AWD,Black,Red,5,4,Gas,"11,61529412","8,414117647",39800
2019,Mercedes-Benz,E-Class,37000,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"14,6","10,4",109900
2017,Mercedes-Benz,E-Class,61900,Sedan,4,Automatic,AWD,Iridium Silver Metallic,Black,5,4,Gas,"10,8","8,1",41350
2018,Mercedes-Benz,GLC,93582,SUV,3,Automatic,AWD,White,Black,5,4,Gas,"13,1","10,1",42495
2017,Mercedes-Benz,E-Class,75500,Sedan,3,Automatic,AWD,Black,Cream,5,4,Gas,"11,8","8,6",42499
2018,Mercedes-Benz,Metris,93000,Minivan,4,7 Speed Automatic,RWD,Black,Black,8,4,Gas,"12,3","10,3",44985
2018,Mercedes-Benz,E-Class,23654,Wagon,8,Automatic,AWD,Black,Black,5,4,Gas,"15,2",11,122800
2018,Mercedes-Benz,C-Class,74916,Sedan,3,Automatic,AWD,Blue,Black,5,4,Gas,"11,8","8,8",45888
2018,Mercedes-Benz,C-Class,65029,Sedan,3,Automatic,AWD,Selenite Grey Metallic,Black,5,4,Gas,"11,8","8,8",45888
2020,Mercedes-Benz,C300,26000,Sedan,4,Automatic,AWD,Polar White,Beige,5,4,Gas,11,"7,3",46889
2018,Mercedes-Benz,GLE-Class,69525,SUV,6,Automatic,AWD,Gray,Black,5,4,Gas,"13,5","10,3",40800
2019,Mercedes-Benz,A-Class,75308,Hatchback,4,7 Speed Automatic with auto-shift,AWD,Silver,Black,5,4,Gas,"9,4","6,8",30999
2021,Mercedes-Benz,GLE-Class,16842,SUV,6,Automatic,AWD,designo Diamond White Metallic,Black,7,4,Gas,"13,31","10,23333333",108800
2021,Mercedes-Benz,AMG,34322,Hatchback,6,9 Speed Automatic,AWD,Grey,Red,5,4,Gasoline Hybrid,"13,6875","10,15",119999
2017,Mercedes-Benz,C-Class,90449,Sedan,4,7 Speed Automatic,AWD,White,Black,5,4,Gas,"11,61529412","8,414117647",32597
2021,Mercedes-Benz,G-Class,27185,SUV,8,Automatic,AWD,Black,Red,5,4,Gas,"18,6","15,5",245980
2017,Mercedes-Benz,CLS,106000,Sedan,8,9 Speed Automatic,AWD,White,Red,4,4,Gas,"13,65","9,8",47888
2018,Mercedes-Benz,GLC,86000,SUV,4,9 Speed Automatic,AWD,White,Red,5,4,Gas,11,"8,7",48800
2016,Mercedes-Benz,GLE,127629,SUV,6,9 Speed Automatic,AWD,White,Black,5,4,Diesel,"10,4","8,2",48888
2014,Mercedes-Benz,E63,117250,Sedan,8,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"13,9","9,3",49888
2019,Mercedes-Benz,AMG,48592,SUV,6,Automatic,AWD,Polar White,Black,5,4,Gas,"12,5","9,6",49995
2019,Mercedes-Benz,C-Class,92833,Sedan,6,Automatic,AWD,Polar White,Black,5,4,Gas,"12,4","8,7",50800
2019,Mercedes-Benz,GLC,60973,SUV,3,Automatic,AWD,Grey,Black,5,4,Gas,"12,5","9,6",52888
2022,Mercedes-Benz,GLC,685,SUV,4,Automatic,AWD,Black,Grey,5,4,Gas,"11,5","9,1",68508
2019,Mercedes-Benz,AMG,54734,SUV,6,Automatic,AWD,Iridium Silver Metallic,Black,5,4,Gas,"12,5","9,6",52988
2018,Mercedes-Benz,AMG,50000,SUV,6,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"13,1","10,1",54999
2018,Mercedes-Benz,GLC,56379,SUV,4,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"11,1","8,6",39999
2022,Mercedes-Benz,GLC,9000,SUV,4,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"11,5","9,1",58807
2017,Mercedes-Benz,S-Class,96355,Sedan,8,7 Speed Automatic,RWD,Black,Black,5,4,Gas,"14,440625","9,25",58990
2017,Mercedes-Benz,C-Class,67261,Sedan,8,Automatic,RWD,Lunar Blue Metallic,Black,5,4,Gas,"13,4","9,6",67800
2019,Mercedes-Benz,C-Class,69919,Sedan,8,Automatic,RWD,Black,Black,5,4,Gas,"13,2","8,7",75800
2020,Mercedes-Benz,GLE-Class,71452,SUV,3,Automatic,AWD,Black,Brown,5,4,Gas,"13,31","10,23333333",84988
2017,Mercedes-Benz,S-Class,70869,Sedan,8,Automatic,AWD,Black,Tan,5,4,Gas,"15,7","10,1",90800
2017,Mercedes-Benz,S-Class,64901,Sedan,8,Automatic,AWD,Black,Black,5,4,Gas,"15,7","10,1",92800
2020,Mercedes-Benz,GLS,18585,SUV,6,9 Speed Automatic,AWD,Black,Black,7,4,Gasoline Hybrid,15,"11,65555556",105989
2015,Mercedes-Benz,G-Class,63475,SUV,8,Automatic,AWD,Polar White,Black,5,4,Gas,20,"16,6",115910
2016,Mercedes-Benz,G-Class,79000,SUV,8,7 Speed Automatic,AWD,Black,Red,5,4,Gas,20,"16,6",118800
2017,Mercedes-Benz,G-Class,86632,SUV,8,Automatic,AWD,Black,Red,5,4,Gas,20,"16,6",123800
2022,Mercedes-Benz,GLS450,3000,SUV,6,Automatic,AWD,Obsidian Black Metallic,Black,7,4,Gas,"14,33333333","11,4",126888
2017,Mercedes-Benz,G-Class,60279,SUV,8,Automatic,AWD,Polar White,Black,5,4,Gas,20,"16,6",128800
2007,Mercedes-Benz,E-Class,225560,Sedan,6,5 Speed Automatic,AWD,Brown,Beige,5,4,Gas,"12,9","8,8",7480
2019,Mercedes-Benz,G-Class,89759,SUV,8,Automatic,AWD,Black,Black,5,4,Gas,"18,1","15,6",196800
2011,Mercedes-Benz,GLK-Class,155800,SUV,6,Automatic,AWD,Black,Tan,5,4,Gas,"11,8625","8,8",13895
2014,Mercedes-Benz,B-Class,105816,Hatchback,4,Automatic,FWD,Calcite White,Black,5,4,Gas,"7,9","5,5",15995
2013,Mercedes-Benz,E-Class,153619,Sedan,6,Automatic,AWD,Grey,Black,5,4,Gas,"12,33584906","8,8",17888
2014,Mercedes-Benz,CLA-Class,160000,Sedan,4,Automatic,AWD,Calcite White,Beige,5,4,Gas,"9,563636364","6,972727273",18995
2016,Mercedes-Benz,B-Class,133500,Hatchback,4,Automatic,AWD,South Seas Blue Metallic,Black,5,4,Gas,10,"7,5",18995
2012,Mercedes-Benz,M-Class,162254,SUV,3,7 Speed Automatic,AWD,Gray,Black,5,4,Diesel,"10,5","7,3",19980
2012,Mercedes-Benz,GL350BT,147281,SUV,6,7 Speed Automatic,AWD,Grey,Black,7,4,Diesel,"12,7","9,2",20888
2018,Mercedes-Benz,CLA,22086,Sedan,4,Automatic,AWD,Silver,Black,5,4,Gas,"9,955555556","7,177777778",34888
2013,Mercedes-Benz,M-Class,174500,SUV,3,7 Speed Automatic,AWD,White,Black,5,4,Diesel,"10,5","7,3",20888
2014,Mercedes-Benz,E-Class,145041,Sedan,4,Automatic,AWD,Grey,Black,5,4,Diesel,"8,5","5,7",20990
2014,Mercedes-Benz,E-Class,145000,Sedan,4,Automatic,AWD,Black,Black,5,4,Diesel,"12,33584906","8,8",21885
2016,Mercedes-Benz,C-Class,155000,Sedan,4,Automatic,AWD,White,Black,5,4,Gas,"11,61529412","8,414117647",23999
2010,Mercedes-Benz,S-Class,119862,Sedan,6,7 Speed Automatic,RWD,Diamond White Bright Metallic,Beige,5,4,Gasoline Hybrid,11,"7,7",24900
2015,Mercedes-Benz,C-Class,120000,Sedan,4,Automatic,AWD,Black,Black,5,4,Gas,"11,61529412","8,414117647",24995
2016,Mercedes-Benz,C-Class,127000,Sedan,4,Automatic,AWD,Silver,Black,5,4,Flexible,"11,61529412","8,414117647",26450
2016,Mercedes-Benz,C-Class,139000,Sedan,4,7 Speed Automatic,AWD,Black,Red,5,4,Flexible,"9,8","7,6",28450
2022,Mercedes-Benz,GLA,1600,SUV,4,Automatic,AWD,White,Black,5,4,Gas,"10,3","7,3",63662
2017,Mercedes-Benz,C-Class,127000,Sedan,4,7 Speed Automatic,AWD,Black,Black,5,4,Gas,"10,1","7,8",28950
2014,Mercedes-Benz,CLA-Class,88000,Sedan,4,Automatic,AWD,Black,Black,5,4,Gas,9,"6,5",30995
2018,Mercedes-Benz,CLA,48000,Sedan,4,Automatic,AWD,Jupiter Red,Black,5,4,Gas,"9,9","7,3",31950
2016,Mercedes-Benz,C-Class,45150,Sedan,4,7 Speed Automatic,AWD,Tenorite Grey Metallic,Black,5,4,Gas,"11,61529412","8,414117647",33999
2019,Mercedes-Benz,A-Class,55000,Hatchback,4,Automatic,AWD,Jupiter Red,Black,5,4,Gas,"9,4","6,8",36450
2022,Mercedes-Benz,AMG,526,Hatchback,6,Automatic,AWD,High Tech Silver,Black,4,4,Gasoline Hybrid,"13,6875","10,15",134236
2019,Mercedes-Benz,A220,43929,Sedan,4,Automatic,AWD,Mountain Grey Metallic,Black,5,4,Gas,"9,6","7,1",39988
2017,Mercedes-Benz,E-Class,89397,Sedan,6,Automatic,AWD,White,Brown,5,4,Gas,"11,8","8,6",39999
2018,Mercedes-Benz,GLC,62000,SUV,4,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"11,1","8,6",40999
2018,Mercedes-Benz,GLE-Class,69525,SUV,6,Automatic,AWD,Gray,Black,5,4,Gas,"13,5","10,3",40800
2018,Mercedes-Benz,GLA45,78606,SUV,4,7 Speed Automatic with auto-shift,AWD,White,Black,5,4,Gas,"10,7","8,3",39999
2018,Mercedes-Benz,E-Class,64837,Sedan,6,Automatic,AWD,Black,Black,5,4,Gas,"11,8","8,7",46699
2021,Mercedes-Benz,A-Class,25500,Hatchback,4,Automatic,AWD,Polar White,Black,5,4,Gas,"10,6","8,2",56395
2017,Mercedes-Benz,GLS-Class,39641,SUV,8,Automatic,AWD,designo Diamond White Metallic,Black,7,4,Gas,"15,48888889","11,95555556",84800
2016,Mercedes-Benz,GLE,152842,SUV,6,9 Speed Automatic,AWD,Black,Black,5,4,Diesel,"10,1",8,32987
2019,Mercedes-Benz,GLE,96904,SUV,6,9 Speed Automatic,AWD,Obsidian Black Metallic,Black,5,4,Gas,14,"10,6",47999
2016,Mercedes-Benz,GLE,67650,SUV,6,Automatic,AWD,Diamond Silver Metallic,Black,5,4,Diesel,"10,1",8,44900
2019,Mercedes-Benz,C300,54000,Sedan,4,Automatic,AWD,Polar White,Black,5,4,Gas,11,"7,3",45880
2017,Mercedes-Benz,E-Class,130900,Sedan,3,Automatic,AWD,Grey,Black,5,4,Gas,"12,33584906","8,8",45888
2017,Mercedes-Benz,E-Class,49794,Sedan,6,Automatic,AWD,Silver,Black,5,4,Gas,"11,8","8,6",45910
2018,Mercedes-Benz,GLC,43718,SUV,4,9 Speed Automatic,AWD,Polar White,Black,5,4,Gas,"11,1","8,6",47995
2019,Mercedes-Benz,E-Class,75420,Sedan,6,9 Speed Automatic,AWD,Dark Grey,Black,5,4,Gas,"12,33584906","8,8",47999
2014,Mercedes-Benz,S-Class,148499,Sedan,8,7 Speed Automatic,AWD,Black,Black,5,4,Gas,14,"8,7",53999
2022,Mercedes-Benz,GLC,14322,SUV,6,Automatic,AWD,White,Black,5,4,Gas,"12,9","9,3",81388
2018,Mercedes-Benz,GLE,77000,SUV,6,9 Speed Automatic,AWD,Black,Black,5,4,Gas,"12,81724138","9,710344828",68995
2015,Mercedes-Benz,S-Class,76982,Sedan,8,Automatic,AWD,Black,Brown,4,4,Gas,"15,7","10,1",69910
2019,Mercedes-Benz,GLE43,58484,SUV,3,Automatic,AWD,Iridium Silver Metallic,Black,5,4,Gas,"14,1","10,9",79995
2021,Mercedes-Benz,GLE-Class,44231,SUV,6,Automatic,AWD,designo Diamond White Metallic,Brown,5,4,Gas,"13,31","10,23333333",99800
2018,Mercedes-Benz,C63,26089,Sedan,8,Automatic,RWD,Iridium Silver Metallic,Black,5,4,Gas,"13,4","9,6",85888
2015,Mercedes-Benz,G-Class,129000,SUV,8,Automatic,AWD,Polar White,Black,5,4,Gas,20,"16,6",115888
2019,Mercedes-Benz,G-Class,26908,SUV,8,Automatic,AWD,Black,Black,5,4,Gas,"18,1","15,6",228800
2007,Mercedes-Benz,S-Class,230604,Sedan,8,7 Speed Automatic,AWD,Silver,Black,5,4,Gas,"15,2","9,6",8888
2015,Mercedes-Benz,C-Class,157000,Sedan,4,7 Speed Automatic,AWD,Dark Grey,Red,5,4,Flexible,"11,61529412","8,414117647",24990
2007,Mercedes-Benz,M-Class,310640,SUV,6,Automatic,AWD,Grey,Black,5,4,Diesel,11,"8,1",8888
2011,Mercedes-Benz,B-Class,102000,Hatchback,4,Automatic,FWD,Calcite White,Black,5,4,Gas,"9,2","6,7",9644
2009,Mercedes-Benz,E-Class,247856,Wagon,6,Automatic,AWD,Grey,Black,7,4,Gas,"13,3","9,4",9888
2012,Mercedes-Benz,GLK-Class,169000,SUV,6,Automatic,AWD,Gray,Black,5,4,Gas,13,"9,3",13885
2009,Mercedes-Benz,S-Class,162285,Sedan,8,7 Speed Automatic,AWD,Silver,Black,5,4,Gas,"14,2",9,14588
2014,Mercedes-Benz,CLA-Class,162000,Sedan,4,Automatic,FWD,Calcite White,Black,5,4,Gas,"7,8","5,1",17450
