Fecha UTC,Fecha,profundidad (km),magnitud (M)
10/01/2000,Ene-00,16,4.6
11/01/2000,Ene-00,44,4.5
12/01/2000,Ene-00,51,4.5
14/01/2000,Ene-00,123,4.9
15/01/2000,Ene-00,37,4.5
15/01/2000,Ene-00,122,5
16/01/2000,Ene-00,26,4.5
16/01/2000,Ene-00,15,4.5
16/01/2000,Ene-00,45,4.5
18/01/2000,Ene-00,11,4.5
18/01/2000,Ene-00,10,4.5
19/01/2000,Ene-00,26,5.7
19/01/2000,Ene-00,62,4.8
19/01/2000,Ene-00,8,4.5
19/01/2000,Ene-00,30,4.7
19/01/2000,Ene-00,34,4.7
20/01/2000,Ene-00,150,4.8
21/01/2000,Ene-00,35,4.9
24/01/2000,Ene-00,80,4.5
27/01/2000,Ene-00,33,4.6
30/01/2000,Ene-00,30,4.5
30/01/2000,Ene-00,169,5
31/01/2000,Ene-00,39,4.7
02/02/2000,Feb-00,42,4.7
02/02/2000,Feb-00,113,4.5
03/02/2000,Feb-00,133,4.5
04/02/2000,Feb-00,9,5.1
05/02/2000,Feb-00,7,4.5
05/02/2000,Feb-00,74,5.2
06/02/2000,Feb-00,38,5.2
07/02/2000,Feb-00,8,4.9
08/02/2000,Feb-00,38,5.1
08/02/2000,Feb-00,7,4.9
08/02/2000,Feb-00,19,4.9
09/02/2000,Feb-00,167,4.9
11/02/2000,Feb-00,39,4.9
12/02/2000,Feb-00,57,4.9
12/02/2000,Feb-00,40,4.8
14/02/2000,Feb-00,54,4.7
14/02/2000,Feb-00,22,5.2
15/02/2000,Feb-00,186,5.1
15/02/2000,Feb-00,76,4.7
17/02/2000,Feb-00,126,4.7
18/02/2000,Feb-00,56,4.7
18/02/2000,Feb-00,98,4.6
20/02/2000,Feb-00,179,4.8
20/02/2000,Feb-00,12,4.5
21/02/2000,Feb-00,27,4.6
21/02/2000,Feb-00,54,4.5
21/02/2000,Feb-00,136,4.6
25/02/2000,Feb-00,78,4.7
26/02/2000,Feb-00,106,4.9
27/02/2000,Feb-00,133,4.6
27/02/2000,Feb-00,29,4.7
27/02/2000,Feb-00,10,4.6
28/02/2000,Feb-00,53,4.8
28/02/2000,Feb-00,76,4.5
28/02/2000,Feb-00,70,4.7
29/02/2000,Feb-00,49,5
29/02/2000,Feb-00,144,4.5
01/03/2000,Mar-00,24,4.5
01/03/2000,Mar-00,23,4.7
03/03/2000,Mar-00,22,4.5
03/03/2000,Mar-00,134,4.5
04/03/2000,Mar-00,17,4.5
04/03/2000,Mar-00,11,4.5
04/03/2000,Mar-00,49,4.5
06/03/2000,Mar-00,53,4.8
07/03/2000,Mar-00,52,4.8
11/03/2000,Mar-00,188,4.5
11/03/2000,Mar-00,35,4.6
12/03/2000,Mar-00,51,4.6
12/03/2000,Mar-00,89,4.5
13/03/2000,Mar-00,145,4.7
14/03/2000,Mar-00,76,4.7
14/03/2000,Mar-00,31,4.7
15/03/2000,Mar-00,28,4.6
17/03/2000,Mar-00,67,4.6
17/03/2000,Mar-00,8,4.9
18/03/2000,Mar-00,15,4.6
18/03/2000,Mar-00,124,5.1
19/03/2000,Mar-00,65,4.5
19/03/2000,Mar-00,41,4.5
19/03/2000,Mar-00,68,4.5
20/03/2000,Mar-00,182,4.5
20/03/2000,Mar-00,164,4.9
21/03/2000,Mar-00,30,4.7
22/03/2000,Mar-00,19,4.6
22/03/2000,Mar-00,46,4.5
25/03/2000,Mar-00,9,5
25/03/2000,Mar-00,178,5.6
26/03/2000,Mar-00,46,4.6
26/03/2000,Mar-00,125,4.9
27/03/2000,Mar-00,85,5.1
27/03/2000,Mar-00,134,4.5
28/03/2000,Mar-00,155,5.2
29/03/2000,Mar-00,125,4.5
31/03/2000,Mar-00,36,4.6
01/04/2000,Abr-00,91,4.5
01/04/2000,Abr-00,25,4.9
02/04/2000,Abr-00,31,4.5
04/04/2000,Abr-00,14,4.6
04/04/2000,Abr-00,34,4.6
06/04/2000,Abr-00,96,4.5
07/04/2000,Abr-00,120,5.1
10/04/2000,Abr-00,34,5.3
11/04/2000,Abr-00,21,4.8
11/04/2000,Abr-00,64,4.5
11/04/2000,Abr-00,33,4.6
12/04/2000,Abr-00,37,4.5
12/04/2000,Abr-00,6,4.6
13/04/2000,Abr-00,66,4.9
15/04/2000,Abr-00,54,5
15/04/2000,Abr-00,6,4.6
15/04/2000,Abr-00,16,4.6
15/04/2000,Abr-00,118,4.6
15/04/2000,Abr-00,158,4
15/04/2000,Abr-00,55,4.6
15/04/2000,Abr-00,29,4.5
15/04/2000,Abr-00,8,4.8
16/04/2000,Abr-00,16,4.9
16/04/2000,Abr-00,28,5.1
17/04/2000,Abr-00,87,4.7
20/04/2000,Abr-00,137,4
20/04/2000,Abr-00,39,4.6
20/04/2000,Abr-00,28,4.5
20/04/2000,Abr-00,26,4.8
21/04/2000,Abr-00,133,4.8
22/04/2000,Abr-00,56,4.5
23/04/2000,Abr-00,66,4.5
24/04/2000,Abr-00,49,5.4
24/04/2000,Abr-00,13,4.5
25/04/2000,Abr-00,41,5.4
25/04/2000,Abr-00,95,5.6
25/04/2000,Abr-00,30,4.8
26/04/2000,Abr-00,109,4.5
26/04/2000,Abr-00,47,4.5
27/04/2000,Abr-00,56,5.1
28/04/2000,Abr-00,56,4.8
28/04/2000,Abr-00,36,4.5
29/04/2000,Abr-00,37,4.5
29/04/2000,Abr-00,154,4.5
29/04/2000,Abr-00,59,4.7
29/04/2000,Abr-00,123,5.9
30/04/2000,Abr-00,97,4.5
01/05/2000,May-00,48,4.8
01/05/2000,May-00,26,4.8
01/05/2000,May-00,136,4.9
01/05/2000,May-00,29,4.5
01/05/2000,May-00,8,4.5
02/05/2000,May-00,38,4.6
03/05/2000,May-00,155,4.9
04/05/2000,May-00,43,4.9
06/05/2000,May-00,14,4.6
06/05/2000,May-00,56,4.8
06/05/2000,May-00,31,4.5
07/05/2000,May-00,41,4.5
07/05/2000,May-00,131,4.5
08/05/2000,May-00,126,4.6
08/05/2000,May-00,80,4.5
08/05/2000,May-00,51,4.9
09/05/2000,May-00,33,4.6
09/05/2000,May-00,59,5.3
10/05/2000,May-00,23,4.5
12/05/2000,May-00,184,5
12/05/2000,May-00,39,4.5
12/05/2000,May-00,8,4.6
13/05/2000,May-00,23,4.6
13/05/2000,May-00,51,4.9
14/05/2000,May-00,102,4.5
16/05/2000,May-00,111,4.7
16/05/2000,May-00,127,4.6
16/05/2000,May-00,58,4.5
17/05/2000,May-00,45,5.1
17/05/2000,May-00,5,4.8
18/05/2000,May-00,20,4.5
18/05/2000,May-00,98,4.8
18/05/2000,May-00,40,4.5
18/05/2000,May-00,14,4.7
21/05/2000,May-00,16,4.6
22/05/2000,May-00,77,4.7
22/05/2000,May-00,148,4.5
22/05/2000,May-00,38,6
22/05/2000,May-00,15,4.6
23/05/2000,May-00,6,4.6
24/05/2000,May-00,12,4.5
25/05/2000,May-00,32,4.9
25/05/2000,May-00,16,4.6
26/05/2000,May-00,123,4.6
27/05/2000,May-00,99,4.6
27/05/2000,May-00,36,4.8
28/05/2000,May-00,40,4.7
29/05/2000,May-00,11,4.5
31/05/2000,May-00,145,4.6
01/06/2000,Jun-00,5,4.5
01/06/2000,Jun-00,118,4.7
02/06/2000,Jun-00,40,4.5
02/06/2000,Jun-00,127,4.6
02/06/2000,Jun-00,81,4.8
03/06/2000,Jun-00,148,5
03/06/2000,Jun-00,124,4.6
03/06/2000,Jun-00,16,4.9
03/06/2000,Jun-00,56,4.9
03/06/2000,Jun-00,102,4.9
04/06/2000,Jun-00,148,4.8
04/06/2000,Jun-00,8,4.5
06/06/2000,Jun-00,16,4.5
08/06/2000,Jun-00,88,4.5
08/06/2000,Jun-00,35,4.5
09/06/2000,Jun-00,135,4.6
10/06/2000,Jun-00,76,5
10/06/2000,Jun-00,91,4.8
14/06/2000,Jun-00,16,4.7
15/06/2000,Jun-00,31,4.8
15/06/2000,Jun-00,136,4.7
15/06/2000,Jun-00,19,4.8
16/06/2000,Jun-00,22,4.9
16/06/2000,Jun-00,15,4.7
17/06/2000,Jun-00,84,4.6
18/06/2000,Jun-00,24,4.5
18/06/2000,Jun-00,23,4.9
20/06/2000,Jun-00,29,4.9
26/06/2000,Jun-00,115,4.6
27/06/2000,Jun-00,139,4.8
27/06/2000,Jun-00,27,4.5
29/06/2000,Jun-00,65,4.9
29/06/2000,Jun-00,52,4.8
01/07/2000,Jul-00,18,4.9
04/07/2000,Jul-00,22,4.7
04/07/2000,Jul-00,22,4.5
05/07/2000,Jul-00,66,4.5
05/07/2000,Jul-00,33,4.8
07/07/2000,Jul-00,5,4.6
07/07/2000,Jul-00,27,4.6
07/07/2000,Jul-00,111,4.5
09/07/2000,Jul-00,44,4.5
09/07/2000,Jul-00,121,4.7
11/07/2000,Jul-00,38,4.7
12/07/2000,Jul-00,8,4.5
12/07/2000,Jul-00,40,5
12/07/2000,Jul-00,134,4.7
12/07/2000,Jul-00,51,4.6
13/07/2000,Jul-00,55,5.5
13/07/2000,Jul-00,34,4.6
14/07/2000,Jul-00,15,5.1
15/07/2000,Jul-00,54,4.5
15/07/2000,Jul-00,80,4.5
17/07/2000,Jul-00,21,4.6
17/07/2000,Jul-00,148,4.7
17/07/2000,Jul-00,75,4.5
18/07/2000,Jul-00,7,4.6
19/07/2000,Jul-00,23,4.5
19/07/2000,Jul-00,41,4.6
20/07/2000,Jul-00,11,4.9
20/07/2000,Jul-00,7,4.5
21/07/2000,Jul-00,40,4.5
21/07/2000,Jul-00,46,5
21/07/2000,Jul-00,102,4.5
22/07/2000,Jul-00,50,4.5
23/07/2000,Jul-00,126,4.6
24/07/2000,Jul-00,28,4.9
25/07/2000,Jul-00,162,4.5
25/07/2000,Jul-00,11,4.9
27/07/2000,Jul-00,49,4.7
29/07/2000,Jul-00,128,4.5
29/07/2000,Jul-00,113,4.9
29/07/2000,Jul-00,25,4.5
30/07/2000,Jul-00,6,4.7
31/07/2000,Jul-00,25,4.9
31/07/2000,Jul-00,180,4.7
01/08/2000,Ago-00,65,4.5
02/08/2000,Ago-00,118,4.8
02/08/2000,Ago-00,48,4.6
02/08/2000,Ago-00,44,4.9
03/08/2000,Ago-00,48,4.7
03/08/2000,Ago-00,126,4.5
03/08/2000,Ago-00,39,6
03/08/2000,Ago-00,33,5.3
03/08/2000,Ago-00,26,4.5
03/08/2000,Ago-00,44,5.2
04/08/2000,Ago-00,50,4.6
04/08/2000,Ago-00,119,4.6
04/08/2000,Ago-00,33,4.2
05/08/2000,Ago-00,43,4.9
05/08/2000,Ago-00,132,5
06/08/2000,Ago-00,116,5.3
06/08/2000,Ago-00,13,4.9
09/08/2000,Ago-00,30,4.7
09/08/2000,Ago-00,32,4.9
10/08/2000,Ago-00,143,4.7
11/08/2000,Ago-00,14,4.5
11/08/2000,Ago-00,648,4.2
11/08/2000,Ago-00,38,5.5
12/08/2000,Ago-00,119,4.9
13/08/2000,Ago-00,28,5.4
13/08/2000,Ago-00,183,4.8
13/08/2000,Ago-00,32,4.5
13/08/2000,Ago-00,36,4.5
13/08/2000,Ago-00,41,4.5
13/08/2000,Ago-00,55,4.5
14/08/2000,Ago-00,40,4.9
14/08/2000,Ago-00,11,5.1
15/08/2000,Ago-00,19,4.6
15/08/2000,Ago-00,116,4.8
15/08/2000,Ago-00,15,4.5
15/08/2000,Ago-00,53,4.7
17/08/2000,Ago-00,25,4.7
17/08/2000,Ago-00,10,4.8
17/08/2000,Ago-00,151,4.5
18/08/2000,Ago-00,32,4.5
18/08/2000,Ago-00,13,4.5
19/08/2000,Ago-00,13,4.6
19/08/2000,Ago-00,13,4.9
19/08/2000,Ago-00,40,4.8
20/08/2000,Ago-00,39,4.8
20/08/2000,Ago-00,90,4.6
20/08/2000,Ago-00,13,4.8
21/08/2000,Ago-00,17,5.1
22/08/2000,Ago-00,43,5
22/08/2000,Ago-00,95,4.6
23/08/2000,Ago-00,24,4.6
23/08/2000,Ago-00,37,4.5
23/08/2000,Ago-00,55,4.7
23/08/2000,Ago-00,133,4.8
24/08/2000,Ago-00,17,4.7
24/08/2000,Ago-00,145,4.6
26/08/2000,Ago-00,41,4.6
26/08/2000,Ago-00,31,4.7
28/08/2000,Ago-00,40,4.7
29/08/2000,Ago-00,50,4.8
29/08/2000,Ago-00,35,4.9
29/08/2000,Ago-00,20,4.6
29/08/2000,Ago-00,62,4.6
29/08/2000,Ago-00,16,4.5
30/08/2000,Ago-00,45,4.6
31/08/2000,Ago-00,70,4.5
01/09/2000,Set-00,51,4.6
01/09/2000,Set-00,110,4.8
02/09/2000,Set-00,33,4.9
02/09/2000,Set-00,42,5.1
02/09/2000,Set-00,42,4.9
03/09/2000,Set-00,29,5
03/09/2000,Set-00,21,4.7
03/09/2000,Set-00,144,4.8
03/09/2000,Set-00,49,4.5
05/09/2000,Set-00,41,4.6
05/09/2000,Set-00,137,4.8
06/09/2000,Set-00,38,4.7
06/09/2000,Set-00,22,4.9
06/09/2000,Set-00,173,4.6
07/09/2000,Set-00,52,4.5
07/09/2000,Set-00,129,4.6
08/09/2000,Set-00,45,4.6
08/09/2000,Set-00,32,4.9
08/09/2000,Set-00,36,5.2
08/09/2000,Set-00,144,4.8
09/09/2000,Set-00,113,5
09/09/2000,Set-00,46,4.5
10/09/2000,Set-00,9,5.2
10/09/2000,Set-00,9,4.9
11/09/2000,Set-00,93,4.5
13/09/2000,Set-00,133,5.1
14/09/2000,Set-00,161,4.9
14/09/2000,Set-00,91,5.1
15/09/2000,Set-00,31,4.7
16/09/2000,Set-00,22,4.5
17/09/2000,Set-00,178,4.6
18/09/2000,Set-00,29,4.7
18/09/2000,Set-00,169,5.2
18/09/2000,Set-00,118,4.6
18/09/2000,Set-00,151,5
19/09/2000,Set-00,125,5.1
19/09/2000,Set-00,36,4.7
20/09/2000,Set-00,19,5.3
20/09/2000,Set-00,118,4.7
20/09/2000,Set-00,49,4.9
23/09/2000,Set-00,139,5
26/09/2000,Set-00,15,4.5
27/09/2000,Set-00,42,5.4
30/09/2000,Set-00,31,4.5
30/09/2000,Set-00,62,4.5
03/10/2000,Oct-00,16,4.5
04/10/2000,Oct-00,132,4.7
04/10/2000,Oct-00,35,4.5
04/10/2000,Oct-00,17,5
05/10/2000,Oct-00,26,4.5
06/10/2000,Oct-00,29,4.6
07/10/2000,Oct-00,23,4.5
07/10/2000,Oct-00,15,4.8
09/10/2000,Oct-00,120,4.5
10/10/2000,Oct-00,33,4.4
11/10/2000,Oct-00,152,4.5
11/10/2000,Oct-00,28,5.1
12/10/2000,Oct-00,44,4.5
12/10/2000,Oct-00,21,5.5
13/10/2000,Oct-00,137,4.9
13/10/2000,Oct-00,44,4.7
13/10/2000,Oct-00,21,4.9
14/10/2000,Oct-00,125,4.9
14/10/2000,Oct-00,49,4.7
15/10/2000,Oct-00,81,4.6
17/10/2000,Oct-00,179,5.2
17/10/2000,Oct-00,26,5
18/10/2000,Oct-00,31,4.6
18/10/2000,Oct-00,78,4.5
19/10/2000,Oct-00,72,5.1
20/10/2000,Oct-00,21,4.5
20/10/2000,Oct-00,21,4.8
21/10/2000,Oct-00,95,5.1
21/10/2000,Oct-00,97,4.8
22/10/2000,Oct-00,38,4.5
22/10/2000,Oct-00,28,4.5
22/10/2000,Oct-00,95,5.2
22/10/2000,Oct-00,125,4.7
24/10/2000,Oct-00,12,4.8
24/10/2000,Oct-00,9,4.6
24/10/2000,Oct-00,114,4.6
24/10/2000,Oct-00,102,5.7
24/10/2000,Oct-00,35,5
24/10/2000,Oct-00,22,4.5
25/10/2000,Oct-00,50,4.6
25/10/2000,Oct-00,8,4.6
28/10/2000,Oct-00,27,5.1
30/10/2000,Oct-00,24,4.5
30/10/2000,Oct-00,72,5.1
30/10/2000,Oct-00,29,4.6
31/10/2000,Oct-00,58,4.8
31/10/2000,Oct-00,47,4.6
31/10/2000,Oct-00,9,4.5
31/10/2000,Oct-00,7,4.7
01/11/2000,Nov-00,120,6.1
02/11/2000,Nov-00,44,4.6
03/11/2000,Nov-00,104,4.8
03/11/2000,Nov-00,6,4.7
03/11/2000,Nov-00,39,5
03/11/2000,Nov-00,20,4.5
03/11/2000,Nov-00,14,5.2
03/11/2000,Nov-00,27,4.6
03/11/2000,Nov-00,47,4.5
03/11/2000,Nov-00,47,4.6
04/11/2000,Nov-00,149,4.5
05/11/2000,Nov-00,58,4.8
06/11/2000,Nov-00,80,4.7
07/11/2000,Nov-00,12,4.5
07/11/2000,Nov-00,31,4.7
07/11/2000,Nov-00,41,4.6
07/11/2000,Nov-00,147,4.5
09/11/2000,Nov-00,37,4.5
10/11/2000,Nov-00,42,4.5
10/11/2000,Nov-00,48,4.6
12/11/2000,Nov-00,36,4.5
13/11/2000,Nov-00,17,6
13/11/2000,Nov-00,11,4.8
13/11/2000,Nov-00,9,4.5
13/11/2000,Nov-00,144,4.7
13/11/2000,Nov-00,38,4.9
13/11/2000,Nov-00,66,5
13/11/2000,Nov-00,62,4.6
15/11/2000,Nov-00,23,4.6
17/11/2000,Nov-00,20,4.6
18/11/2000,Nov-00,44,4.8
19/11/2000,Nov-00,60,5.4
20/11/2000,Nov-00,12,5.3
22/11/2000,Nov-00,36,4.5
23/11/2000,Nov-00,110,4.7
24/11/2000,Nov-00,118,4.9
24/11/2000,Nov-00,17,4.5
25/11/2000,Nov-00,64,4.5
27/11/2000,Nov-00,106,4.8
27/11/2000,Nov-00,123,4.9
30/11/2000,Nov-00,56,4.8
30/11/2000,Nov-00,28,4.5
02/12/2000,Dic-00,47,4.9
02/12/2000,Dic-00,29,4.8
04/12/2000,Dic-00,138,4.8
04/12/2000,Dic-00,157,4.9
05/12/2000,Dic-00,157,4.7
06/12/2000,Dic-00,56,5.8
06/12/2000,Dic-00,29,4.6
08/12/2000,Dic-00,149,4.6
08/12/2000,Dic-00,151,5.1
10/12/2000,Dic-00,66,4.7
12/12/2000,Dic-00,127,4.9
12/12/2000,Dic-00,126,5.2
12/12/2000,Dic-00,91,4.9
13/12/2000,Dic-00,119,4.5
13/12/2000,Dic-00,90,4.5
15/12/2000,Dic-00,97,4.5
21/12/2000,Dic-00,166,4.6
22/12/2000,Dic-00,18,4.5
22/12/2000,Dic-00,30,4.5
23/12/2000,Dic-00,68,4.6
23/12/2000,Dic-00,75,4.5
24/12/2000,Dic-00,79,4.6
24/12/2000,Dic-00,24,5.3
24/12/2000,Dic-00,117,4.6
25/12/2000,Dic-00,64,4.7
27/12/2000,Dic-00,31,4.6
27/12/2000,Dic-00,51,4.5
31/12/2000,Dic-00,49,4.6
02/01/2001,ene-01,22,4.6
02/01/2001,ene-01,95,4.6
02/01/2001,ene-01,117,4.5
03/01/2001,ene-01,143,5.1
03/01/2001,ene-01,12,4.5
04/01/2001,ene-01,37,4.7
05/01/2001,ene-01,43,4.6
06/01/2001,ene-01,97,4.9
07/01/2001,ene-01,22,4.5
08/01/2001,ene-01,57,4.9
08/01/2001,ene-01,159,4.5
12/01/2001,ene-01,32,5.9
12/01/2001,ene-01,13,4.5
12/01/2001,ene-01,37,4.6
13/01/2001,ene-01,17,4.5
13/01/2001,ene-01,41,4.5
13/01/2001,ene-01,12,4.7
13/01/2001,ene-01,9,4.8
14/01/2001,ene-01,33,4.1
15/01/2001,ene-01,86,4.5
15/01/2001,ene-01,20,5.7
15/01/2001,ene-01,77,4.5
16/01/2001,ene-01,13,4.6
20/01/2001,ene-01,41,4.8
21/01/2001,ene-01,90,4.8
24/01/2001,ene-01,101,4.5
27/01/2001,ene-01,140,5.8
28/01/2001,ene-01,108,4.7
30/01/2001,ene-01,52,4.8
31/01/2001,ene-01,34,4.8
02/02/2001,feb-01,117,4.1
02/02/2001,feb-01,58,4.5
02/02/2001,feb-01,10,4.6
02/02/2001,feb-01,145,4.9
04/02/2001,feb-01,135,4.5
05/02/2001,feb-01,155,4.8
05/02/2001,feb-01,90,4.5
06/02/2001,feb-01,138,4.9
07/02/2001,feb-01,51,4.8
08/02/2001,feb-01,29,5.1
08/02/2001,feb-01,33,5
08/02/2001,feb-01,35,4.7
10/02/2001,feb-01,167,4.9
11/02/2001,feb-01,20,4.5
13/02/2001,feb-01,42,4.6
15/02/2001,feb-01,184,4.6
16/02/2001,feb-01,198,5.8
16/02/2001,feb-01,117,4.7
17/02/2001,feb-01,121,4.9
17/02/2001,feb-01,28,4.7
18/02/2001,feb-01,6,4.7
19/02/2001,feb-01,23,5
19/02/2001,feb-01,10,5.1
19/02/2001,feb-01,33,4.6
19/02/2001,feb-01,34,4.6
20/02/2001,feb-01,21,4.7
21/02/2001,feb-01,28,5.9
22/02/2001,feb-01,143,4.8
22/02/2001,feb-01,10,4.5
22/02/2001,feb-01,20,4.7
22/02/2001,feb-01,42,5.7
24/02/2001,feb-01,42,4.5
27/02/2001,feb-01,44,4.6
27/02/2001,feb-01,108,4.6
27/02/2001,feb-01,53,5.3
28/02/2001,feb-01,53,5.2
28/02/2001,feb-01,42,4.5
02/03/2001,mar-01,119,4.6
03/03/2001,mar-01,40,4.5
05/03/2001,mar-01,39,4.5
10/03/2001,mar-01,6,4.5
11/03/2001,mar-01,170,4.6
12/03/2001,mar-01,161,4.5
13/03/2001,mar-01,39,4.6
15/03/2001,mar-01,122,5.3
15/03/2001,mar-01,5,4.6
15/03/2001,mar-01,91,4.9
15/03/2001,mar-01,48,4.9
15/03/2001,mar-01,153,4.5
15/03/2001,mar-01,49,4.5
16/03/2001,mar-01,136,5.1
17/03/2001,mar-01,94,4.7
17/03/2001,mar-01,160,5
17/03/2001,mar-01,146,4.6
17/03/2001,mar-01,7,4.6
18/03/2001,mar-01,6,4.6
19/03/2001,mar-01,26,4.6
21/03/2001,mar-01,80,4.8
22/03/2001,mar-01,7,4.8
22/03/2001,mar-01,12,5
22/03/2001,mar-01,16,4.5
24/03/2001,mar-01,28,4.5
25/03/2001,mar-01,600,4.2
26/03/2001,mar-01,20,4.8
29/03/2001,mar-01,29,4.7
29/03/2001,mar-01,127,4.7
29/03/2001,mar-01,164,4.8
31/03/2001,mar-01,96,4.3
02/04/2001,abr-01,81,4.5
04/04/2001,abr-01,47,4.5
04/04/2001,abr-01,42,4.6
04/04/2001,abr-01,170,5.2
05/04/2001,abr-01,142,4.9
05/04/2001,abr-01,188,5.1
07/04/2001,abr-01,18,4.8
07/04/2001,abr-01,45,5.4
07/04/2001,abr-01,34,4.6
08/04/2001,abr-01,30,4.7
08/04/2001,abr-01,158,5.3
09/04/2001,abr-01,142,4.5
09/04/2001,abr-01,16,4.9
10/04/2001,abr-01,131,4.5
11/04/2001,abr-01,122,4.8
12/04/2001,abr-01,16,4.5
12/04/2001,abr-01,594,4.2
12/04/2001,abr-01,39,5.1
15/04/2001,abr-01,72,5
15/04/2001,abr-01,33,4.1
16/04/2001,abr-01,30,4.9
16/04/2001,abr-01,8,4.7
17/04/2001,abr-01,33,4.3
19/04/2001,abr-01,31,4.6
20/04/2001,abr-01,41,4.9
21/04/2001,abr-01,188,4.5
21/04/2001,abr-01,25,5.8
22/04/2001,abr-01,58,4.5
23/04/2001,abr-01,160,4.6
29/04/2001,abr-01,127,4.5
30/04/2001,abr-01,141,4.5
30/04/2001,abr-01,42,4.5
02/05/2001,may-01,29,4.5
03/05/2001,may-01,83,4.7
04/05/2001,may-01,143,4.5
04/05/2001,may-01,44,4.9
05/05/2001,may-01,10,4.7
05/05/2001,may-01,172,5.3
08/05/2001,may-01,147,5.3
09/05/2001,may-01,33,4.2
09/05/2001,may-01,56,4.9
09/05/2001,may-01,180,4.9
11/05/2001,may-01,75,4.5
12/05/2001,may-01,43,4.9
15/05/2001,may-01,164,4.5
15/05/2001,may-01,9,4.9
16/05/2001,may-01,18,4.9
16/05/2001,may-01,129,4.8
18/05/2001,may-01,112,4.9
19/05/2001,may-01,17,4.8
21/05/2001,may-01,27,4.9
22/05/2001,may-01,33,4.8
22/05/2001,may-01,268,4.1
22/05/2001,may-01,49,4.6
22/05/2001,may-01,185,4.9
24/05/2001,may-01,43,4.6
24/05/2001,may-01,39,4.5
25/05/2001,may-01,42,4.5
26/05/2001,may-01,12,4.8
27/05/2001,may-01,121,4.5
28/05/2001,may-01,28,5.3
29/05/2001,may-01,14,4.7
29/05/2001,may-01,172,5
03/06/2001,jun-01,74,4.5
04/06/2001,jun-01,146,4.9
06/06/2001,jun-01,167,4.4
08/06/2001,jun-01,45,4.6
10/06/2001,jun-01,30,4.5
12/06/2001,jun-01,36,4.8
13/06/2001,jun-01,55,4.8
13/06/2001,jun-01,32,4.5
15/06/2001,jun-01,29,5.3
17/06/2001,jun-01,164,4.5
18/06/2001,jun-01,47,4.7
18/06/2001,jun-01,42,4.5
23/06/2001,jun-01,32,8.4
23/06/2001,jun-01,33,5.5
23/06/2001,jun-01,33,5.9
23/06/2001,jun-01,25,5.1
23/06/2001,jun-01,33,5.9
23/06/2001,jun-01,33,4.4
23/06/2001,jun-01,130,5.4
23/06/2001,jun-01,33,5.3
23/06/2001,jun-01,33,5.5
23/06/2001,jun-01,84,5.7
23/06/2001,jun-01,33,5
23/06/2001,jun-01,37,6.2
23/06/2001,jun-01,33,4.8
23/06/2001,jun-01,33,5
23/06/2001,jun-01,33,5.4
23/06/2001,jun-01,33,5.1
23/06/2001,jun-01,52,4.9
23/06/2001,jun-01,33,4.5
23/06/2001,jun-01,33,5.2
23/06/2001,jun-01,18,5.7
23/06/2001,jun-01,19,5.1
23/06/2001,jun-01,30,5.9
23/06/2001,jun-01,33,4
23/06/2001,jun-01,30,5.8
23/06/2001,jun-01,33,4.5
23/06/2001,jun-01,33,4.1
23/06/2001,jun-01,33,4.2
23/06/2001,jun-01,33,4.2
23/06/2001,jun-01,23,6.1
23/06/2001,jun-01,33,4.2
23/06/2001,jun-01,33,5.5
23/06/2001,jun-01,41,5.8
24/06/2001,jun-01,36,4.9
24/06/2001,jun-01,33,4.1
24/06/2001,jun-01,33,4.6
24/06/2001,jun-01,30,5.4
24/06/2001,jun-01,23,5.5
24/06/2001,jun-01,33,4.1
24/06/2001,jun-01,46,4.8
24/06/2001,jun-01,35,4.5
24/06/2001,jun-01,38,5.3
24/06/2001,jun-01,31,5
24/06/2001,jun-01,33,4.8
24/06/2001,jun-01,91,4.7
24/06/2001,jun-01,31,5.2
24/06/2001,jun-01,9,5
24/06/2001,jun-01,33,4.3
24/06/2001,jun-01,62,4.5
24/06/2001,jun-01,31,5
24/06/2001,jun-01,47,4.7
24/06/2001,jun-01,33,5.8
24/06/2001,jun-01,28,5
24/06/2001,jun-01,33,5.4
24/06/2001,jun-01,30,4.6
24/06/2001,jun-01,45,5.3
24/06/2001,jun-01,58,4.9
24/06/2001,jun-01,43,5.1
24/06/2001,jun-01,51,5.3
24/06/2001,jun-01,33,5
24/06/2001,jun-01,33,5
24/06/2001,jun-01,33,5.8
24/06/2001,jun-01,33,5
24/06/2001,jun-01,44,4.6
24/06/2001,jun-01,33,4.1
24/06/2001,jun-01,29,5.3
24/06/2001,jun-01,33,5
24/06/2001,jun-01,33,4.8
24/06/2001,jun-01,35,4.6
24/06/2001,jun-01,27,4.6
24/06/2001,jun-01,46,4.6
24/06/2001,jun-01,33,4.7
24/06/2001,jun-01,33,4.2
24/06/2001,jun-01,42,5.5
24/06/2001,jun-01,33,5
24/06/2001,jun-01,23,5.3
24/06/2001,jun-01,45,4.8
24/06/2001,jun-01,31,4.3
24/06/2001,jun-01,28,4.7
24/06/2001,jun-01,33,4.8
24/06/2001,jun-01,33,4.5
24/06/2001,jun-01,33,4.6
24/06/2001,jun-01,27,5.1
24/06/2001,jun-01,33,4.4
24/06/2001,jun-01,33,4.6
24/06/2001,jun-01,33,4
24/06/2001,jun-01,33,5.2
24/06/2001,jun-01,33,4.7
24/06/2001,jun-01,31,4
24/06/2001,jun-01,31,4.8
24/06/2001,jun-01,43,4.7
