Precio,Dormitorios,Antiguedad,Luminosidad,Tipo,Area_total_m2,Area_constr_m2,NroBanios,Estado de Inmueble,Distrito,Cocheras,Uso_profesional,Uso_comercial,Nro_pisos,Piscina,Amoblado
115,5+,9,NoEspecifica,Casa,1000,450,5,A Remodelar,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
120,3,4,NoEspecifica,Casa,493,388,3,Bueno,SanIsidro,0,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
26,4,3,NoEspecifica,Casa,161,270,2,Bueno,Surquillo,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
47,5+,3,NoEspecifica,Casa,300,350,4,NA,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
62,4,7,Muy luminoso,Casa en condominio,307,282,4,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
34.8,5+,3,NoEspecifica,Casa,182,228,5,Bueno,Caniete,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
17.9,5+,3,Luminoso,Casa,200,160,5,Bueno,SanJuanDeMiraflores,1,Si,NoEspecifica,2,NoEspecifica,0
57.5,4,3,Muy luminoso,Casa,330,330,4,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,4,NoEspecifica,0
29,5+,3,Luminoso,Casa,192,192,4,NoEspecifica,SanBorja,1,Si,Si,3,0,0
65,5+,3,Luminoso,Casa,372,288,5,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
58,5+,2,Muy luminoso,Casa de Playa en condominio,456,300,5,Excelente,Asia,3,No,NoEspecifica,3,1,1
99.8,4,3,NoEspecifica,Casa,420,420,3,A Remodelar,SanIsidro,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
98.9,5+,3,Luminoso,Casa,681,400,5,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
16,4,2,Muy luminoso,Casa,55,220,2,Excelente,SanJuanDeLurigancho,0,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
41,4,2,NoEspecifica,Casa en condominio,295,295,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
41.9,5+,2,Muy luminoso,Casa,350,350,5,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,4,0,0
26.5,5+,4,Luminoso,Casa,200,200,2,NA,CercadoDeLima,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
65,4,4,Luminoso,Casa,450,400,4,Bueno,SanIsidro,5,NoEspecifica,NoEspecifica,3,NoEspecifica,0
59,4,3,NoEspecifica,Casa,300,300,5,NoEspecifica,SanBorja,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
10.5,2,3,Muy luminoso,Casa,80,80,1,Bueno,SanJuanDeLurigancho,0,Si,Si,1,NoEspecifica,NoEspecifica
32.9,4,1,Muy luminoso,Casa en condominio,224,180,4,Excelente,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,4,0,0
85,5+,3,Muy luminoso,Casa,600,363,5,Excelente,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
48.5,5+,5,Luminoso,Casa,275,275,3,Bueno,Miraflores,1,NoEspecifica,NoEspecifica,3,0,0
21.5,5+,1,Muy luminoso,Casa,130,220,5,Muy bueno,LosOlivos,1,No,No,3,NoEspecifica,0
45,4,3,NoEspecifica,Casa,431,364,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
36,5+,1,Muy luminoso,Casa de Playa en condominio,250,317,5,Excelente,CerroAzul,2,NoEspecifica,NoEspecifica,2,1,0
180,5+,3,NoEspecifica,Casa,680,1090,5,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
135,4,4,Muy luminoso,Casa,1200,460,4,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,1,1,0
159.4,4,2,Muy luminoso,Casa,797,493,4,Remodelado,SanBorja,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
54,5+,3,Muy luminoso,Casa,300,310,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
45.5,5+,1,NoEspecifica,Casa,250,230,5,NoEspecifica,SanAntonio,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
78,4,1,Muy luminoso,Casa,465,465,5,Excelente,Miraflores,2,NoEspecifica,NoEspecifica,3,1,0
24.5,5+,3,Muy luminoso,Casa,160,170,3,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
19.8,4,1,NoEspecifica,Casa de Playa,200,163,3,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
140,4,3,NoEspecifica,Casa,1364,1364,4,NoEspecifica,LaMolina,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
42,5+,1,NoEspecifica,Casa,300,319,5,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
58,3,4,Muy luminoso,Casa,324,250,4,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
49.5,4,3,NoEspecifica,Casa,221,300,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
62,4,1,NoEspecifica,Casa en condominio,315,290,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
150,4,1,NoEspecifica,Casa,1150,600,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
123.6,5+,4,Luminoso,Casa,618,268,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
42.9,4,3,Muy luminoso,Casa,348,348,5,Excelente,SanMiguel,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
64.5,5+,4,Muy luminoso,Casa,300,276,3,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
39.9,4,4,Muy luminoso,Casa,220,246,2,A Remodelar,SanBorja,1,Si,Si,2,NoEspecifica,0
110,5+,4,Muy luminoso,Casa,340,285,2,A Remodelar,SantiagoDeSurco,5,Si,Si,2,NoEspecifica,0
145,5+,4,Muy luminoso,Casa en condominio,937,440,5,Excelente,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,1,0,0
16.5,4,4,Muy luminoso,Casa de Playa,120,242,5,Excelente,Asia,2,No,No,3,1,1
67.5,5+,1,Luminoso,Casa,791,430,5,Bueno,LaMolina,5,No,No,3,NoEspecifica,0
100,5+,3,Luminoso,Casa,504,520,4,A Remodelar,SanIsidro,3,Si,Si,3,NoEspecifica,0
41,4,3,NoEspecifica,Casa,1054,450,4,Bueno,Cieneguilla,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
39,5+,2,Muy luminoso,Casa,160,300,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,4,0,0
75,3,4,Muy luminoso,Casa,396,387,4,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
129,5+,3,Luminoso,Casa,990,880,4,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,1,0
98,5+,3,Luminoso,Casa,450,580,5,Bueno,Miraflores,4,Si,NoEspecifica,2,NoEspecifica,0
46,4,3,NoEspecifica,Casa,402,332,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
40,4,3,NoEspecifica,Casa,180,250,3,NoEspecifica,LaMolina,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
56.8,5+,3,NoEspecifica,Casa,325,325,5,NoEspecifica,SanBorja,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
26.5,3,5,Muy luminoso,Casa en condominio,258,148,3,Muy bueno,LaMolina,2,No,NoEspecifica,2,NoEspecifica,NoEspecifica
65,4,4,Muy luminoso,Casa,261,300,3,Bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
188.0375,4,3,NoEspecifica,Casa,537,537,3,NoEspecifica,SanIsidro,3,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
50,4,3,NoEspecifica,Casa,171,231,3,NoEspecifica,SanIsidro,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
46,4,4,Muy luminoso,Casa,300,300,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
58,3,5,NoEspecifica,Casa,450,250,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
160,4,1,NoEspecifica,Casa,1050,720,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
75,4,1,NoEspecifica,Casa en condominio,527,362,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
74.8,3,5,Muy luminoso,Casa,300,300,4,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
90,4,2,Luminoso,Casa en condominio,700,350,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,1,1,0
59,5+,9,NoEspecifica,Casa en condominio,300,302,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
113.85,3,2,NoEspecifica,Casa,473,300,3,Muy bueno,Miraflores,2,NoEspecifica,NoEspecifica,2,1,0
52,3,3,NoEspecifica,Casa,300,170,5,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
29.5,4,9,Muy luminoso,Casa de Playa,200,145,5,Muy bueno,Chilca,3,NoEspecifica,NoEspecifica,1,1,1
62,4,3,NoEspecifica,Casa,302,280,5,NoEspecifica,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
36.5,4,3,NoEspecifica,Casa,181,181,2,NoEspecifica,SanMiguel,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
58,4,3,NoEspecifica,Casa,299,170,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
56.5,4,3,NoEspecifica,Casa,240,315,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
70,4,3,NoEspecifica,Casa,319,300,2,NoEspecifica,SanBorja,3,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
67,4,3,NoEspecifica,Casa,340,338,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
50,5+,3,NoEspecifica,Casa,300,480,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
120,4,3,NoEspecifica,Casa en condominio,686,391,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
210,5+,3,NoEspecifica,Casa,1400,500,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
83,5+,3,NoEspecifica,Casa,400,387,5,NoEspecifica,SanIsidro,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
44,4,3,NoEspecifica,Casa,318,326,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
89,5+,3,NoEspecifica,Casa,360,519,3,NoEspecifica,SanBorja,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
109.4,4,3,NoEspecifica,Casa,520,360,3,NoEspecifica,SanBorja,5,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
33.5,5+,7,Muy luminoso,Casa de Playa,1012,364,5,Muy bueno,Mala,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
75,5+,5,NoEspecifica,Casa,525,470,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
43.95,3,5,NoEspecifica,Casa,215,115,1,Bueno,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
79.9,4,3,Luminoso,Casa,800,400,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,NoEspecifica,1
57,3,3,Muy luminoso,Casa,400,298,3,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,1,0,1
100,3,3,NoEspecifica,Casa,459,180,5,NoEspecifica,SanIsidro,0,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
148,5+,1,NoEspecifica,Casa,1098,390,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,0,0
50,5+,9,NoEspecifica,Casa,402,340,5,NoEspecifica,LaMolina,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
95,4,3,NoEspecifica,Casa,511,421,4,NoEspecifica,SanIsidro,1,NoEspecifica,NoEspecifica,3,0,0
35,3,3,Muy luminoso,Casa en condominio,193,193,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
135,3,3,Muy luminoso,Casa,588,417,4,Excelente,SanIsidro,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
86,5+,4,NoEspecifica,Casa,406,300,5,Remodelado,Miraflores,3,NoEspecifica,NoEspecifica,3,0,1
21.5,3,5,NoEspecifica,Casa en condominio,60,86,2,Remodelado,Miraflores,0,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
39.9,4,3,Muy luminoso,Casa,209,209,3,Excelente,SanMiguel,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
61.8,4,4,Muy luminoso,Casa,300,260,3,NoEspecifica,Miraflores,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
110,3,3,Muy luminoso,Casa,1124,462,4,Excelente,LaMolina,5,NoEspecifica,NoEspecifica,1,1,0
20,5+,3,Muy luminoso,Casa,132,182,4,NoEspecifica,Comas,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
7.9284,5+,3,NoEspecifica,Casa,153,56,3,NoEspecifica,VillaMariaDelTriunfo,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
61.5,3,1,Muy luminoso,Casa en condominio,512,278,2,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
49,4,4,NoEspecifica,Casa,250,249,5,Bueno,SantiagoDeSurco,2,No,No,3,0,0
22.5,4,6,Muy luminoso,Casa,299,214,3,Excelente,MagdalenaDelMar,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
56.8,5+,3,Muy luminoso,Casa,301,328,5,Muy bueno,SanBorja,2,No,No,3,0,0
34,3,5,NoEspecifica,Casa,160,210,3,NoEspecifica,SanMiguel,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
13.9,4,6,Muy luminoso,Casa,210,122,2,A Remodelar,MagdalenaDelMar,0,NoEspecifica,Si,2,NoEspecifica,NoEspecifica
100,5+,3,Luminoso,Casa,552,400,4,Bueno,SanIsidro,4,NoEspecifica,Si,4,0,0
25.9,3,5,NoEspecifica,Casa en condominio,90,180,4,NoEspecifica,Miraflores,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
125,4,1,Muy luminoso,Casa,1140,462,4,Excelente,LaMolina,5,NoEspecifica,No,1,NoEspecifica,0
148,4,4,Muy luminoso,Casa,575,450,4,Excelente,SanIsidro,3,Si,NoEspecifica,2,1,0
27.5,3,3,Muy luminoso,Casa,170,170,2,Muy bueno,SanIsidro,0,Si,Si,3,NoEspecifica,0
89,5+,3,Luminoso,Casa,330,400,5,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
29,4,2,Muy luminoso,Casa,195,195,3,Excelente,SantiagoDeSurco,1,Si,NoEspecifica,3,0,0
130.5,3,5,Muy luminoso,Casa,375,180,2,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,1,NoEspecifica,0
78,4,3,Luminoso,Casa,391,300,3,Muy bueno,SantiagoDeSurco,3,Si,Si,2,NoEspecifica,0
48,4,3,Luminoso,Casa en condominio,220,340,3,Muy bueno,SanIsidro,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
61.5,4,2,Muy luminoso,Casa,290,250,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
156,5+,2,NoEspecifica,Casa,1306,461,4,Excelente,SantiagoDeSurco,5,No,No,2,0,0
79.79,5+,3,Luminoso,Casa,1200,600,3,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,3,NoEspecifica,0
28.5,4,3,NoEspecifica,Casa,145,145,3,NoEspecifica,Ate,1,NoEspecifica,NoEspecifica,3,NoEspecifica,1
34.5,3,3,NoEspecifica,Casa,155,155,3,NoEspecifica,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
31,4,3,NoEspecifica,Casa,196,256,4,NoEspecifica,Ate,1,NoEspecifica,NoEspecifica,2,NoEspecifica,1
52,4,3,NoEspecifica,Casa,294,200,5,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
130,5+,3,Muy luminoso,Casa,430,300,5,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,NoEspecifica,1
49,5+,3,NoEspecifica,Casa,294,322,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
32.5,5+,3,NoEspecifica,Casa,175,302,4,NoEspecifica,SanMiguel,1,NoEspecifica,NoEspecifica,3,NoEspecifica,1
89,5+,3,NoEspecifica,Casa,360,519,3,NoEspecifica,SanBorja,4,NoEspecifica,NoEspecifica,3,NoEspecifica,1
110,4,3,NoEspecifica,Casa,476,400,4,NoEspecifica,Miraflores,0,NoEspecifica,NoEspecifica,2,NoEspecifica,1
24.8,4,1,NoEspecifica,Casa,173,173,3,NoEspecifica,JesusMaria,0,NoEspecifica,NoEspecifica,3,NoEspecifica,1
56,5+,3,NoEspecifica,Casa,399,399,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,1
49.9,5+,3,NoEspecifica,Casa,300,258,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,1
74.999,4,1,Muy luminoso,Casa,450,320,4,Muy bueno,LaMolina,2,No,No,2,1,0
145,4,1,Muy luminoso,Casa,1000,500,5,Excelente,LaMolina,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
140,4,2,Muy luminoso,Casa,1008,400,5,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
156.72,5+,3,Muy luminoso,Casa,1306,461,5,Excelente,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,NoEspecifica,0
23,5+,3,Muy luminoso,Casa,160,254,4,Muy bueno,Chorrillos,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
56,4,3,NoEspecifica,Casa,270,390,2,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
69,5+,3,Muy luminoso,Casa,360,500,5,Excelente,LaMolina,2,Si,No,3,NoEspecifica,0
21,4,1,Luminoso,Casa,160,260,5,Excelente,Comas,1,No,No,3,NoEspecifica,0
25.8,4,3,NoEspecifica,Casa de Playa,235,170,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,3,1,NoEspecifica
52.875,4,3,Muy luminoso,Casa en condominio,300,251,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
118,4,9,Muy luminoso,Casa en condominio,688,554,4,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
59.5,3,8,Muy luminoso,Casa en condominio,300,229,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
41,4,1,Muy luminoso,Casa,294,348,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
55,3,4,Muy luminoso,Casa en condominio,1004,324,4,NoEspecifica,Lurin,3,NoEspecifica,NoEspecifica,1,1,0
43,3,1,Muy luminoso,Casa en condominio,367,265,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
82,5+,1,NoEspecifica,Casa,588,360,4,A Remodelar,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
170,5+,3,Muy luminoso,Casa,750,750,5,Muy bueno,SanIsidro,4,NoEspecifica,Si,4,NoEspecifica,0
150,4,3,NoEspecifica,Casa,492,492,3,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
24,4,1,Muy luminoso,Casa,160,350,4,Muy bueno,LosOlivos,1,NoEspecifica,NoEspecifica,2,NoEspecifica,0
97,4,4,NoEspecifica,Casa,600,400,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
170,5+,5,NoEspecifica,Casa,1200,1000,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
168.474,5+,5,NoEspecifica,Casa,1306,461,4,NoEspecifica,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
90,4,2,Muy luminoso,Casa,438,438,4,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,3,1,0
64.8,4,9,NoEspecifica,Casa,259,277,3,Remodelado,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,0,0
34,3,1,NoEspecifica,Casa de Playa,180,180,3,Remodelado,Asia,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
16,4,3,NoEspecifica,Casa,214,120,3,NoEspecifica,PuntaNegra,0,NoEspecifica,NoEspecifica,2,NoEspecifica,1
58.5,4,2,NoEspecifica,Casa de Playa,330,330,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,1
10.8,3,3,Luminoso,Casa de campo,205,160,3,Muy bueno,Chaclacayo,2,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
26.5,4,3,NoEspecifica,Casa de Playa,265,200,2,NoEspecifica,PuntaHermosa,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
32.5,5+,1,NoEspecifica,Casa de Playa,180,180,4,NoEspecifica,Asia,3,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
48,5+,3,Muy luminoso,Casa,150,230,3,Bueno,Miraflores,2,Si,No,3,NoEspecifica,NoEspecifica
33,5+,5,Luminoso,Casa,206,210,5,NA,SantiagoDeSurco,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
35,4,5,Luminoso,Casa,103,346,5,Muy bueno,SanMartinDePorres,1,NoEspecifica,Si,4,0,0
18.6,2,3,Luminoso,Casa,100,60,1,Muy bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,1,0,NoEspecifica
25.9,3,5,Muy luminoso,Casa,219,219,4,Excelente,LaMolina,3,No,No,3,0,0
115,5+,3,Muy luminoso,Casa,825,635,5,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,3,1,0
17,4,4,NoEspecifica,Casa de Playa en condominio,134,114,4,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,0
39.9,4,1,Muy luminoso,Casa en condominio,1140,300,5,Muy bueno,Lurin,5,No,No,1,1,0
27,5+,3,Muy luminoso,Casa,280,280,3,Excelente,SanJuanDeLurigancho,1,NoEspecifica,Si,2,0,0
25.5,5+,3,NoEspecifica,Casa,120,315,5,NoEspecifica,SanMartinDePorres,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
53,4,1,Muy luminoso,Casa,328,205,5,Excelente,LaMolina,2,No,No,2,NoEspecifica,0
13,4,3,NoEspecifica,Casa,165,165,2,NoEspecifica,Caniete,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
89,4,3,Muy luminoso,Casa,1076,386,4,Muy bueno,Chorrillos,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
130,3,7,NoEspecifica,Casa,465,270,4,Excelente,Miraflores,4,No,No,2,NoEspecifica,0
29.5,5+,3,Muy luminoso,Casa de Playa,190,190,5,Excelente,Asia,0,No,No,2,1,1
50,5+,3,Muy luminoso,Casa,1342,790,5,Muy bueno,SanMartinDePorres,0,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
45,4,3,NoEspecifica,Casa,200,318,5,NoEspecifica,SanBorja,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
39,4,4,Luminoso,Casa,460,300,5,Remodelado,Surquillo,1,No,No,4,NoEspecifica,0
75,5+,3,Muy luminoso,Casa,550,550,5,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,4,NoEspecifica,0
16.5,4,1,Muy luminoso,Casa de campo,1024,240,3,Excelente,Cieneguilla,5,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
38,5+,3,Luminoso,Casa,200,200,5,Bueno,Chorrillos,0,Si,Si,3,NoEspecifica,NoEspecifica
40,3,3,NoEspecifica,Casa de campo,400,380,4,Excelente,Chaclacayo,0,NoEspecifica,NoEspecifica,2,1,0
189,4,1,NoEspecifica,Casa,682,634,5,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,4,1,1
59,3,2,NoEspecifica,Casa,300,200,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
160,5+,3,Muy luminoso,Casa,1300,480,5,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
135,4,3,NoEspecifica,Casa,1016,391,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,1
6.2,3,1,Luminoso,Casa,160,160,2,Bueno,SanJuanDeMiraflores,0,Si,Si,2,NoEspecifica,NoEspecifica
35.5,3,1,Luminoso,Casa,290,150,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,1,0,0
17.5,4,3,NoEspecifica,Casa,240,240,3,NoEspecifica,Huacho,0,NoEspecifica,Si,3,NoEspecifica,0
59.2,5+,2,Luminoso,Casa,320,327,4,Bueno,SanBorja,2,Si,Si,3,NoEspecifica,0
37,3,2,NoEspecifica,Casa,240,310,3,Bueno,LaMolina,1,NoEspecifica,NoEspecifica,3,0,0
43,3,3,Muy luminoso,Casa,168,250,4,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
27.5,4,2,Luminoso,Casa,178,138,3,Bueno,LosOlivos,1,NoEspecifica,No,2,NoEspecifica,NoEspecifica
15,3,1,Luminoso,Casa,118,180,2,Bueno,SanMartinDePorres,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
9.5,5+,6,Luminoso,Casa de Playa,208,95,3,Muy bueno,SantaRosa,2,NoEspecifica,NoEspecifica,2,0,0
32,4,5,Luminoso,Casa,132,123,3,NoEspecifica,MagdalenaDelMar,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
95,4,3,Muy luminoso,Casa,750,465,5,Excelente,LaMolina,5,NoEspecifica,NoEspecifica,3,1,0
42,4,3,Luminoso,Casa,295,295,3,Bueno,PuebloLibre,2,NoEspecifica,NoEspecifica,3,0,0
17.9,4,2,Luminoso,Casa de campo,203,180,3,Muy bueno,Chaclacayo,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
8.5,4,2,Muy luminoso,Casa,180,180,2,Bueno,VillaElSalvador,1,Si,Si,2,NoEspecifica,NoEspecifica
55,5+,3,Luminoso,Casa,312,420,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
29.9,5+,1,Muy luminoso,Casa,300,300,4,Excelente,LaMolina,3,No,No,3,NoEspecifica,0
