C9_CARRERA,SELECT,C9P901_ORD,C9P901,C9P902,C9P903,C9P904,C9P905,C9P906,C9P907,C9P908,C9P909,C9P910,C9P911,C9P912,C9P913,C9P914,C9P915,C9P916,C9P917,C9P918,C9P919,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
1054,U0048,14,LITERATURA LENGUA ESPAOLA,10,4,30,62,38,37,140,3,0,3,0,0,27,27,0,2,2,0,0,0,0,0,105,0,5
1055,U0048,15,LENGUA ESPAOLA INGLES,10,4,30,63,27,27,103,2,0,1,0,1,10,10,0,2,2,0,0,0,0,0,105,0,5
1056,U0048,16,EDUCACION INTERCULTURAL BILINGUE LENGUA ESPAOLA,10,4,30,45,17,17,44,1,0,1,0,0,13,13,0,2,2,0,0,0,0,0,105,0,5
1057,U0048,17,EDUCACION INTERCULTURAL BILINGUE LITERATURA,10,4,30,31,7,7,14,2,0,2,0,0,4,4,0,2,2,0,0,0,0,0,105,0,5
1058,U0048,18,INGLES FRANCES,10,4,28,63,53,43,237,6,0,3,0,0,55,55,0,2,2,0,0,0,0,0,105,0,5
1059,U0048,19,INGLES ITALIANO,10,4,28,64,29,29,118,3,0,1,0,1,26,26,0,2,2,0,0,0,0,0,105,0,5
1060,U0048,20,INGLES ESPAOLA COMO LENGUA ESPAOLA,10,4,28,40,19,19,112,3,0,2,0,0,26,26,0,2,2,0,0,0,0,0,105,0,5
1061,U0048,21,FRANCES INGLES,10,4,28,39,14,14,24,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,105,0,5
1062,U0048,22,INGLES ALEMAN,10,4,28,34,14,14,20,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,105,0,5
1063,U0048,23,BIOLOGI_A CIENCIAS NATURALES,10,4,31,54,26,26,75,25,1,0,0,0,15,15,24,2,2,0,0,0,0,0,105,0,5
1064,U0048,24,BIOLOGIA MATEMATICA O INFORMATICA,10,4,31,54,10,10,9,1,1,0,0,0,9,9,0,2,2,0,0,0,0,0,105,0,5
1065,U0048,25,INFORMATICA,10,4,30,45,28,28,136,9,0,4,0,2,28,28,7,2,2,0,0,0,0,0,105,0,5
1066,U0048,26,MATEMATICA E INFORMATICA,10,4,27,82,66,57,268,1,1,0,0,0,60,60,66,2,2,0,0,0,0,0,105,0,5
1067,U0048,27,FISICA MATEMATICA INFORMATICA,10,4,33,91,27,27,24,11,1,0,0,0,22,22,0,2,2,0,0,0,0,0,105,0,5
1068,U0048,28,QUIMICA CIENCIAS NATURALES,10,4,32,35,15,15,21,12,1,0,0,0,6,6,3,2,2,0,0,0,0,0,105,0,5
1069,U0048,29,QUIMICA MATEMATICA E INFORMATICA,10,4,32,36,14,14,15,1,1,0,0,0,14,14,0,2,2,0,0,0,0,0,105,0,5
1070,U0048,30,AGROPECUARIA,10,4,32,83,51,50,143,12,0,4,0,4,26,26,17,2,2,0,0,0,0,0,105,0,5
1071,U0048,31,DESARROLLO AMBIENTAL,10,4,33,78,33,33,111,4,0,4,0,0,15,15,4,2,2,0,0,0,0,0,105,0,5
1072,U0048,32,INDUSTRIA ALIMENTARIA Y NUTRICION,10,4,30,82,66,58,228,10,0,2,0,2,44,44,30,2,2,0,0,0,0,0,105,0,5
1073,U0048,33,NUTRICION HUMANA,10,4,33,52,123,58,112,5,0,1,0,2,0,0,0,2,2,0,0,0,0,0,105,0,5
1074,U0048,34,EBANISTERIA Y DECORACION,10,4,29,47,18,17,38,5,0,2,0,0,6,6,7,2,2,0,0,0,0,0,105,0,5
1075,U0048,35,ELECTRICIDAD,10,4,32,42,19,19,59,12,0,4,0,3,9,9,5,2,2,0,0,0,0,0,105,0,5
1076,U0048,36,AUTOMATIZACION INDUSTRIAL,10,4,27,40,13,11,59,1,1,0,0,0,11,11,0,2,2,0,0,0,0,0,105,0,5
1077,U0048,37,CONSTRUCCION CIVIL,10,4,28,49,25,25,84,5,0,2,0,1,12,12,0,2,2,0,0,0,0,0,105,0,5
1078,U0048,38,DISEO INDUSTRIAL Y ARQUITECTONICO,10,4,38,59,37,37,110,6,0,1,0,0,8,8,0,2,2,0,0,0,0,0,105,0,5
1079,U0048,39,METALURGIA JOYERIA,10,4,34,40,19,18,29,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,105,0,5
1080,U0048,40,FUERZA MOTRIZ,10,4,26,46,18,18,90,9,0,4,0,0,16,16,4,2,2,0,0,0,0,0,105,0,5
1081,U0048,41,MECANICA DE PRODUCCION,10,4,27,48,16,16,71,13,0,4,0,1,9,9,1,2,2,0,0,0,0,0,105,0,5
1082,U0048,42,TECNOLOGI_A TEXTIL,10,4,32,58,34,33,83,5,0,2,0,1,16,16,8,2,2,0,0,0,0,0,105,0,5
1083,U0048,43,TECNOLOGI_A DEL VESTIDO,10,4,32,93,78,68,245,8,0,2,0,4,32,32,18,2,2,0,0,0,0,0,105,0,5
1084,U0048,44,ADMINISTRACION DE EMPRESAS,10,4,31,71,288,91,429,18,0,9,0,7,89,89,49,2,2,0,0,0,0,0,105,0,5
1085,U0048,45,ADMINISTRACION DE NEGOCIOS INTERNACIONALES,10,4,31,70,220,80,250,18,1,0,0,0,0,0,0,2,2,0,0,0,0,0,105,0,5
1086,U0048,46,GASTRONOMIA,10,4,34,66,53,53,151,8,0,3,0,1,0,0,0,2,2,0,0,0,0,0,105,0,5
1087,U0048,47,TURISMO Y HOTELERIA,10,4,34,70,130,44,306,8,1,0,0,0,88,88,27,2,2,0,0,0,0,0,105,0,5
1130,U0048,49,QUIMICA FISICA BIOLOGIA,10,4,30,25,5,5,47,1,1,0,0,0,9,9,4,2,2,0,0,0,0,0,105,0,5
1131,U0048,50,ARTES INDUSTRIALES,10,4,30,60,33,33,74,1,1,0,0,0,5,5,3,2,2,0,0,0,0,0,105,0,5
1132,U0048,51,CONSTRUCION METALICAS SOLDADURA INDUSTRIAL,10,4,30,46,14,12,30,1,1,0,0,0,4,4,0,2,2,0,0,0,0,0,105,0,5
1133,U0048,52,ELECTRONICA E INFORMATICA,10,4,32,63,39,33,107,8,0,4,0,3,22,22,8,2,2,0,0,0,0,0,105,0,5
1134,U0048,53,TELECOMUNICACIONES E INFORMATICA,10,4,32,71,59,54,178,4,0,2,0,1,25,25,8,2,2,0,0,0,0,0,105,0,5
732,U0049,1,ADMINISTRACION,10,4,57,293,822,270,1137,37,13,12,3,4,209,132,97,2,1,11,250,401,289,564,0,0,1
733,U0049,2,CONTABILIDAD,10,4,53,293,704,269,1249,33,15,8,3,2,220,211,231,2,1,11,250,401,289,564,0,0,1
734,U0049,3,ECONOMIA,10,4,55,206,742,201,715,31,11,3,1,2,25,61,35,2,1,12,250,401,289,564,0,0,1
735,U0049,4,DERECHO,12,4,72,338,690,290,1361,58,18,10,6,5,249,358,213,2,1,10,250,401,256,564,0,0,1
736,U0049,5,EDUCACION,10,4,56,142,34,34,61,43,8,12,3,4,35,72,62,2,1,11,238,347,130,286,0,0,1
737,U0049,6,ENFERMERIA,10,4,49,215,42,41,283,43,14,9,1,1,43,190,97,2,1,12,238,347,170,437,0,0,1
738,U0049,7,ESTOMATOLOGIA,10,4,55,196,148,108,634,69,10,12,4,7,65,102,20,2,1,10,250,401,441,726,0,0,1
739,U0049,8,INGENIERIA CIVIL,10,4,61,237,1738,223,1137,43,18,7,2,0,129,68,43,2,1,8,250,401,380,666,0,0,1
740,U0049,9,INGENIERIA DE SISTEMAS,10,4,56,185,219,157,468,27,9,5,3,0,52,60,37,2,1,11,250,401,344,666,0,0,1
741,U0049,10,INGENIERIA  INDUSTRIAL,10,4,59,202,422,181,565,16,4,2,1,3,87,70,24,2,1,11,250,401,308,666,0,0,1
742,U0049,11,MEDICINA HUMANA,12,4,64,182,647,168,470,30,11,6,3,4,0,0,0,2,1,5,277,401,850,1131,0,0,1
743,U0049,12,OBSTETRICIA,10,4,59,175,66,56,260,19,5,2,3,2,25,59,32,2,1,10,250,401,342,536,0,0,1
744,U0049,13,PSICOLOGIA,10,4,64,275,290,206,572,33,8,6,5,2,39,92,61,2,1,10,250,401,268,564,0,0,1
745,U0049,14,TURISMO,10,4,56,249,100,86,565,19,4,3,2,0,147,178,99,2,1,10,250,401,292,545,0,0,1
645,U0050,2,INGENIERIA FORESTAL Y MEDIO AMBIENTE,10,4,61,42,47,35,390,8,0,1,0,0,20,1,8,2,2,0,0,0,0,0,85,170,3
646,U0050,3,MEDICINA VETERINARIA Y ZOOTECNIA,10,4,64,30,54,30,217,7,1,0,0,0,0,0,0,2,2,0,0,0,0,0,85,170,3
647,U0050,4,AGROINDUSTRIAS,10,4,60,60,75,55,272,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,85,170,3
675,U0050,5,INGENIERIA AGRICOLA,10,4,64,40,36,30,200,13,1,0,0,0,0,0,0,2,2,0,0,0,0,0,85,170,3
677,U0050,7,OBSTETRICIA,10,4,61,55,106,52,545,30,1,0,0,0,29,14,4,2,2,0,0,0,0,0,85,170,3
678,U0050,8,ENFERMERIA,10,4,47,55,118,55,565,17,0,1,0,1,34,20,18,2,2,0,0,0,0,0,85,170,3
679,U0050,9,CONTABILIDAD,10,4,58,60,230,60,630,34,0,1,0,0,50,62,100,2,2,0,0,0,0,0,85,170,3
680,U0050,10,ADMINISTRACION,10,4,71,60,272,60,678,10,1,0,0,0,31,15,19,2,2,0,0,0,0,0,85,170,3
681,U0050,11,ECONOMIA,10,4,61,47,149,47,147,7,1,0,0,0,0,0,0,2,2,0,0,0,0,0,85,170,3
683,U0050,13,EDUCACION INICIAL,10,4,67,30,14,12,12,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,85,170,3
684,U0050,14,GESTION EN HOTELERIA Y TURISMO,10,4,71,40,102,40,486,28,1,0,0,0,33,0,3,2,2,0,0,0,0,0,85,170,3
814,U0051,1,AGRONOMIA,10,4,235,105,80,74,348,35,0,19,0,6,31,49,32,1,2,0,0,0,0,0,130,0,3
815,U0051,2,GESTION AMBIENTAL,10,4,220,70,291,75,309,35,0,21,0,6,14,35,21,1,2,0,0,0,0,0,130,0,3
816,U0051,3,CIENCIAS BIOLOGICAS,10,4,225,43,121,49,240,53,0,29,0,9,35,37,22,1,2,0,0,0,0,0,130,0,3
817,U0051,4,ACUICULTURA,10,4,227,65,29,27,195,53,0,29,0,5,25,21,20,1,2,0,0,0,0,0,130,0,3
818,U0051,5,EDUCACION INICIAL,10,4,206,52,40,31,147,122,0,42,0,16,23,37,16,1,2,0,0,0,0,0,130,0,3
819,U0051,6,EDUCACION FISICA,10,4,205,47,12,8,25,122,0,42,0,16,2,5,7,1,2,0,0,0,0,0,130,0,3
820,U0051,7,EDUCACION PRIMARIA,10,4,205,52,4,3,33,122,0,42,0,16,21,17,22,1,2,0,0,0,0,0,130,0,3
821,U0051,8,ANTROPOLOGIA SOCIAL,10,4,205,39,17,15,84,122,0,42,0,16,5,0,0,1,2,0,0,0,0,0,130,0,3
822,U0051,9,CIENCIAS NATURALES,10,4,205,52,13,9,50,122,0,42,0,16,7,9,10,1,2,0,0,0,0,0,130,0,3
823,U0051,10,CIENCIAS SOCIALES,10,4,205,52,18,15,100,122,0,42,0,16,24,15,8,1,2,0,0,0,0,0,130,0,3
824,U0051,11,FILOSIFIA Y PSICOPEDAGOGIA,10,4,205,52,8,8,43,122,0,42,0,16,2,0,0,1,2,0,0,0,0,0,130,0,3
825,U0051,12,LENGUA LITERATURA,10,4,205,52,19,16,74,122,0,42,0,16,18,29,3,1,2,0,0,0,0,0,130,0,3
826,U0051,13,IDIOMAS EXTRANJEROS,10,4,205,57,46,38,241,122,0,42,0,16,34,45,27,1,2,0,0,0,0,0,130,0,3
827,U0051,14,MATEMATICA E INFORMATICA,10,4,205,52,21,15,51,122,0,42,0,16,2,18,6,1,2,0,0,0,0,0,130,0,3
828,U0051,15,ADMINISTRACION,10,4,215,146,366,139,600,80,0,30,0,3,68,50,67,1,2,0,0,0,0,0,130,0,3
829,U0051,16,CONTABILIDAD,10,4,215,247,452,220,902,80,0,30,0,3,175,179,145,1,2,0,0,0,0,0,130,0,3
830,U0051,17,ECONOMIA,10,4,218,66,111,69,319,80,0,30,0,3,34,24,22,1,2,0,0,0,0,0,130,0,3
831,U0051,18,NEGOCIOS INTERNACIONALES Y TURISMO,10,4,212,100,238,110,483,80,0,30,0,3,39,50,52,1,2,0,0,0,0,0,130,0,3
832,U0051,19,INGENIERIA FORESTAL,10,4,230,77,100,79,348,38,0,12,0,9,9,68,44,1,2,0,0,0,0,0,130,0,3
833,U0051,20,INGENIERIA EN ECOLOGIA DE BOSQUES TROPICALES,10,4,238,77,102,82,366,38,0,12,0,9,24,55,18,1,2,0,0,0,0,0,130,0,3
834,U0051,21,DERECHO Y CIENCIAS POLITICAS,12,4,243,37,193,41,221,20,0,2,0,0,23,31,18,1,2,0,0,0,0,0,130,0,3
835,U0051,22,ENFERMERIA,10,4,210,44,147,43,278,43,0,34,0,9,36,33,37,1,2,0,0,0,0,0,130,0,3
836,U0051,23,FARMACIA Y BIOQUIMICA,12,4,256,53,67,51,355,16,0,4,0,1,46,54,62,1,2,0,0,0,0,0,130,0,3
837,U0051,24,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,4,218,57,41,30,214,31,0,16,0,6,65,27,40,1,2,0,0,0,0,0,130,0,3
838,U0051,25,BROMATOLOGIA Y NUTRICION HUMANA,10,4,218,57,76,55,290,31,0,16,0,6,3,25,0,1,2,0,0,0,0,0,130,0,3
839,U0051,26,INGENIERIA DE SISTEMAS E INFORMATICA,10,4,220,106,287,109,371,21,0,3,0,0,20,25,16,1,2,0,0,0,0,0,130,0,3
840,U0051,27,INGENIERIA QUIMICA,10,4,235,41,49,39,164,49,0,15,0,9,13,28,28,1,2,0,0,0,0,0,130,0,3
841,U0051,28,MEDICINA HUMANA,14,4,358,31,290,31,355,64,0,17,0,8,27,54,52,1,2,0,0,0,0,0,130,0,3
851,U0051,29,ODONTOLOGIA,12,4,249,46,97,45,181,23,0,5,0,2,0,25,21,1,2,0,0,0,0,0,130,0,3
854,U0051,30,ZOOTECNIA,10,4,217,25,20,20,92,20,0,1,0,0,6,11,9,1,2,0,0,0,0,0,130,0,3
330,U0052,1,DERECHO,12,4,73,400,1447,800,4462,165,0,56,0,27,355,452,334,2,1,12,82,106,210,250,0,0,1
366,U0052,2,EDUCACION,10,4,60,400,74,69,206,20,0,9,0,6,62,455,37,2,1,10,92,116,186,220,0,0,1
367,U0052,3,ADMINISTRACION Y MARKETING,10,4,66,400,925,800,2921,187,0,41,0,13,311,207,75,2,1,10,88,112,185,220,0,0,1
368,U0052,4,ADMINISTRACION EN TURISMO HOTELERIA  Y GASTRONOMÖA,10,4,67,400,367,358,790,101,0,10,0,2,104,7,0,2,1,10,88,112,209,240,0,0,1
369,U0052,5,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,4,65,360,499,414,307,4,0,2,0,1,0,0,0,2,1,10,88,112,209,240,0,0,1
370,U0052,6,CONTABILIDAD,10,4,61,400,2203,800,4689,194,0,43,0,20,425,318,192,2,1,10,88,112,185,220,0,0,1
371,U0052,7,ECONOMIA Y NEGOCIOS INTERNACIONALES,10,4,60,300,436,366,301,5,0,3,0,0,0,0,0,2,1,10,88,112,185,220,0,0,1
372,U0052,8,OBSTETRICIA,10,4,55,381,232,224,700,92,0,22,0,12,137,77,57,2,1,10,82,106,275,310,0,0,1
373,U0052,9,ENFERMERIA,10,4,51,400,355,345,1122,129,0,29,0,7,211,154,153,2,1,10,82,106,275,310,0,0,1
374,U0052,10,FARMACIA Y BIOQUIMICA,11,4,51,298,207,203,571,38,0,9,0,3,53,62,48,2,1,11,82,106,310,350,0,0,1
375,U0052,11,MEDICINA HUMANA,12,4,71,150,949,164,516,69,0,6,0,4,0,0,0,2,1,10,82,106,590,630,0,0,1
376,U0052,12,ODONTOLOGIA,10,4,56,270,294,238,1208,97,0,12,0,4,175,106,68,2,1,10,82,106,365,400,0,0,1
377,U0052,13,INGENIERIA DE SISTEMAS,10,4,70,400,270,262,632,51,0,21,0,7,99,69,38,2,1,10,93,117,284,320,0,0,1
378,U0052,14,INGENIERIA CIVIL,10,4,67,400,2039,800,3238,106,0,24,0,4,227,169,83,2,1,10,93,117,284,320,0,0,1
384,U0052,16,INGENIERIA MECANICA ELECTRICA,10,4,69,290,218,211,541,25,0,2,0,1,69,55,21,2,1,10,93,118,284,320,0,0,1
385,U0052,17,INGENIERIA INDUSTRIAL,10,4,76,210,123,118,353,26,0,2,0,0,37,17,0,2,1,10,93,117,284,320,0,0,1
386,U0052,18,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,10,4,70,180,66,64,166,25,0,2,0,0,20,13,3,2,1,10,93,117,284,320,0,0,1
387,U0052,19,INGENIERIA AMBIENTAL Y SANITARIA,10,4,65,315,485,396,754,44,0,9,0,0,14,0,0,2,1,10,93,117,284,320,0,0,1
388,U0052,20,ARQUITECTURA Y URBANISMO,10,4,65,370,261,254,573,35,0,2,0,0,15,4,0,2,1,10,93,117,284,320,0,0,1
389,U0052,21,INGENIERIA MECATRONICA,10,4,70,160,77,75,202,24,0,4,0,0,35,3,0,2,1,10,93,117,284,320,0,0,1
1496,U0053,1,CONTABILIDAD,10,4,65,816,72,71,1150,21,0,9,0,0,157,157,94,2,2,0,0,0,0,0,360,2320,3
1497,U0053,2,INGENIERIA COMERCIAL,10,4,82,1026,159,158,1221,26,0,4,0,0,99,99,55,2,2,0,0,0,0,0,360,2320,3
1498,U0053,3,ENFERMERIA,10,4,46,198,54,50,441,36,0,3,0,0,36,36,68,2,2,0,0,0,0,0,360,2320,3
1499,U0053,4,OBSTETRICIA,10,4,59,300,30,28,163,9,0,1,0,0,23,23,70,2,2,0,0,0,0,0,360,2320,3
1500,U0053,5,ODONTOLOGÇ_A,12,4,73,168,39,38,355,29,0,3,0,0,0,0,15,2,2,0,0,0,0,0,360,4640,3
1501,U0053,6,PSICOLOGIA,10,4,52,384,117,117,141,6,0,4,0,0,6,0,0,2,2,0,0,0,0,0,360,2320,3
1502,U0053,7,INGENIERIA CIVIL,10,4,59,450,334,320,1522,38,0,6,0,0,116,116,38,2,2,0,0,0,0,0,360,2400,3
1503,U0053,8,INGENIERÇ_A AGROINDUSTRIAL,10,4,57,150,17,17,81,11,0,4,0,0,11,11,2,2,2,0,0,0,0,0,360,2320,3
1504,U0053,9,INGENIERIA AMBIENTAL,10,4,84,300,246,224,869,13,0,2,0,0,18,18,2,2,2,0,0,0,0,0,360,2320,3
1505,U0053,10,INGENIERIA DE SISTEMAS E INFORMATICA,10,4,67,1140,80,77,385,15,1,0,0,0,64,64,41,2,2,0,0,0,0,0,360,2320,3
1506,U0053,11,INGENIERIA MECANICA ELECTRICA,10,4,67,450,214,212,856,13,0,1,0,0,47,47,51,2,2,0,0,0,0,0,360,2400,3
1507,U0053,12,INGENIERIA AGRONOMA,10,4,65,150,14,14,111,11,0,1,0,0,86,86,11,2,2,0,0,0,0,0,360,2320,3
1508,U0053,13,DERECHO,12,4,71,960,140,139,1166,30,0,5,0,2,263,263,178,2,2,0,0,0,0,0,360,2320,3
1509,U0053,14,CIENCIAS ADMINISTRATIVAS Y MARKETING ESTRATÇ%GICO,10,4,67,1200,185,180,476,17,0,2,0,1,28,28,12,2,2,0,0,0,0,0,360,2320,3
908,U0054,1,ADMINISTRACION Y FINANZAS,10,4,73,65,59,59,404,6,3,1,2,0,21,60,60,2,1,5,240,240,130,320,0,0,1
909,U0054,2,CONTABILIDAD Y TRIBUTACION,10,4,75,60,48,46,506,6,1,1,1,1,29,64,64,2,1,5,240,240,130,320,0,0,1
910,U0054,3,MARKETING Y NEGOCIOS INTERNACIONALES,10,4,72,15,5,1,17,2,1,0,1,0,0,0,0,2,1,5,240,240,130,320,0,0,1
911,U0054,4,ARQUITECTURA Y URBANISMO,10,4,57,40,40,37,221,9,4,4,1,0,19,47,42,2,1,6,240,240,130,320,0,0,1
912,U0054,5,INGENIERIA CIVIL,10,4,56,95,78,68,356,5,2,3,0,0,6,26,21,2,1,6,240,240,130,320,0,0,1
913,U0054,6,DERECHO,12,4,98,85,78,70,697,12,6,4,2,0,94,179,278,2,1,6,240,240,130,320,0,0,1
914,U0054,7,ENFERMERIA,10,4,48,55,45,35,326,10,7,2,1,0,23,45,82,2,1,5,240,240,130,303,0,0,1
915,U0054,8,OBSTETRICIA,10,4,53,30,28,26,279,9,5,3,1,0,32,50,69,2,1,6,240,240,130,330,0,0,1
916,U0054,9,PSICOLOGIA,10,4,81,60,55,48,300,7,4,3,0,0,22,55,52,2,1,5,240,240,130,300,0,0,1
917,U0054,10,TECNOLOGIA MEDICA,10,4,59,65,53,48,429,9,5,4,0,0,28,58,60,2,1,6,240,240,130,330,0,0,1
918,U0054,11,NUTRICION,10,4,60,15,3,1,1,1,1,0,0,0,0,0,0,2,1,5,240,240,130,300,0,0,1
919,U0054,12,MEDICINA HUMANA,14,4,60,70,65,60,582,4,3,1,0,0,26,78,38,2,1,8,240,240,300,1000,0,0,1
920,U0054,13,ODONTOLOGIA,10,4,49,15,7,7,17,1,1,0,0,0,0,0,0,2,1,2,240,240,300,500,0,0,1
921,U0054,14,COMUNICACION,10,4,64,15,5,4,21,1,1,0,0,0,0,0,0,2,1,6,240,240,130,230,0,0,1
922,U0054,15,PERIODISMO,10,4,68,1,1,1,18,10,1,1,1,1,10,9,21,2,1,6,240,240,130,230,0,0,1
923,U0054,16,EDUCACION ESPECIAL,10,4,76,1,1,1,1,1,1,0,0,0,0,0,0,2,1,2,240,240,180,230,0,0,1
924,U0054,17,EDUCACION SECUNDARIA LENGUAJE Y LITERATURA,10,4,76,1,1,1,1,1,1,0,0,0,0,0,0,2,1,2,240,240,180,230,0,0,1
925,U0054,18,EDUCACION FISICA,10,4,64,1,1,1,31,1,1,0,0,0,2,11,19,2,1,2,240,240,180,230,0,0,1
926,U0054,19,EDUCACION INICIAL,10,4,64,1,1,1,32,9,6,2,1,0,0,12,22,2,1,2,240,240,180,230,0,0,1
927,U0054,20,EDUCACION PRIMARIA,10,4,64,1,1,1,9,7,4,3,0,0,2,15,16,2,1,6,240,240,180,230,0,0,1
928,U0054,21,INGENIERIA INFORMATICA Y SISTEMAS,10,4,65,30,20,7,158,2,1,1,0,0,26,34,34,2,1,6,240,240,130,320,0,0,1
1357,U0055,1,ADMINISTRACION,10,5,50,486,1769,486,1753,185,2,134,1,25,124,147,21,2,1,5,295,295,998,2523,0,0,1
1358,U0055,2,ADMINISTRACION DE EMPRESAS,10,5,40,1033,1141,800,3121,165,1,114,5,19,242,235,8,2,1,4,100,100,850,850,0,0,1
1359,U0055,3,ADMINISTRACION EN TURISMO,10,5,54,81,218,81,362,32,1,19,0,4,28,50,14,2,1,5,295,295,998,2523,0,0,1
1360,U0055,4,ADMINISTRACION HOTELERA,10,5,51,253,431,253,1285,107,4,59,1,12,107,180,13,1,1,5,295,295,998,3023,0,0,1
1361,U0055,5,ADMINISTRACION Y EMPRENDIMIENTO,10,5,50,120,219,120,222,22,1,12,1,5,0,0,0,2,1,5,295,295,998,2523,0,0,1
1362,U0055,6,ARQUITECTURA URBANISMO Y TERRITORIO,10,5,50,285,992,285,575,60,4,20,1,6,13,15,0,2,1,5,295,295,998,2523,0,0,1
1363,U0055,7,ARTE CULINARIO,10,5,54,90,180,90,280,34,1,13,2,1,0,0,0,2,1,5,295,295,998,3023,0,0,1
1364,U0055,8,ARTE Y DISEO EMPRESARIAL,10,5,58,148,362,148,662,66,1,15,0,4,38,65,25,2,1,5,295,295,998,2523,0,0,1
1365,U0055,9,BACHILLERATO Y LICENCIATURA EN EDUCACION,10,5,50,17,20,17,17,5,1,2,0,1,0,19,25,2,1,5,250,250,400,400,0,0,1
1366,U0055,10,COMUNICACIONES,10,5,50,243,701,243,791,47,3,27,1,3,42,60,9,2,1,5,295,295,998,2523,0,0,1
1367,U0055,11,CONTABILIDAD EMPRESARIAL,10,5,40,130,155,130,152,13,1,9,0,2,0,0,0,2,1,4,100,100,850,850,0,0,1
1368,U0055,12,DERECHO,10,5,60,140,599,140,352,45,2,22,2,8,27,35,4,2,1,5,295,295,998,2523,0,0,1
1369,U0055,13,DISEO Y GESTION DE MARCA,10,5,57,9,20,9,17,1,1,0,0,0,0,0,0,2,1,5,295,295,998,2523,0,0,1
1370,U0055,14,ECONOMIA,10,5,50,41,289,41,115,31,1,22,0,6,9,10,1,2,1,5,295,295,998,2523,0,0,1
1371,U0055,15,ECONOMIA Y FINANZAS,10,5,50,38,167,38,125,2,1,1,0,0,7,7,0,2,1,5,295,295,998,2523,0,0,1
1372,U0055,16,ECONOMI_A Y NEGOCIOS INTERNACIONALES,10,5,50,127,507,127,273,2,1,1,0,0,12,8,2,2,1,5,295,295,998,2523,0,0,1
1373,U0055,17,ECONOMIA,10,5,72,42,43,42,42,5,1,3,0,0,0,0,1,2,1,5,295,295,998,2523,0,0,1
1374,U0055,18,GASTRONOMI_A Y GESTION DE RESTAURANTES,10,5,54,97,226,97,433,48,1,22,0,4,5,1,0,2,1,5,295,295,998,3023,0,0,1
1375,U0055,19,GESTION AMBIENTAL EMPRESARIAL,10,5,51,29,161,29,69,13,1,11,0,1,0,0,0,2,1,5,295,295,998,3023,0,0,1
1376,U0055,20,INGENIERI_A AGROINDUSTRIAL Y AGRONEGOCIOS,10,5,50,52,134,52,166,31,1,18,1,8,19,30,0,2,1,5,295,295,998,2985,0,0,1
1377,U0055,21,INGENIERIA CIVIL,10,5,55,365,1074,365,433,35,1,15,1,11,0,0,0,2,1,5,295,295,998,2985,0,0,1
1378,U0055,22,INGENIERI_A EMPRESARIAL,10,5,51,218,445,218,233,14,1,7,0,4,0,0,0,2,1,5,295,295,998,2523,0,0,1
1379,U0055,23,INGENIERI_A EMPRESARIAL Y DE SISTEMAS,10,5,40,225,252,225,689,47,1,33,1,3,110,125,11,2,1,4,100,100,850,850,0,0,1
1380,U0055,24,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,5,50,75,180,75,79,6,1,2,0,1,0,0,0,2,1,5,295,295,998,2985,0,0,1
1381,U0055,25,INGENIERI_A INDUSTRIAL,10,5,40,269,311,269,341,21,1,15,0,5,0,0,0,2,1,4,100,100,850,850,0,0,1
1382,U0055,26,INGENIERI_A INDUSTRIAL Y COMERCIAL,10,5,50,380,1099,380,765,45,1,31,2,7,36,44,1,2,1,5,295,295,998,2523,0,0,1
1383,U0055,27,INGENIERIA INFORMA_TICA Y DE SISTEMAS,10,5,60,212,672,212,520,60,1,42,0,11,28,49,25,2,1,5,295,295,998,2523,0,0,1
1384,U0055,28,INTERNATIONAL BUSINESS,10,5,50,452,737,452,1254,53,1,40,2,5,31,14,0,2,1,5,295,295,998,3023,0,0,1
1385,U0055,29,MARKETING,10,5,52,201,422,201,846,72,1,54,0,8,66,103,12,2,1,5,295,295,998,2523,0,0,1
1386,U0055,30,MARKETING Y GESTION COMERCIAL,10,5,40,369,401,369,760,52,1,39,2,6,53,60,2,2,1,4,100,100,850,850,0,0,1
1387,U0055,31,MULTIMEDIA Y FOTOGRAFI_A PUBLICITARIA,10,5,56,35,58,35,31,4,1,1,0,0,0,0,0,2,1,5,295,295,998,2523,0,0,1
1388,U0055,32,NEGOCIOS INTERNACIONALES,10,5,40,215,241,215,424,33,1,20,3,6,19,27,0,2,1,4,100,100,850,850,0,0,1
1389,U0055,33,PSICOLOGIA,10,5,57,161,590,161,363,47,1,28,1,14,24,0,0,2,1,5,295,295,998,2523,0,0,1
1390,U0055,34,RELACIONES INTERNACIONALES,10,5,57,44,136,44,143,20,1,15,0,3,0,0,0,2,1,5,295,295,998,3023,0,0,1
1286,U0056,1,ADMINISTRACION,10,5,66,1,1,1,1,384,15,108,10,41,740,716,221,2,1,6,335,700,170,495,0,0,1
