C9P901,C9P902,C9P903,C9P904,C9P908,C9P914,C9P917,C9P918,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
INGENIERI_A DE SISTEMAS Y SEGURIDAD INFORMA_TICA,10,4,60,329,12,No,Sí,100,300,360,790,0,0,Mensual
CIENCIA POLITICA,10,4,55,97,9,No,Sí,1,105,1,105,0,0,Mensual
TURISMO SOSTENIBLE,10,4,65,12,5,No,Sí,1,105,1,105,0,0,Mensual
ECONOMIA Y GESTION AMBIENTAL,10,4,54,32,0,No,Sí,1,105,1,105,0,0,Mensual
DERECHO,12,4,69,62,0,No,Sí,1,105,1,105,0,0,Mensual
ADMINISTRACION,10,4,56,72,0,No,Sí,1,105,1,105,0,0,Mensual
PSICOLOGIA,12,4,68,49,0,No,Sí,1,105,1,105,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,59,66,0,No,Sí,1,105,1,105,0,0,Mensual
PERIODISMO,10,4,57,75,5,No,Sí,1,105,1,105,0,0,Mensual
FILOSOFIA,10,4,52,22,8,No,Sí,1,105,1,105,0,0,Mensual
EDUCACION SECUNDARIA LENGUA Y LITERATURA,10,4,59,6,2,No,Sí,1,105,1,105,0,0,Mensual
EDUCACION SECUNDARIA EN FILOSOFIA Y CIENCIAS HISTORICO SOCIALES,10,4,59,7,2,No,Sí,1,105,1,105,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,1,689,25,No,No,0,0,0,0,200,600,Mensual
INGENIERIA INDUSTRIAL,10,4,1,425,0,No,No,0,0,0,0,200,600,Mensual
INGENIERIA DE TELECOMUNICACIONES,10,4,1,66,0,No,No,0,0,0,0,200,550,Mensual
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,10,4,1,676,0,No,No,0,0,0,0,200,600,Mensual
CONTABILIDAD,10,4,1,746,57,No,No,0,0,0,0,200,550,Mensual
DERECHO,12,4,1,380,0,No,No,0,0,0,0,200,550,Mensual
ENFERMERIA,10,5,43,376,0,No,Sí,180,200,350,450,0,0,Mensual
OBSTETRICIA,10,5,55,467,0,No,Sí,180,200,350,450,0,0,Mensual
TERAPIA FISICA Y REHABILITACION,10,5,58,78,0,No,Sí,180,200,450,550,0,0,Mensual
CONTABILIDAD CON MENCION EN FINANZAS,10,5,63,160,47,No,No,0,0,0,0,400,440,Mensual
EDUCACION PRIMARIA E INTERCULTURALIDAD,10,5,65,160,26,No,No,0,0,0,0,400,290,Mensual
ENFERMERIA,10,5,51,160,66,No,No,0,0,0,0,400,440,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,10,5,61,160,31,No,No,0,0,0,0,400,440,Mensual
INGENIERIA ELECTRONICA CON MENCION EN TELECOMUNICACIONES,10,5,65,160,30,No,No,0,0,0,0,400,420,Mensual
INGENIERI_A CIVIL,10,5,63,533,96,No,Sí,260,305,380,560,0,0,Mensual
INGENIERI_A DE SISTEMAS E INFORMA_TICA,10,5,57,220,31,No,Sí,260,305,380,560,0,0,Mensual
ENFERMERIA,10,5,50,236,44,No,Sí,260,305,380,560,0,0,Mensual
MARKETING Y NEGOCIOS INTERNACIONALES,10,5,66,169,35,No,Sí,260,305,380,560,0,0,Mensual
DERECHO Y CIENCIAS POLITICAS,12,5,84,154,0,No,Sí,260,305,380,560,0,0,Mensual
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,4,64,33,0,No,Sí,600,600,825,1100,0,0,No aplica
GASTRONOMIA Y GESTION EMPRESARIAL,10,4,69,532,0,No,Sí,600,600,998,1700,0,0,No aplica
NUTRICION SALUD Y TECNICAS ALIMENTARIAS,10,4,77,55,0,No,Sí,600,600,713,948,0,0,No aplica
ADMINISTRACION DE NEGOCIOS HOTELEROS Y TURISTICOS,10,4,74,70,0,No,Sí,600,600,750,1000,0,0,No aplica
ADMINISTRACION HOTELERA Y DE TURISMO,10,4,65,1,0,No,No,0,0,0,0,100,52,Semestral
INGENIERIA DE INDUSTRIAS ALIMENTARIAS,10,4,62,1,0,No,No,0,0,0,0,100,52,Semestral
INGENIERIA ECONOMICA,10,4,56,1,0,No,No,0,0,0,0,100,52,Semestral
INGENIERIA AGROINDUSTRIAL,10,5,220,1,20,No,No,0,0,0,0,24,0,No aplica
INGENIERIA FORESTAL,10,5,220,81,25,No,No,0,0,0,0,24,0,No aplica
ECOTURISMO,10,5,220,80,20,No,No,0,0,0,0,24,0,No aplica
CONTABILIDAD Y FINANZAS,10,5,220,80,0,No,No,0,0,0,0,24,0,No aplica
ADMINISTRACCION Y NEGOCIOS INTERNACIONALES,10,4,237,82,0,No,No,0,0,0,0,24,0,No aplica
INGENIERIA DE SISTEMA E INFORMATICA,10,4,220,80,0,No,No,0,0,0,0,24,0,No aplica
MEDICINA VETERINARIA Y ZOOTECNIA,10,4,289,59,0,No,No,0,0,0,0,24,0,No aplica
DERECHO Y CIENCIAS POLITICAS,12,5,290,80,0,No,No,0,0,0,0,24,0,No aplica
ENFERMERIA,10,5,220,73,0,No,No,0,0,0,0,24,0,No aplica
EDUCACION SECUNDARIA  MATEMATICA Y COMPUTACION,10,5,220,10,0,No,No,0,0,0,0,24,0,No aplica
EDUCACION PRIMARIA E INFORMATICA,10,4,220,23,0,No,No,0,0,0,0,24,0,No aplica
EDUCACION INICIAL ESPECIAL,10,5,220,27,0,No,No,0,0,0,0,24,0,No aplica
ADMINISTRACION,10,4,55,693,57,No,No,0,0,0,0,20,0,No aplica
AGROINDUSTRIAL,10,4,56,390,63,No,No,0,0,0,0,20,0,No aplica
INGENIERIA DE MINAS,10,4,59,501,33,No,No,0,0,0,0,20,0,No aplica
INFORMATICA,10,4,64,339,38,No,No,0,0,0,0,20,0,No aplica
INGENIERIA CIVIL,10,4,58,170,0,No,No,0,0,0,0,40,0,No aplica
"EDUCACIÇ""N INICIAL",10,4,66,181,0,No,No,0,0,0,0,40,0,No aplica
CIENCIAS POLITICAS,10,4,58,160,0,No,No,0,0,0,0,40,0,No aplica
AGROECOLOGIA,10,4,76,117,13,No,No,0,0,0,0,40,0,No aplica
VETERINARIA,10,4,59,382,58,No,No,0,0,0,0,40,0,No aplica
"EDUCACIÇ""N FISICA",10,4,67,99,0,No,No,0,0,0,0,40,0,No aplica
"EDUCACIÇ""N MATEMATICA",10,4,64,99,0,No,No,0,0,0,0,40,0,No aplica
ADMINISTRACION DE NEGOCIOS GLOBALES,10,5,65,156,0,No,Sí,290,290,290,450,0,0,Mensual
INGENIERIA AGROINDUSTRIAL,10,4,12,20,18,Sí,Sí,200,300,400,800,0,0,Mensual
ADMINISTRACION,10,4,53,60,999,Sí,Sí,100,200,85,340,0,0,Mensual
ENFERMERIA,10,4,51,26,999,Sí,Sí,100,200,85,340,0,0,Mensual
CONTABILIDAD,10,4,54,40,0,No,No,0,0,0,0,50,0,No aplica
ENFERMERIA,10,4,46,40,0,No,No,0,0,0,0,50,0,No aplica
INGIENERIA CIVIL,10,4,55,40,0,No,No,0,0,0,0,50,0,No aplica
AGROINDUSTRIAL,10,4,60,40,0,No,No,0,0,0,0,50,0,No aplica
INGENIERA FORESTAL Y AMBIENTAL,10,4,65,40,0,No,No,0,0,0,0,50,0,No aplica
INGENIERIA DE SISTEMAS,10,4,70,12,1,No,Sí,100,100,200,400,0,0,Mensual
ODONTOLOGIA,10,4,83,28,0,No,Sí,100,100,300,600,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,70,39,0,No,No,0,0,0,0,100,2000,Mensual
INGENIERIA AMBIENTAL,10,4,69,41,0,No,No,0,0,0,0,100,2000,Mensual
ARQUEOARQUITECTURA Y GESTION TURISTICA,10,4,71,14,0,Sí,Sí,350,350,650,850,0,0,Mensual
DIRECCION DE ARTES GRAFICAS Y PUBLICITARIAS,10,4,71,91,0,Sí,Sí,350,350,650,850,0,0,Mensual
Arquitectura de Interiores,10,4,61,622,9,Sí,Sí,360,360,990,2740,0,0,Mensual
ComunicaciÇün,10,4,61,493,9,Sí,Sí,360,360,990,2740,0,0,Mensual
DISEO GRAFICO PUBLICITARIO,10,4,61,488,9,Sí,Sí,360,360,990,2740,0,0,Mensual
DERECHO Y CIENCIAS POLITICAS,12,5,72,100,0,No,Sí,100,200,350,400,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,5,60,60,0,No,Sí,100,200,350,400,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,5,60,60,0,No,Sí,100,200,350,400,0,0,Mensual
ENFERMERIA,10,5,55,8,0,No,Sí,200,200,250,330,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,5,65,84,0,No,Sí,150,200,336,395,0,0,Mensual
TECNOLOGIA MEDICA FISIOTERAPIA Y REHABILITACION,10,5,51,27,0,No,Sí,150,200,172,395,0,0,Mensual
ENFERMERIA,10,4,38,237,0,No,No,0,0,0,0,200,320,Mensual
OBSTETRICIA,11,4,41,171,0,No,No,0,0,0,0,200,380,Mensual
TURISMO  HOTELERIA Y GASTRONOMIA,10,4,59,38,0,No,No,0,0,0,0,200,250,Mensual
ENFERMERIA,10,4,47,160,0,No,Sí,170,250,290,380,0,0,Mensual
OBSTETRICIA,10,4,57,80,0,No,Sí,170,250,290,380,0,0,Mensual
CIENCIAS FARMACEUTICAS Y BIOQUIMICA,10,4,58,400,0,No,Sí,170,250,290,380,0,0,Mensual
ESTOMATOLOGIA,10,4,65,141,0,No,Sí,170,250,290,380,0,0,Mensual
ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,4,67,160,0,No,Sí,170,250,290,380,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,64,80,0,No,No,0,0,0,0,107,0,No aplica
DERECHO Y CIENCIAS POLITICAS,12,4,78,80,0,No,No,0,0,0,0,107,0,No aplica
ENFERMERIA,10,4,45,80,0,No,No,0,0,0,0,107,0,No aplica
INGENIERIA AGRONOMA,10,4,70,80,0,No,No,0,0,0,0,107,0,No aplica
INGENIERIA CIVIL,10,4,62,80,0,No,No,0,0,0,0,107,0,No aplica
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,4,61,80,0,No,No,0,0,0,0,107,0,No aplica
OBSTETRICIA,10,4,55,80,0,No,No,0,0,0,0,107,0,No aplica
"ADMINISTRACIÇ""N DE EMPRESAS",10,5,54,80,0,No,No,0,0,0,0,360,3500,Mensual
CONTABILIDAD  AUDITORIA Y FINANZAS,10,5,50,57,0,No,No,0,0,0,0,360,3500,Mensual
INGENIERIA DE NEGOCIOS,10,5,50,80,0,No,No,0,0,0,0,360,3500,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,10,5,50,60,0,No,No,0,0,0,0,360,3500,Mensual
TURISMO HOTELERIA Y GASTRONOMIA,10,5,50,46,0,No,No,0,0,0,0,360,3500,Mensual
INGENIERIA QUIMICA INDUSTRIAL,10,5,60,43,0,No,Sí,300,300,998,3050,0,0,Mensual
INGENIERIA ELECTRONICA,10,5,58,79,0,No,Sí,300,300,998,3050,0,0,Mensual
INGENIERIA DE LA ENERGIA,10,5,60,85,0,No,Sí,300,300,998,3050,0,0,Mensual
INGENIERIA INDUSTRIAL,10,5,59,128,0,No,Sí,300,300,998,3050,0,0,Mensual
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,10,5,54,175,0,No,Sí,180,180,175,520,0,0,No aplica
CONTABILIDAD Y FINANZAS,10,5,56,116,0,No,Sí,180,180,175,520,0,0,No aplica
MARKETING EMPRESARIAL,10,5,54,53,0,No,Sí,180,180,175,520,0,0,No aplica
ENFERMERIA,10,5,40,160,0,No,Sí,180,180,175,520,0,0,No aplica
FARMACIA Y BIOQUIMICA,10,5,59,160,0,No,Sí,180,180,175,520,0,0,No aplica
SISTEMA  E INFORMATICA,10,4,70,119,0,No,No,0,0,0,0,250,250,Mensual
INGIENERIA DE NEGOCIO,10,4,70,106,0,No,No,0,0,0,0,250,250,Mensual
EDUCACION,10,4,70,128,0,No,No,0,0,0,0,200,200,Mensual
INGENIERIA DE NAVEGACION Y MARINA MERCANTE,12,4,64,17,0,Sí,Sí,300,580,600,2000,0,0,Mensual
INGENIERIA DE TRANSPORTE MARITIMO Y LOGISTICA PORTUARIA,10,4,60,9,0,Sí,Sí,400,600,800,2500,0,0,Mensual
INGENIERIA   DE LA PRODUCCION E INDUSTRIALIZACION DE RECURSOS HIDROBIOLOGIICOS,10,4,60,1,0,Sí,Sí,500,800,600,2500,0,0,Mensual
INGENIERIA DE SISTEMAS Y TELEMATICA,10,4,60,1,0,Sí,Sí,500,800,800,2500,0,0,Mensual
DERECHO DEL MAR Y SERVICIOS ADUANEROS,12,4,60,3,0,Sí,Sí,500,800,800,2500,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,5,66,1,0,No,No,0,0,0,0,600,7000,Mensual
INGENIERIA MECANICA,10,5,69,1,0,No,No,0,0,0,0,600,7000,Mensual
ADMINISTRACION Y GESTION DE EMPRESAS,10,4,62,0,0,No,Sí,150,150,180,320,0,0,Mensual
CONTABILIDAD,10,4,58,0,0,No,Sí,150,150,180,320,0,0,Mensual
DERECHO,10,4,64,0,0,No,Sí,150,150,180,320,0,0,Mensual
INGENIERIA Y GESTION AMBIENTAL,10,4,62,0,0,No,Sí,150,150,300,480,0,0,Mensual
INGENIERIA CIVIL,10,4,60,0,0,No,Sí,150,150,300,520,0,0,Mensual
