,Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
1006,947643346,E000000028263,U,2607,LIMA,BREÑA,-12.064495,-77.048954,PERSONAL,PERSONAL,C,157,248,177,103
1007,981872996,E000000121794,U,176,LIMA,SAN JUAN DE LURIGANCHO,-12.00395,-77.00695,MINORISTAS,BODEGA,D,67,37,60,79
1008,998863787,E000000152291,U,198,LIMA,CHORRILLOS,-12.17839,-77.00927,MINORISTAS,BODEGA,D,61,79,108,62
1009,985408221,E000000128200,U,990,LIMA,PUENTE PIEDRA,-11.86064,-77.08817,MINORISTAS,BODEGA,D,131,102,55,25
1010,983630987,E000000122775,U,1507,LIMA,SAN JUAN DE MIRAFLORES,-12.13387,-76.96662,MINORISTAS,BODEGA,C,85,75,59,29
1011,956070495,E000000049846,U,286,LIMA,LIMA,-12.043438,-77.047454,MINORISTAS,BODEGA,D,21,87,45,71
1012,996130924,E000000146618,U,66,LIMA,CHORRILLOS,-12.1935,-76.98457,MINORISTAS,BODEGA,E,25,26,37,41
1013,966623201,E000000077301,U,297,LIMA,LA VICTORIA,-12.0618832,-77.0073366,MINORISTAS,BODEGA,D,43,61,18,29
1014,w0030119320,E000000162757,U,968,LIMA,CHORRILLOS,-12.19726,-76.98194,MINORISTAS,BODEGA,D,18,56,44,56
1015,988893692,E000000135399,U,1353,LIMA,VILLA EL SALVADOR,-12.22008,-76.92621,MINORISTAS,BODEGA,C,102,20,99,71
1016,968446322,E000000081209,U,1969,LIMA,SAN JUAN DE LURIGANCHO,-11.9457,-77.008,MINORISTAS,BODEGA,C,219,144,219,182
1017,998577509,E000000151108,U,1672,LIMA,SAN JUAN DE LURIGANCHO,-11.933,-76.9722,MINORISTAS,BODEGA,C,92,85,77,20
1018,988944415,E000000135679,U,2552,LIMA,LOS OLIVOS,-11.98116,-77.07659,MINORISTAS,BODEGA,C,253,93,239,153
1019,988536280,E000000133837,U,3366,LIMA,COMAS,-11.92955,-77.04348,MINORISTAS,FARMACIA,C,548,583,610,187
1020,w0052900209,E000000171855,V,1144,LIMA,SANTA ANITA,-12.0422,-76.98013,MINORISTAS,BAZAR,C,78,56,64,82
1021,962033427,E000000066114,U,132,LIMA,LOS OLIVOS,-11.9593872,-77.0762529,MINORISTAS,BODEGA,D,51,31,22,16
1022,970973110,E000000090408,U,990,LIMA,LIMA,-12.043377,-77.04554,MINORISTAS,BODEGA,D,96,81,90,66
1023,975035959,E000000102189,U,1144,LIMA,LIMA,-12.04695,-77.03064,MINORISTAS,BODEGA,C,86,57,113,107
1024,995386283,E000000143302,U,1144,LIMA,SAN JUAN DE MIRAFLORES,-12.17281,-76.95696,MINORISTAS,BODEGA,C,52,70,85,114
1025,998485480,E000000150796,U,286,LIMA,CIENEGUILLA,-12.115,-76.8121,MINORISTAS,BODEGA,D,73,29,43,77
1026,977235782,E000000110453,U,220,LIMA,ATE,-12.0042,-76.8411,MINORISTAS,BODEGA,D,67,50,63,11
1027,995185651,E000000142310,V,1048.08,LIMA,LURIGANCHO,-11.9791,-76.9422,MINORISTAS,FARMACIA,C,74,48,78,43
1028,979671963,E000000117340,U,1619.2,LIMA,VILLA EL SALVADOR,-12.18002,-76.94657,MINORISTAS,BODEGA,C,75,74,95,99
1029,950479963,E000000035455,U,2783,LIMA,SAN MARTIN DE PORRES,-12.0233711,-77.0845636,MINORISTAS,BODEGA,C,178,185,117,162
1030,970982331,E000000091252,U,1518,LIMA,VILLA MARIA DEL TRIUNFO,-12,-76,MINORISTAS,BODEGA,C,64,51,76,57
1031,962862077,E000000068331,U,2651,LIMA,LIMA,-12.0471465,-77.0435623,MINORISTAS,BODEGA,C,177,166,215,189
1032,959051369,E000000059851,U,2970,LIMA,ATE,-11.9439192,-76.7093218,MINORISTAS,FARMACIA,C,763,490,634,540
1033,975659640,E000000105078,U,2827,LIMA,LURIGANCHO,-12.00099,-76.85479,MINORISTAS,RESTAURANTE,C,293,157,134,94
1034,988729594,E000000134647,U,7546,LIMA,LOS OLIVOS,-11.9504,-77.0752,MINORISTAS,LIBRERIA,C,313,623,740,398
1035,964627951,E000000071662,V,4829,LIMA,SAN JUAN DE LURIGANCHO,-11.9570503,-76.7339325,MINORISTAS,BODEGA,C,582,656,560,665
1036,970975509,E000000090663,U,2387,LIMA,BREÑA,-12.055223,-77.049535,MINORISTAS,CENTRO COMERCIAL,C,182,230,157,189
1037,980213097,E000000119699,U,2728,LIMA,SAN MARTIN DE PORRES,-11.98487,-77.08683,MINORISTAS,BODEGA,C,158,232,132,229
1038,938169754,E000000007435,V,22,LIMA,SAN MARTIN DE PORRES,-11.9821963,-77.0811263,MINORISTAS,BOTICA,E,38,12,37,8
1039,975555888,E000000104634,U,1100,LIMA,SAN MARTIN DE PORRES,-11.96424,-77.09494,MINORISTAS,BODEGA,C,35,81,51,58
1040,970923125,E000000088579,U,1650,LIMA,VILLA EL SALVADOR,-12.200107,-76.953998,MINORISTAS,BODEGA,C,44,85,117,118
1041,949416175,E000000032588,V,6743,LIMA,INDEPENDENCIA,-12.0015125,-77.0474309,MINORISTAS,BODEGA,C,506,295,585,559
1042,15011013723,E000000157495,U,242,LIMA,LIMA,-12.06772,-77.03817,MINORISTAS,FOTOCOPIADORA,D,30,66,54,26
1043,971339030,E000000094018,U,2222,LIMA,ATE,-12.0206195,-76.8993674,MINORISTAS,BODEGA,C,270,38,168,179
1044,990343440,E000000137438,U,88,LIMA,CHORRILLOS,-12.19301,-76.98762,MINORISTAS,BODEGA,E,28,24,38,34
1045,971579314,E000000095235,U,1881,LIMA,PACHACAMAC,-12.1160811,-76.8732956,MINORISTAS,BODEGA,C,51,75,98,70
1046,w0053200656,E000000172335,V,88,LIMA,VILLA EL SALVADOR,-12.2042,-76.94013,MINORISTAS,BODEGA,E,36,35,29,14
1047,985483059,E000000128610,U,2442,LIMA,VILLA MARIA DEL TRIUNFO,-12.14832,-76.94434,MINORISTAS,BODEGA,C,133,186,219,217
1048,w0030147289,E000000163661,U,1441.22,LIMA,ATE,-12.02179,-76.87546,MINORISTAS,BODEGA,C,82,78,96,40
1049,939135438,E000000011587,U,1056,LIMA,VILLA MARIA DEL TRIUNFO,-12.1361988,-76.9401261,MINORISTAS,BODEGA,C,79,78,53,53
1050,945601463,E000000024949,U,5863,LIMA,SAN MARTIN DE PORRES,-12.027542,-77.058612,MINORISTAS,BODEGA,C,447,422,269,502
1051,969155031,E000000084649,U,6424,LIMA,SAN JUAN DE LURIGANCHO,-12.017,-76.9849,PERSONAL,PERSONAL,C,294,468,345,912
1052,w0040220372,E000000164769,U,814,LIMA,MIRAFLORES,-12.10663,-77.03211,MINORISTAS,BODEGA,D,67,113,96,45
1053,984914952,E000000125815,U,330,LIMA,SAN JUAN DE LURIGANCHO,-11.9376,-76.9772,MINORISTAS,FARMACIA,D,68,48,70,46
1054,999343007,E000000153888,U,2105.62,LIMA,LOS OLIVOS,-11.9911,-77.0728,MINORISTAS,BODEGA,C,71,196,194,171
1055,945726083,E000000025480,U,5324,LIMA,VILLA MARIA DEL TRIUNFO,-12.1474329,-76.931326,MINORISTAS,BODEGA,C,539,686,347,486
1056,959569174,E000000060934,U,22,LIMA,PUENTE PIEDRA,-11.8911948,-77.0711263,MINORISTAS,BODEGA,E,27,23,32,23
1057,938599455,E000000009232,U,132,LIMA,SAN MARTIN DE PORRES,-11.9790921,-77.1000302,MINORISTAS,BODEGA,D,33,33,28,26
1058,1.00E+11,E000000159368,V,6745.2,LIMA,PUENTE PIEDRA,-11.8897,-77.0682,MINORISTAS,FARMACIA,C,553,177,401,566
1059,w003013103,E000000163555,U,44,LIMA,ATE,-12,-76,MINORISTAS,BODEGA,E,28,21,12,28
1060,947536316,E000000027875,U,638,LIMA,PUENTE PIEDRA,-11.9275855,-77.0793658,MINORISTAS,FERRETERIA,D,21,53,84,93
1061,980250336,E000000119880,U,13123,LIMA,ATE,-12.0192,-76.821,MINORISTAS,BODEGA,B,284,660,717,618
1062,985264169,E000000127453,U,6490,LIMA,LIMA,-12.06734,-76.93915,MINORISTAS,BODEGA,C,591,613,617,595
1063,w003013625,E000000163592,U,22,LIMA,CHORRILLOS,-12.19463,-77.00601,MINORISTAS,BODEGA,E,17,29,22,9
1064,990158517,E000000136644,U,1232,LIMA,EL AGUSTINO,-12.0307,-76.9648,MINORISTAS,BODEGA,C,120,32,30,126
1065,w0051900148,E000000169826,U,22,LIMA,SAN JUAN DE LURIGANCHO,-11.9753,-77.0215,MINORISTAS,CABINA DE INTERNET,E,20,13,26,31
1066,985010821,E000000126270,V,1738,LIMA,LURIGANCHO,-11.9224,-76.6788,MINORISTAS,BODEGA,C,100,104,53,44
1067,w0030113396,E000000162253,V,297,LIMA,SAN MARTIN DE PORRES,-12.0344,-77.0973,MINORISTAS,BODEGA,D,49,60,101,36
1068,962190573,E000000066639,U,22,LIMA,SAN JUAN DE LURIGANCHO,-11.9677,-77.0021362,MINORISTAS,BODEGA,E,32,29,15,29
1069,956171305,E000000052011,U,3300,LIMA,VILLA MARIA DEL TRIUNFO,-12.1841996,-76.9476126,MINORISTAS,BODEGA,C,699,591,224,624
1070,985303807,E000000127644,U,8921,LIMA,ATE,-12.02301,-76.8974,MINORISTAS,BODEGA,C,781,260,475,122
1071,995692348,E000000144661,U,1408,LIMA,PUENTE PIEDRA,-11.86325,-77.07843,MINORISTAS,BODEGA,C,87,65,92,76
1072,971386113,E000000094276,U,1320,LIMA,SAN JUAN DE MIRAFLORES,-12.1343543,-76.9679245,MINORISTAS,BODEGA,C,139,52,78,71
1073,990879573,E000000139972,V,187,LIMA,INDEPENDENCIA,-11.9932,-77.05138,MINORISTAS,BODEGA,D,63,63,31,96
1074,962813177,E000000068119,V,264,LIMA,SAN MARTIN DE PORRES,-11.968212,-77.092192,MINORISTAS,BODEGA,D,41,57,71,32
1075,962110968,E000000066440,U,385,LIMA,COMAS,-11.4971459,-77.2132041,MINORISTAS,BODEGA,D,78,26,63,11
1076,971014956,E000000092009,U,88,LIMA,LINCE,-12.080604,-77.040439,MINORISTAS,BODEGA,E,28,22,31,9
1077,952623912,E000000041189,U,3124,LIMA,COMAS,-11.9079,-77.05,MINORISTAS,BODEGA,C,680,316,353,657
1078,995937992,E000000145754,U,7711,LIMA,SAN JUAN DE LURIGANCHO,-12.0226,-77.0083,MINORISTAS,BODEGA,C,748,501,348,570
1079,988076735,E000000131386,U,1958,LIMA,PUENTE PIEDRA,-11.98128,-77.06218,MINORISTAS,BODEGA,C,193,160,177,116
1080,w003010103,E000000161668,U,33495,LIMA,LOS OLIVOS,-11.99093,-77.0719,MINORISTAS,FARMACIA,B,454,654,490,369
1081,985872218,E000000130368,U,781,LIMA,SAN JUAN DE LURIGANCHO,-12.0031,-77.0175,MINORISTAS,BODEGA,D,73,77,93,45
1082,15011016267,E000000157665,U,1408,LIMA,SAN JUAN DE MIRAFLORES,-12.14684,-76.96906,MINORISTAS,BODEGA,C,102,114,99,90
1083,999765019,E000000155457,U,110,LIMA,SAN MARTIN DE PORRES,-11.99459,-77.0902,MINORISTAS,BODEGA,D,13,24,19,25
1084,990781284,E000000139570,U,638,LIMA,SAN JUAN DE LURIGANCHO,-12.0343,-76.952,MINORISTAS,CENTRO COMERCIAL,D,63,99,97,61
1085,932838975,E000000004770,U,1408,LIMA,ATE,-12.0563162,-76.9247891,MINORISTAS,BODEGA,C,85,117,72,59
1086,995026444,E000000141614,U,2145,LIMA,SAN MARTIN DE PORRES,-11.97215,-77.105,MINORISTAS,BODEGA,C,228,170,230,152
1087,942863505,E000000017432,U,418,LIMA,SAN MARTIN DE PORRES,-11.960196,-77.1011263,MINORISTAS,BODEGA,D,68,65,73,56
1088,978149156,E000000111565,V,88,LIMA,SAN JUAN DE MIRAFLORES,-12.15586,-76.96643,MINORISTAS,BODEGA,E,31,30,32,38
1089,920330553,E000000001594,U,2035,LIMA,ATE,-12.0381804,-76.8931808,MINORISTAS,BODEGA,C,146,266,242,167
1090,980322634,E000000120237,U,2255,LIMA,CHORRILLOS,-12.18956,-76.98664,MINORISTAS,BODEGA,C,257,216,169,217
1091,958863343,E000000059129,U,4851,LIMA,SAN LUIS,-12.065561,-76.9982892,MINORISTAS,AMBULANTE,C,241,569,294,603
1092,938830082,E000000010348,U,7216,LIMA,SAN JUAN DE MIRAFLORES,-12.1803012,-76.977237,MINORISTAS,BODEGA,C,576,370,400,633
1093,971013911,E000000092004,U,1485,LIMA,SAN JUAN DE LURIGANCHO,-12.033,-77.0169983,MINORISTAS,BODEGA,C,103,76,95,80
1094,984845746,E000000125400,V,1705,LIMA,VILLA MARIA DEL TRIUNFO,-12.17604,-76.95239,MINORISTAS,BODEGA,C,98,55,82,81
1095,w0072400371,E000000178469,U,1584,LIMA,SAN MARTIN DE PORRES,-12.01032,-77.08539,MINORISTAS,BOTICA,C,68,72,104,93
1096,1.00E+11,E000000159645,U,1023,LIMA,PUENTE PIEDRA,-11.93445,-77.08484,MINORISTAS,LIBRERIA BAZAR,C,50,93,67,104
1097,w0053200172,E000000172174,U,924,LIMA,SAN JUAN DE MIRAFLORES,-11.61068,-75.290384,MINORISTAS,BODEGA,D,75,22,84,52
1098,956914708,E000000054252,U,44,LIMA,LURIN,-12.2927476,-76.8551087,MINORISTAS,BODEGA,E,29,28,30,16
1099,1040970368,E000000156312,U,2508,LIMA,VILLA MARIA DEL TRIUNFO,-12.21229,-76.90726,MINORISTAS,BODEGA,C,144,143,253,194
1100,979132741,E000000115101,U,44,LIMA,LURIGANCHO,-11.9746,-76.91701,MINORISTAS,BODEGA,E,10,14,23,37
1101,939483034,E000000012682,U,2453,LIMA,LOS OLIVOS,-11.9812,-77.0808,MINORISTAS,BODEGA,C,230,173,249,254
1102,9010806022,E000000156816,U,2354,LIMA,LIMA,-12.096,-77.0459,MINORISTAS,AMBULANTE,C,172,92,151,32
1103,1.00E+11,E000000159270,V,22,LIMA,COMAS,-11.9064,-77.0357,MINORISTAS,BODEGA,E,17,6,8,26
1104,w0030120903,E000000162967,U,1232,LIMA,ANCON,-11,-77,MINORISTAS,LIBRERIA BAZAR,C,41,48,77,41
1105,1043825284,E000000156458,U,4334,LIMA,PACHACAMAC,-12.10532,-76.87346,MINORISTAS,BODEGA,C,764,700,165,588
1106,w0030100721,E000000161558,U,3575,LIMA,LURIGANCHO,-11.9473,-76.7295,MINORISTAS,BODEGA,C,438,707,466,319
1107,939367498,E000000012280,V,2574,LIMA,SAN JUAN DE LURIGANCHO,-11.963196,-76.9991262,MINORISTAS,BAZAR,C,74,99,128,109
1108,w0030124241,E000000163222,U,5258,LIMA,SANTIAGO DE SURCO,-12.16256,-76.9908,MINORISTAS,BOTICA,C,556,535,569,837
1109,966140820,E000000075904,U,22,LIMA,SANTA ANITA,-12.0433,-76.9562,MINORISTAS,BODEGA,E,13,32,34,15
1110,996127642,E000000146601,U,1562,LIMA,VILLA MARIA DEL TRIUNFO,-12.1408,-76.9403,MINORISTAS,BODEGA,C,61,96,64,70
1111,970968750,E000000089986,U,4004,OYON,OYON,-10.6671279,-76.7697202,MINORISTAS,BODEGA,C,362,547,734,248
1112,957680834,E000000056046,U,8569,OYON,OYON,-10.667128,-76.7697201,MINORISTAS,BODEGA,C,580,806,519,974
1113,965894890,E000000074758,U,11044,OYON,OYON,-12.0711978,-77.0143126,MINORISTAS,BODEGA,B,584,853,579,442
1114,969298037,E000000085441,U,1067,OYON,OYON,-10.6671279,-76.7697201,MINORISTAS,BODEGA,C,82,88,82,127
1115,953612438,E000000042936,U,286,OYON,OYON,-10.666012,-76.773761,MINORISTAS,BODEGA,D,43,71,69,63
1116,983607509,E000000122665,V,2200,OYON,OYON,-10.66713,-76.76972,MINORISTAS,BODEGA,C,229,40,256,135
1117,985468268,E000000128549,U,99,OYON,OYON,-10.66754,-76.77344,MINORISTAS,BILLAR,E,27,36,41,44
1118,949510434,E000000032985,U,8360,OYON,OYON,-10.668456,-76.772704,PERSONAL,PERSONAL,C,481,732,573,280
1119,983992309,E000000123464,V,88,OYON,OYON,-10.66982,-76.76478,MINORISTAS,BODEGA,E,30,20,31,23
1120,985473086,E000000128565,U,6303,OYON,OYON,-10.66871,-76.77203,MINORISTAS,BODEGA,C,571,777,573,254
1121,952614914,E000000041136,U,176,OYON,OYON,-12.1343541,-76.9679243,MINORISTAS,BODEGA,D,37,29,78,39
1122,950609439,E000000036024,U,2662,OYON,OYON,-10.8119395,-76.874397,MINORISTAS,BODEGA,C,170,292,268,291
1123,957505418,E000000055223,U,1199,OYON,OYON,-10.6678109,-76.7730606,MINORISTAS,BODEGA,C,105,47,95,80
1124,985490950,E000000128670,V,968,OYON,OYON,-10.66794,-76.77085,MINORISTAS,BODEGA,D,132,77,61,19
1125,969401779,E000000085456,U,8844,YAUYOS,AYAVIRI,-12.3821,-76.1385,MINORISTAS,BODEGA,C,497,511,627,452
1126,966651904,E000000077542,U,3861,YAUYOS,VIÑAC,-12.4209,-75.8121,MINORISTAS,BODEGA,C,692,586,377,380
1127,985551747,E000000129015,U,2420,YAUYOS,ALIS,-12.2796,-75.7865,MINORISTAS,BODEGA,C,165,115,253,142
1128,971948489,E000000097145,U,1210,YAUYOS,YAUYOS,-13.0551,-76.3507,MINORISTAS,BODEGA,C,106,122,31,112
1129,999577531,E000000154718,U,198,YAUYOS,MADEAN,-12.9446,-75.7761,MINORISTAS,BODEGA,D,91,65,100,48
1130,999707876,E000000155209,U,13266,YAUYOS,TOMAS,-12.2362,-75.7444,MINORISTAS,BODEGA,B,176,550,103,638
1131,985363681,E000000127928,U,110,YAUYOS,CHOCOS,-13.0568,-76.3558,MINORISTAS,BODEGA,D,40,12,47,27
1132,959503692,E000000060658,U,3553,YAUYOS,YAUYOS,-12.4598,-75.92,MINORISTAS,BODEGA,C,596,551,189,514
1133,954069930,E000000044109,U,2618,YAUYOS,YAUYOS,-12.2991,-75.7916,MINORISTAS,BODEGA,C,213,175,179,188
1134,964907329,E000000073050,U,5962,YAUYOS,TOMAS,-12.2361,-75.7451,MINORISTAS,BODEGA,C,781,578,566,946
1135,969098878,E000000084347,U,374,YAUYOS,CHOCOS,-12.9103,-75.8625,MINORISTAS,BODEGA,D,33,71,92,66
1136,945198378,E000000023392,U,4653,YAUYOS,CARANIA,-12.34091,-75.8688278,MINORISTAS,BODEGA,C,699,358,468,546
1137,978869775,E000000113763,V,704,YAUYOS,HUANGASCAR,-13.0125,-76.3388,MINORISTAS,BODEGA,D,67,108,92,110
1138,945952728,E000000026399,U,1056,YAUYOS,ALLAUCA,-12.5859,-76.0312,MINORISTAS,BODEGA,C,58,124,104,40
1139,999632842,E000000154925,U,1584,YAUYOS,YAUYOS,-12.5188,-75.6568,MINORISTAS,BODEGA,C,78,72,63,66
1140,938752382,E000000009987,U,616,YAUYOS,HUANCAYA,-12.2043,-75.7992,MINORISTAS,BODEGA,D,66,47,76,15
1141,w0050100188,E000000164982,U,2310,YAUYOS,YAUYOS,-13.0551,-76.3507,MINORISTAS,BODEGA,C,182,105,197,113
1142,920752402,E000000002973,U,1804,YAUYOS,ALIS,-12.2491198,-75.6411819,MINORISTAS,BODEGA,C,110,57,79,93
1143,985752239,E000000129890,U,5874,YAUYOS,YAUYOS,-13.058,-76.3492,MINORISTAS,BODEGA,C,572,838,564,404
1144,966906545,E000000078422,U,3542,YAUYOS,YAUYOS,-12.4599,-75.919,MINORISTAS,FARMACIA,C,546,671,570,388
1145,978230529,E000000111880,U,4840,YAUYOS,YAUYOS,-13.42666,-76.13928,MINORISTAS,BODEGA,C,522,404,528,801
1146,976109399,E000000106895,U,88,YAUYOS,ALIS,-12.0592,-75.28512,MINORISTAS,BODEGA,E,25,21,23,23
1147,947639811,E000000028248,V,1881,YAUYOS,TANTA,-12.0611496,-75.2023315,MINORISTAS,BODEGA,C,44,86,67,43
1148,998644131,E000000151366,U,1903,YAUYOS,ALIS,-12.2797,-75.7865,MINORISTAS,BODEGA,C,231,213,168,242
1149,984901580,E000000125723,U,7931,YAUYOS,YAUYOS,-12.4597,-75.9185,MINORISTAS,BODEGA,C,441,739,572,710
1150,988262161,E000000132319,U,12232,YAUYOS,LARAOS,-12.38989,-75.84958,MINORISTAS,BODEGA,B,546,620,360,631
1151,990875849,E000000139963,U,396,YAUYOS,TOMAS,-12.4595,-75.9179,MINORISTAS,BODEGA,D,55,42,64,68
1152,999332008,E000000153865,U,1089,YAUYOS,YAUYOS,-12.7554,-75.942,MINORISTAS,BODEGA,C,68,89,83,40
1153,938443160,E000000008595,U,4312,YAUYOS,VIÑAC,-12.8079,-75.8963,MINORISTAS,BODEGA,C,375,452,627,398
1154,999782591,E000000155517,U,12089,YAUYOS,ALIS,-12.204,-75.7987,MINORISTAS,BODEGA,B,335,561,374,299
1155,985094802,E000000126661,U,132,YAUYOS,ALIS,-12.2797,-75.7865,MINORISTAS,BODEGA,D,28,39,39,24
1156,947824775,E000000028619,U,19855,YAUYOS,YAUYOS,-12.4592304,-75.9208221,MINORISTAS,BODEGA,B,796,561,705,704
1157,999342858,E000000153887,U,352,YAUYOS,PUTINZA,-12.6703,-75.9516,MINORISTAS,BODEGA,D,63,80,77,84
