CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
15,LIMA,01,LIMA,33,SAN JUAN DE MIRAFLORES,Lima,28232,65115,30,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,28991,66931,46,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,28991,66931,46,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29022,67202,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,2.Mujer,32, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29022,67202,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,1.Hombre,32, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29022,67202,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer,13, ,6.Soltero/a, ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29022,67202,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,1.Hombre,6, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29022,67202,11,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,5,6.Padres/suegros,2.Mujer,57, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29100,67480,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,23, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29100,67480,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,21, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29100,67480,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29100,67480,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,4,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,43,VILLA MARIA DEL TRIUNFO,Lima,29101,67483,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,26, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29441,56131,19,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,61, ,2.Casado/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29441,56131,19,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,51, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29441,56131,19,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,2.Mujer,30, ,2.Casado/a,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,14,LA MOLINA,Lima,29441,56131,19,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,4,3.Hijo/a o hijastro/a,2.Mujer,23, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34173,12261,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34173,12261,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34173,12261,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,1.Hombre,6, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,02,LA TINGUIÑA,Ica,34173,12261,19,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,4,3.Hijo/a o hijastro/a,1.Hombre,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,21.5254013723191
11,ICA,01,ICA,01,ICA,Ica,34260,11088,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,45, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34311,11179,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,28, ,2.Casado/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,26.9067517153988
11,ICA,01,ICA,01,ICA,Ica,34311,11179,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,25, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,26.9067517153988
11,ICA,01,ICA,01,ICA,Ica,34311,11179,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,26.9067517153988
11,ICA,01,ICA,01,ICA,Ica,34313,11260,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34313,11260,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34313,11260,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34313,11260,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34313,11260,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,01,ICA,Ica,34324,11200,24,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,44, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,53.8135034307977
11,ICA,01,ICA,01,ICA,Ica,34324,11200,24,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,2.Mujer,12, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,53.8135034307977
11,ICA,01,ICA,01,ICA,Ica,34324,11200,24,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,5.Nieto/a,2.Mujer,7, , , ,1.Sí,2.No, ,2.Venezuela,2.No, ,1.Perú,1,2.Abuelo/a, ,1,2,44, ,5,1,53.8135034307977
11,ICA,01,ICA,01,ICA,Ica,34380,11558,5,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,1,1.Jefe/a del hogar,2.Mujer,46, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,2,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,3,3.Hijo/a o hijastro/a,2.Mujer,12, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,4,7.Hermano/a,2.Mujer,30, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,5,8.Otro pariente,2.Mujer,2, , , ,1.Sí,2.No, ,1.Perú,1.Sí,4, , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17903,18449,25,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,6,6.Padres/suegros,2.Mujer,62, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18104,15617,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,37, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18104,15617,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,32, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18104,15617,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,1.Hombre,11, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18104,15617,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,4,3.Hijo/a o hijastro/a,2.Mujer,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17924,25,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,3,1,1.Jefe/a del hogar,1.Hombre,39, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17924,25,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,3,2,7.Hermano/a,2.Mujer,35, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17924,25,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,3,3,8.Otro pariente,1.Hombre,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17924,25,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,3,4,8.Otro pariente,1.Hombre,10, , , ,1.Sí,1.Sí,3, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19545,29920,29,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,27, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20025,33790,44,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,52, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20025,33790,44,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,1.Hombre,34, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20025,33790,44,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,4.Yerno/nuera,2.Mujer,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55648,27,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55648,27,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,2.Mujer,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27229,45474,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,54, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27229,45474,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,2.Mujer,56, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27245,45513,42,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,30, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,51999,43,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52000,44,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52000,44,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52000,44,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,1.Hombre,11, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52000,44,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52000,44,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,1,5,3.Hijo/a o hijastro/a,1.Hombre,3, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24523,52001,45,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,27, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52482,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,53, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52482,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,41, ,2.Casado/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52482,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,3,4.Yerno/nuera,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52482,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,4,5.Nieto/a,1.Hombre,3, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,3, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52482,7,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,5,11.Otro no pariente,2.Mujer,46, ,5.Separado o Ex conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,41, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,3.Hijo/a o hijastro/a,1.Hombre,7, , , ,1.Sí,2.No, ,1.Perú,1.Sí,1, , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,3, , , ,1.Sí,2.No, ,1.Perú,1.Sí,1, , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,2,3.Medio,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,22, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,2,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,22, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24603,52999,3,2,2,3.Medio,1.Completa,1.Completa,1.Sí,3,2,3,8.Otro pariente,2.Mujer,18, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24606,53009,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,26, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24606,53009,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,2,2.Esposo/a o compañero/a,2.Mujer,24, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24606,53009,9,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,3,3.Hijo/a o hijastro/a,2.Mujer,7, , , ,2.No, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24677,35689,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,47, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,24677,35689,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,42, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,24677,35689,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,18, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,24677,35689,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,15, ,6.Soltero/a,4.No Sabe,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,24677,35689,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,5,3.Hijo/a o hijastro/a,2.Mujer,11, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,24680,35686,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,3,1,1.Jefe/a del hogar,1.Hombre,47, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24680,35686,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,3,2,2.Esposo/a o compañero/a,2.Mujer,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,24680,35686,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,3,3,3.Hijo/a o hijastro/a,1.Hombre,23, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18222,16662,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,30, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18222,16662,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,32, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18222,16662,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18316,17396,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18316,17396,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18316,17396,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18316,17399,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,2,1,1.Jefe/a del hogar,1.Hombre,65, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18316,17399,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,2,2,2.Esposo/a o compañero/a,2.Mujer,54, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
07,LIMA,01,CALLAO,01,CALLAO,Lima,18319,17389,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,43, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
