CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_500,P501A,P501,P501B,P502,P503,P504_1,P504_2,P504_3,P504_4,P505,P506,P506A,P507_1,P507_2,P507_3,P507_4,P508_1,P508_2,P508_3,P508_4,P509_1,P509_2,P509_3,P509_4,P509_5,P509_6,P509_7,P509_8,P510,P511,P512,P513,P514,P515,P516,factorfinal
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07921,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,331106,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,2.Gay,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07914,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,511056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07914,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,511056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07914,1,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,10.Superior Universitaria Completa, ,341026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,4.Blanco,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07915,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,321046,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07915,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07915,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07916,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07916,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,5.Mestizo,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07916,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,4,4,1.VENEZUELA,8.Técnico Superior Completa, ,99999,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10610,07916,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,5,5,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08098,19,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,322055,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08098,19,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,522036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , ,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08099,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08099,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08099,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,3,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,4,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,5,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08099,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,4,1,3.Sin nivel educativo, , , ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,1, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08099,7,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,5,5,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08101,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,351016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08101,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,9.Superior Universitaria Incompleta, ,342056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08101,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,3,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,0,0,0,1.¿Aprobado?, , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10618,08102,20,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,331016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,4.Blanco,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07944,31,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,3,1.VENEZUELA,10.Superior Universitaria Completa, ,351016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07944,31,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07944,31,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07944,31,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,4,3,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,2,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,3,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07944,31,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,5,3,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,3.La conexión de internet o plan datos era mala o inestable,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,141025,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,2,2,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,3,1,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,3, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,5,5,1.VENEZUELA,10.Superior Universitaria Completa, ,112016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,6,5,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,1,1.Estatal,2.No, , , , , , , , , , , , , , , , , , ,2.¿Desaprobado?,1.Problemas económicos, , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10629,07945,32,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,7,7,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10631,07958,45,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10631,07958,45,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,3.Lesbiana,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,331095,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,3,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,4,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,2,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,3,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07557,22,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,441125,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08090,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,7.Técnico Superior Incompleta, ,342025,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08090,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08090,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,1,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08097,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,11.Maestría/ Doctorado, ,441056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,1.Sí, ,4.Blanco,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08097,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,331016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08097,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,2,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,1, ,2.No Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,2, ,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08091,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10635,08091,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07541,3,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07541,3,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07541,3,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07543,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07543,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07543,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,1,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,2,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10639,07543,17,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,1, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0, , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10641,07540,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10641,07540,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,99999,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10641,07540,2,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,2.Primaria, ,3,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",3.La conexión de internet o plan datos era mala o inestable,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08131,43,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,531016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,4.Otra razón,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,10.Superior Universitaria Completa, ,441056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,1.No conozco el procedimiento,5.Mestizo,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,10.Superior Universitaria Completa, ,441056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,3,1,2.PERU, ,3.Primaria incompleta, ,1.Sí,1.Educación Inicial,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,"5.¿No aprueba, ni desaprueba (inicial)?", , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,4,4,1.VENEZUELA,10.Superior Universitaria Completa, ,342056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,5.Mestizo,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,5,5,1.VENEZUELA,10.Superior Universitaria Completa, ,121246,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,4.Otra razón,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08132,44,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,6,6,6,1.VENEZUELA,10.Superior Universitaria Completa, ,342056,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,3.No tengo dinero,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08133,45,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10649,08133,45,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,3,3,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,1, ,2.No Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,2, ,2.No Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , ,3.Moreno,1.Heterosexual,33.7211559817993
